"Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion","sum"
1601,"1111601","Arcos de Valdevez",0,1656,0,0,0,0,0,1656
1602,"1111602","Caminha",0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0
1604,"1111604","Monção",0,909,0,0,0,0,0,909
1605,"1111605","Paredes de Coura",0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",0,399,22,0,0,0,0,422
1608,"1111608","Valença",0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",0,269,145,0,0,0,0,415
1610,"1111610","Vila Nova de Cerveira",0,50,0,0,0,0,0,50
301,"1120301","Amares",0,0,0,0,0,0,0,0
302,"1120302","Barcelos",0,152,366,24,0,0,0,543
303,"1120303","Braga",0,180,211,13,0,0,0,404
306,"1120306","Esposende",0,0,0,0,0,0,0,0
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",0,0,0,0,0,0,0,0
307,"1130307","Fafe",0,0,0,0,0,0,0,0
308,"1130308","Guimarães",0,0,0,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",0,0,0,0,0,0,0,0
1314,"1131314","Santo Tirso",0,0,0,0,0,0,0,0
1318,"1131318","Trofa",0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",0,0,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",0,0,0,0,0,0,0,0
314,"1130314","Vizela",0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",0,0,0,0,0,0,0,0
1306,"1141306","Maia",0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,0,488,1951,0,0,0,2439
1315,"1141315","Valongo",0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",0,0,0,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",0,0,0,0,0,0,0,0
1301,"1151301","Amarante",0,0,0,0,0,0,0,0
1302,"1151302","Baião",0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",0,47,24,0,0,0,0,71
305,"1150305","Celorico de Basto",0,0,0,0,0,0,0,0
1804,"1151804","Cinfães",0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",0,0,0,0,0,0,0,0
1305,"1151305","Lousada",0,0,0,0,0,0,0,0
1307,"1151307","Marco de Canaveses",0,0,0,0,0,0,0,0
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",0,0,0,0,0,0,0,0
1310,"1151310","Paredes",0,0,0,0,0,0,0,0
1311,"1151311","Penafiel",0,0,0,0,0,0,0,0
1813,"1151813","Resende",0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0
104,"1160104","Arouca",0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",0,0,0,0,0,0,0,0
109,"1160109","Santa Maria da Feira",0,0,0,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,0,0,0,0,0,0,0
1812,"1171812","Penedono",0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",0,0,0,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0,0,0,0,0,0
1818,"1171818","Sernancelhe",0,0,0,0,0,0,0,0
1819,"1171819","Tabuaço",0,11,0,0,0,0,0,11
1820,"1171820","Tarouca",0,0,0,0,0,0,0,0
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0,0,0,0
1714,"1171714","Vila Real",0,0,0,0,0,0,0,0
401,"1180401","Alfândega da Fé",0,2,173,0,0,0,0,175
1702,"1181702","Boticas",0,6176,0,0,0,0,0,6176
402,"1180402","Bragança",0,28081,5267,0,265,0,0,33613
1703,"1181703","Chaves",0,0,0,0,0,0,0,0
405,"1180405","Macedo de Cavaleiros",0,0,0,0,0,0,0,0
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0
407,"1180407","Mirandela",0,97,191,27,0,0,0,315
408,"1180408","Mogadouro",0,0,21,0,0,0,0,21
1706,"1181706","Montalegre",0,0,0,0,0,0,0,0
1707,"1181707","Murça",0,265,0,0,0,0,0,265
1712,"1181712","Valpaços",0,465,0,0,0,0,0,465
1713,"1181713","Vila Pouca de Aguiar",0,0,0,0,0,0,0,0
411,"1180411","Vimioso",0,0,0,0,0,0,0,0
412,"1180412","Vinhais",0,0,0,0,0,0,0,0
101,"1610101","Águeda",0,314,782,0,0,0,0,1097
102,"1610102","Albergaria-a-Velha",0,0,168,0,0,0,0,168
103,"1610103","Anadia",0,0,55,42,0,0,0,97
105,"1610105","Aveiro",0,0,203,0,0,0,0,203
108,"1610108","Estarreja",0,623,17407,3249,0,0,0,21280
110,"1610110","Ílhavo",0,0,96,0,0,0,0,96
111,"1610111","Mealhada",0,0,105,35,0,0,0,141
112,"1610112","Murtosa",0,0,452,200,0,0,0,652
114,"1610114","Oliveira do Bairro",0,0,449,358,0,0,0,807
115,"1610115","Ovar",0,29,587,66,0,0,0,682
117,"1610117","Sever do Vouga",0,1587,208,0,0,0,0,1795
118,"1610118","Vagos",0,0,114,0,0,0,0,114
602,"1620602","Cantanhede",0,0,1013,162,0,0,0,1176
603,"1620603","Coimbra",0,729,2652,272,191,0,0,3844
604,"1620604","Condeixa-a-Nova",0,0,2453,392,0,0,0,2846
605,"1620605","Figueira da Foz",0,143,1088,0,0,0,0,1231
608,"1620608","Mira",0,0,41,0,0,0,0,41
610,"1620610","Montemor-o-Velho",0,0,680,49,0,0,0,728
613,"1620613","Penacova",0,0,89,0,0,0,0,89
615,"1620615","Soure",0,107,2774,0,0,0,0,2881
1004,"1631004","Batalha",0,0,76,0,0,0,0,76
1009,"1631009","Leiria",0,14,182,55,0,0,0,251
1010,"1631010","Marinha Grande",0,0,53,0,0,0,0,53
1015,"1631015","Pombal",0,99,2753,522,842,0,0,4216
1016,"1631016","Porto de Mós",0,6,73,0,0,0,0,79
1002,"1641002","Alvaiázere",0,4,111,6,0,0,0,121
1003,"1641003","Ansião",0,41,1171,0,0,0,0,1211
601,"1640601","Arganil",0,0,4710,1385,0,0,0,6095
1007,"1641007","Castanheira de Pêra",0,0,66,0,0,0,0,66
1008,"1641008","Figueiró dos Vinhos",0,0,255,36,0,0,0,291
606,"1640606","Góis",0,0,11,0,0,0,0,11
607,"1640607","Lousã",0,0,63,0,0,0,0,63
609,"1640609","Miranda do Corvo",0,0,861,0,0,0,0,861
611,"1640611","Oliveira do Hospital",0,127,3114,219,0,0,0,3459
612,"1640612","Pampilhosa da Serra",0,0,0,0,0,0,0,0
1013,"1641013","Pedrógão Grande",0,0,54,0,0,0,0,54
614,"1640614","Penela",0,0,1414,566,0,0,0,1980
616,"1640616","Tábua",0,0,582,0,0,0,0,582
617,"1640617","Vila Nova de Poiares",0,0,10,0,0,0,0,10
901,"1650901","Aguiar da Beira",0,2257,78,0,0,0,0,2334
1802,"1651802","Carregal do Sal",0,10,138,0,0,0,0,148
1803,"1651803","Castro Daire",0,1157,13,0,0,0,0,1170
1806,"1651806","Mangualde",0,199,458,0,0,0,0,657
1808,"1651808","Mortágua",0,0,0,0,0,0,0,0
1809,"1651809","Nelas",0,0,390,59,0,0,0,449
1810,"1651810","Oliveira de Frades",0,56,29,0,0,0,0,86
1811,"1651811","Penalva do Castelo",0,45,39,0,0,0,0,84
1814,"1651814","Santa Comba Dão",0,590,167,0,0,0,0,756
1816,"1651816","São Pedro do Sul",0,1221,336,0,0,0,0,1557
1817,"1651817","Sátão",0,357,3,16,0,0,0,376
1821,"1651821","Tondela",0,2386,2848,39,0,0,0,5273
1822,"1651822","Vila Nova de Paiva",0,5673,256,0,0,0,0,5929
1823,"1651823","Viseu",0,215,232,71,0,0,0,517
1824,"1651824","Vouzela",0,2247,249,0,0,0,0,2495
1413,"1661413","Mação",0,0,0,0,0,0,0,0
506,"1660506","Oleiros",0,0,0,0,0,0,0,0
508,"1660508","Proença-a-Nova",0,0,0,0,0,0,0,0
509,"1660509","Sertã",0,0,11,50,0,0,0,61
510,"1660510","Vila de Rei",0,0,0,0,0,0,0,0
905,"1670905","Fornos de Algodres",0,20,3,0,0,0,0,24
906,"1670906","Gouveia",0,7919,432,0,0,0,0,8351
912,"1670912","Seia",0,4050,1574,0,0,0,0,5624
902,"1680902","Almeida",0,417,929,0,0,0,0,1346
903,"1680903","Celorico da Beira",0,0,0,0,0,0,0,0
904,"1680904","Figueira de Castelo Rodrigo",0,165,658,263,0,0,0,1087
907,"1680907","Guarda",0,12567,1815,1252,0,0,0,15634
908,"1680908","Manteigas",0,10,7,0,0,0,0,17
909,"1680909","Mêda",0,127,0,27,0,0,0,154
910,"1680910","Pinhel",0,147,144,537,0,0,0,827
911,"1680911","Sabugal",0,3739,81,7,0,0,0,3826
913,"1680913","Trancoso",0,0,0,0,0,0,0,0
502,"1690502","Castelo Branco",0,0,0,0,0,0,0,0
505,"1690505","Idanha-a-Nova",0,0,0,0,0,0,0,0
507,"1690507","Penamacor",0,65,737,271,272,0,0,1346
511,"1690511","Vila Velha de Ródão",0,2,160,0,0,0,0,163
501,"16A0501","Belmonte",0,10,848,1175,0,0,0,2034
503,"16A0503","Covilhã",0,0,0,0,0,0,0,0
504,"16A0504","Fundão",0,9,890,325,1986,0,0,3211
1001,"16B1001","Alcobaça",0,27,347,0,0,0,0,374
1101,"16B1101","Alenquer",0,0,71,71,0,0,0,142
1102,"16B1102","Arruda dos Vinhos",0,0,4,0,0,0,0,4
1005,"16B1005","Bombarral",0,0,0,263,0,0,0,263
1104,"16B1104","Cadaval",0,0,0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,0,788,0,0,0,0,788
