Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,60,0,0,0,0,0,0
1602,1111602,Caminha,6,0,0,0,0,0,0
1603,1111603,Melga�o,12,0,3,0,0,0,0
1604,1111604,Mon��o,32,0,0,0,0,0,0
1605,1111605,Paredes de Coura,44,0,0,0,0,0,0
1606,1111606,Ponte da Barca,41,0,0,0,0,0,0
1607,1111607,Ponte de Lima,19,0,0,0,0,0,0
1608,1111608,Valen�a,13,0,0,0,0,0,0
1609,1111609,Viana do Castelo,5,0,0,0,0,0,0
1610,1111610,Vila Nova de Cerveira,4,0,0,0,0,0,0
301,1120301,Amares,3,0,0,0,0,0,0
302,1120302,Barcelos,29,0,6,0,0,0,0
303,1120303,Braga,43,0,0,0,0,0,0
306,1120306,Esposende,2,0,6,0,0,0,0
310,1120310,Terras de Bouro,5,0,0,0,0,0,0
313,1120313,Vila Verde,57,0,0,0,0,0,0
307,1130307,Fafe,60,0,1,0,0,0,0
308,1130308,Guimar�es,36,0,7,0,0,0,0
309,1130309,P�voa de Lanhoso,12,0,0,0,0,0,0
1314,1131314,Santo Tirso,56,1,11,0,0,0,0
1318,1131318,Trofa,7,0,21,0,0,0,0
311,1130311,Vieira do Minho,24,0,1,0,0,0,0
312,1130312,Vila Nova de Famalic�o,18,0,6,0,0,0,0
314,1130314,Vizela,1,0,0,0,0,0,0
107,1140107,Espinho,2,0,1,0,0,0,0
1304,1141304,Gondomar,102,0,1,0,0,0,0
1306,1141306,Maia,60,2,45,0,0,0,0
1308,1141308,Matosinhos,18,0,13,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0
1313,1141313,P�voa de Varzim,13,0,2,0,0,0,0
1315,1141315,Valongo,50,1,0,0,0,0,0
1316,1141316,Vila do Conde,1,1,38,0,0,0,0
1317,1141317,Vila Nova de Gaia,14,0,7,0,0,2,0
1301,1151301,Amarante,26,0,0,0,0,0,0
1302,1151302,Bai�o,11,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,26,0,0,0,0,0,0
106,1150106,Castelo de Paiva,6,0,0,0,0,0,0
305,1150305,Celorico de Basto,13,2,1,0,0,0,0
1804,1151804,Cinf�es,39,0,0,0,0,0,0
1303,1151303,Felgueiras,33,2,1,0,0,2,0
