Muni_ID,ID,Muni,barley,maize,oat,rice,rye,triticale,wheat,lemon,orange,other_citrus,tangerine,almonds,chestnut,locust,nuuts,other_dried_nuts,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,apple,cherry,other_fresh_fruits,peach,pear,horticulture_extensive,horticulture_intensive,other_industry,sunflower,olive grove,perma_grassland,tempo_grassland,potato,bean,chickpea,other_pulses,vineyard,SUM
1601,1111601,Arcos de Valdevez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1111603,Melgaço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,1111604,Monção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305058
1608,1111608,Valença,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109508
1609,1111609,Viana do Castelo,0,15644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273770
1610,1111610,Vila Nova de Cerveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1120301,Amares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39110
302,1120302,Barcelos,0,132974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12225786,7197,138,899.625,737.875,0,0,0,0,0,0,0,0,0,0,7197,0,0,0,0,0,0,12374929.5
303,1120303,Braga,0,39110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578828,0,16560,0,0,0,0,0,0,0,0,0,0,0,0,21591,0,0,0,0,0,0,656089
306,1120306,Esposende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625760
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156440
