Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,irrigation
1601,1111601,Arcos de Valdevez,2.09675928329583,1.76414245277361,0,0.767814848531744,0
1602,1111602,Caminha,0.473706975674335,0.00354922048997773,0.0322435503688196,2.11836687323701,0
1603,1111603,Melgaço,1.90427987292629,0.653599053367217,0.00612242338740153,0.728080250864146,0
1604,1111604,Monção,1.75677998781069,1.67467415691869,0.00682917299885307,0.851821892896857,0
1605,1111605,Paredes de Coura,1.5515368261949,3.60970282772821,0.00710887475835278,1.56097928773376,0
1606,1111606,Ponte da Barca,0.986541833875713,0.831573601632048,0.00439601524612945,0.749931050982241,0
1607,1111607,Ponte de Lima,0.93812413808508,2.90785793421543,0.00420575497987421,2.02519080770162,0
1608,1111608,Valença,1.25376667986857,2.77386022988506,0.0169830225288889,1.32927555378425,0
1609,1111609,Viana do Castelo,0.31410414206521,0.629834711673699,0.0112781931157243,0.947083361499589,0
1610,1111610,Vila Nova de Cerveira,1.53935145556302,3.2617814953271,0.0787738778076636,2.77437997190952,0
301,1120301,Amares,2.18203010169448,1.3539762406015,0,5.17187888222893,0
302,1120302,Barcelos,0.781926627653156,0.0495534401307724,0.0142400666808312,4.04019520195673,0
303,1120303,Braga,1.44746659817594,2.99185007326733,0.0363469919105406,2.46203925037916,0
306,1120306,Esposende,0.4372237946107,0.572752894736842,0.0158029700615789,2.4015480014612,0.7375
310,1120310,Terras de Bouro,1.30548655502452,1.49330245746692,0.00176273839765832,0.466636014360761,0
313,1120313,Vila Verde,2.63689930318319,4.74223670357751,0.00103143785661158,1.69597881730723,0
307,1130307,Fafe,3.2789992086036,7.89003075475732,0.0141431132909985,2.56135084780814,0
308,1130308,Guimarães,1.55164740090291,3.43270556872038,0.0765738268366023,3.56415926467289,0
309,1130309,Póvoa de Lanhoso,2.75614639073869,6.58997826523298,0.0015664180485448,2.08987280222562,0
1314,1131314,Santo Tirso,0.97516557325232,1.70521954511278,0.266391228785989,2.9844681823536,0
1318,1131318,Trofa,0.663958240904647,0.0816464362036455,0,4.17500898554162,0
311,1130311,Vieira do Minho,3.21269775942051,3.47284261613692,0.000239435678867156,1.29095625195084,0
312,1130312,Vila Nova de Famalicão,0.834658136706492,0.044814275862069,0.0908160409949467,3.16090076002591,0
314,1130314,Vizela,1.2010009894979,7.22270689265537,0,2.72104142074798,0
107,1140107,Espinho,0.0551085795651478,0.367856603773585,0.246408408141509,0.420042719803489,0
1304,1141304,Gondomar,1.26090946711066,4.74545262955854,0.124522034761536,2.44532879458118,0
1306,1141306,Maia,0.309810654193827,0.136758800675676,0.0371504665009234,1.28050602442955,0
1308,1141308,Matosinhos,0.477412965143099,0.137909567699837,0.0318968495594372,2.02605310711184,0
1312,1141312,Porto,,,,,
1313,1141313,Póvoa de Varzim,0.409003035192594,0.481272816651904,0,2.59434139236442,0.1469
1315,1141315,Valongo,0.695270460751032,0.283363462033462,0.355920056285045,2.67602863194317,0
1316,1141316,Vila do Conde,0.450632380113555,0.0186434393111442,8.25843835883424e-05,2.56229589035997,0
1317,1141317,Vila Nova de Gaia,0.729659466613542,2.78734033008252,0.597603870272911,1.90873551465852,0
1301,1151301,Amarante,1.64971634966574,9.21861098669432,0.0167994592366407,2.60692843032114,0
1302,1151302,Baião,1.9178540799552,9.20096409669211,0,1.56335582104699,0
304,1150304,Cabeceiras de Basto,2.99342222335877,4.91399797150611,0,0.99320865432462,0
106,1150106,Castelo de Paiva,3.10989348895309,10.6868600083542,0,3.26364712949061,0
305,1150305,Celorico de Basto,3.68861481087575,9.76103700246373,0.00647473537891322,3.09420406852705,0
1804,1151804,Cinfães,4.73640909306084,7.29788150021071,0,1.30137993282355,0
1303,1151303,Felgueiras,1.29131852586496,5.39983363710334,0.0104105969727665,2.97071087239969,0
1305,1151305,Lousada,0.953381202780805,3.19714417339417,0.00443800836960337,2.57239918147246,0
1307,1151307,Marco de Canaveses,2.20165740556148,8.58778689448441,0.0425123305211871,1.5092514253193,0
1705,1151705,Mondim de Basto,1.70781367436588,4.54422069387755,0,0.506047100206606,0
1309,1151309,Paços de Ferreira,0.59940901883807,2.06786791514265,0.0363884151094075,1.90626752755975,0
1310,1151310,Paredes,1.08143857958957,3.71046832258065,0,2.67702857707133,0
1311,1151311,Penafiel,1.19765811773017,5.04118919642857,0.0408064643633929,2.32844171373133,0
1813,1151813,Resende,1.724425232563,2.2214832896584,0.00550645591466308,1.41838732644513,0
1709,1151709,Ribeira de Pena,4.0893121144111,8.89931966718507,0.000145709437234837,1.72467306005642,0
104,1160104,Arouca,3.65582252927027,3.41813920765027,0,5.25614701830615,0
113,1160113,Oliveira de Azeméis,2.07490946289666,0.128251294117647,0.0116543001176471,11.4492846698669,0
109,1160109,Santa Maria da Feira,1.02082261295364,0.842752053832651,8.04956649970743e-05,4.08903641992132,0
116,1160116,São João da Madeira,,,,,
119,1160119,Vale de Cambra,2.56946331179902,5.2028549563591,0,7.37806648433466,0
1701,1171701,Alijó,0.315568061954101,1.30597989588982,0.00136291322275675,0.521998534760143,0
1801,1171801,Armamar,0.105830497862818,2.15659527102387,0.00302572202081196,0.254812920267989,0
403,1170403,Carrazeda de Ansiães,0.418508946808454,1.89955322763307,0.00012826022817667,0.373769339110437,0
404,1170404,Freixo de Espada à Cinta,0.337581056487446,1.90128849111706,0,0.185208006248869,0
1805,1171805,Lamego,0.487467785137138,1.66777663366337,0.00888556635576043,0.540843319612857,0
1704,1171704,Mesão Frio,0.0565789473287719,0.21032,0,0.127456140323684,0
1807,1171807,Moimenta da Beira,0.365386650915411,0.126055404681079,0.00341652939836877,1.37850037264998,0
1812,1171812,Penedono,0.336225757017358,2.47062312628337,0,0.400819260214584,0
1708,1171708,Peso da Régua,0.160240673897112,2.0351,0.0326044652,0.271215403097954,0
1710,1171710,Sabrosa,0.446267900053177,1.30392786815973,0.00148638158867526,0.893694474462811,0
1711,1171711,Santa Marta de Penaguião,0.157660311127779,2.37973448220065,0,0.310269311832993,0
1815,1171815,São João da Pesqueira,0.25255342451453,2.7089135900277,0.00230963158158924,0.204103169989879,0
1818,1171818,Sernancelhe,0.195160500947946,0.97806796303818,0,0.454027006593175,0
1819,1171819,Tabuaço,0.252285913643094,2.90061346332816,0.00256026040122313,0.359908246417954,0
1820,1171820,Tarouca,0.8294680529789,0.145489624885636,0.0119396301168344,3.56115430537292,0
409,1170409,Torre de Moncorvo,0.49677011237806,1.76732978797763,0.00495253172237884,0.228625011841858,0
410,1170410,Vila Flor,0.295678529640577,2.29203214530892,0,0.205148000934611,0
914,1170914,Vila Nova de Foz Côa,0.22975848831342,1.47652798456569,0,0.110722811435684,0
1714,1171714,Vila Real,1.28050028449898,1.09150000901469,0.0179660731638781,1.11829215127223,0
401,1180401,Alfândega da Fé,0.470964760175688,2.47423098638911,0,0.380019574096143,1e-04
1702,1181702,Boticas,1.05261332906522,0.877522645272414,0,0.589708081251108,0.025
402,1180402,Bragança,0.624771639579131,2.14113714832168,0.00134803885796723,0.361309945203817,0.0097
1703,1181703,Chaves,0.36738718250842,1.10737643281536,0.00222278868334933,0.757422162714928,0
405,1180405,Macedo de Cavaleiros,0.494556183617841,2.21836428316305,0.00151683397503489,0.307659719404595,0
406,1180406,Miranda do Douro,0.277578953703274,0.567619805318802,0,0.212550325802989,0
407,1180407,Mirandela,0.326596448320338,1.800075506474,0.00336763315432721,0.329077617957726,0
408,1180408,Mogadouro,0.42749780018084,1.85708192223631,0,0.716036212891167,0
1706,1181706,Montalegre,1.04790996209579,0.46799343405875,8.6532956169916e-05,0.454915885421762,0
1707,1181707,Murça,0.753161339422911,0.778629228881162,0.00218645426295766,0.60255388584883,0
1712,1181712,Valpaços,0.369220358094916,2.23472810121751,0.000425572472019389,0.418454452379263,0
1713,1181713,Vila Pouca de Aguiar,0.691586452418033,0.743568815848314,0,1.04643850394503,0
411,1180411,Vimioso,0.581314758145738,1.50604549928722,1.26627473525219e-05,0.246268777917162,0
412,1180412,Vinhais,0.99843128085583,3.52082117090686,1.63328191179665e-05,0.551793592322793,0
101,1610101,Águeda,0.913432191104199,0.6238432145305,0,2.55215119137118,0.9661
102,1610102,Albergaria-a-Velha,0.394119629795957,0.0149285549132948,0,1.6865345050216,0.0433
103,1610103,Anadia,0.0808500924897331,0.285166459868166,1.1578914823575e-06,0.432658138538686,0.0586
105,1610105,Aveiro,0.0783619913723295,0.17519505513439,0.00577968126992074,0.132724698299061,0.3614
108,1610108,Estarreja,0.251297719490966,0.00545816479400749,0,0.975044338319767,0.4754
110,1610110,Ílhavo,0,0,0,0,0.2568
111,1610111,Mealhada,0.135628260980714,0.0694255065738593,0,1.63154861914257,0.6379
