"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","intensive_pasture","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84,25.84
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.53,65.53
1605,"1111605","Paredes de Coura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.21,21.21
1607,"1111607","Ponte de Lima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,1.16,0.58,0,0,0,0,0,0,6.39,18.58
1608,"1111608","Valença",0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.63,43.42
1609,"1111609","Viana do Castelo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.45,29.45
1610,"1111610","Vila Nova de Cerveira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18,0,22.18,0,0,0,0,0,0,0,11.09,55.45
301,"1120301","Amares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",316.7,0,0,0,0,0,0,0,0,0,0,0,0,4.01,2,0,0,0,2,0,0,0,8.02,0,0,4.01,2,14.03,0,0,0,0,118.26,471.03
303,"1120303","Braga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,4.06,0,48.68,0,0,20.28,0,0,0,0,0,0,174.45,255.58
306,"1120306","Esposende",15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,19.7
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,5.13,8.98
313,"1120313","Vila Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,5.28,6.38
307,"1130307","Fafe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.63,85.63
308,"1130308","Guimarães",0,0,0,0,0,0,0,0,0,0,0,0,0,13.57,6.78,0,0,0,13.57,0,20.35,0,33.92,0,0,6.78,0,0,0,0,0,0,596.94,691.91
309,"1130309","Póvoa de Lanhoso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,4.54,4.99
1314,"1131314","Santo Tirso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.47,64.47
