"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
910,"1680910","Pinhel",NA,NA,NA
911,"1680911","Sabugal",NA,NA,NA
913,"1680913","Trancoso",NA,NA,NA
502,"1690502","Castelo Branco",84.61,32.52,52.09
505,"1690505","Idanha-a-Nova",112.66,21.89,90.77
507,"1690507","Penamacor",67.15,33.55,33.6
511,"1690511","Vila Velha de Ródão",169.17,21.98,147.19
501,"16A0501","Belmonte",22.48,42.29,-19.81
503,"16A0503","Covilhã",19.05,45.71,-26.66
504,"16A0504","Fundão",29.22,8.15,21.08
1001,"16B1001","Alcobaça",223.18,127.59,95.59
1101,"16B1101","Alenquer",266.29,187.2,79.09
1102,"16B1102","Arruda dos Vinhos",NA,NA,NA
1005,"16B1005","Bombarral",NA,NA,NA
1104,"16B1104","Cadaval",NA,NA,NA
1006,"16B1006","Caldas da Rainha",473.8,7.14,466.66
1108,"16B1108","Lourinhã",NA,NA,NA
1011,"16B1011","Nazaré",208.75,296.84,-88.09
1012,"16B1012","Óbidos",NA,NA,NA
1014,"16B1014","Peniche",NA,NA,NA
1112,"16B1112","Sobral de Monte Agraço",39.97,30.96,9.02
1113,"16B1113","Torres Vedras",107.02,102.49,4.53
1401,"16C1401","Abrantes",207.86,150.61,57.25
1402,"16C1402","Alcanena",50.53,46.87,3.66
1408,"16C1408","Constância",665.85,391.06,274.79
1410,"16C1410","Entroncamento",NA,NA,NA
1411,"16C1411","Ferreira do Zêzere",NA,NA,NA
1421,"16C1421","Ourém",NA,NA,NA
1417,"16C1417","Sardoal",NA,NA,NA
1418,"16C1418","Tomar",220.81,292.05,-71.24
1419,"16C1419","Torres Novas",217.59,258.8,-41.21
1420,"16C1420","Vila Nova da Barquinha",310.41,7.14,303.27
1115,"1711115","Amadora",NA,NA,NA
1105,"1711105","Cascais",NA,NA,NA
1106,"1711106","Lisboa",422.21,7.14,415.07
1107,"1711107","Loures",NA,NA,NA
1109,"1711109","Mafra",NA,NA,NA
1116,"1711116","Odivelas",NA,NA,NA
1110,"1711110","Oeiras",NA,NA,NA
1111,"1711111","Sintra",222.74,391.05,-168.31
1114,"1711114","Vila Franca de Xira",412.66,198.95,213.71
1502,"1721502","Alcochete",390.01,10.51,379.5
1503,"1721503","Almada",NA,NA,NA
1504,"1721504","Barreiro",NA,NA,NA
1506,"1721506","Moita",141.63,227.94,-86.31
1507,"1721507","Montijo",190.96,205.5,-14.53
1508,"1721508","Palmela",142.31,101.87,40.44
1510,"1721510","Seixal",NA,NA,NA
1511,"1721511","Sesimbra",154.46,42.49,111.97
1512,"1721512","Setúbal",448.07,6.55,441.52
1501,"1811501","Alcácer do Sal",146.31,53.12,93.2
1505,"1811505","Grândola",158.1,94.35,63.75
211,"1810211","Odemira",254.69,92.49,162.2
1509,"1811509","Santiago do Cacém",215.5,246.43,-30.93
1513,"1811513","Sines",123.65,40.59,83.06
1201,"1821201","Alter do Chão",93.19,22.56,70.64
1202,"1821202","Arronches",225.82,325.19,-99.37
1203,"1821203","Avis",250.43,110.62,139.81
1204,"1821204","Campo Maior",283.53,125.76,157.77
1205,"1821205","Castelo de Vide",NA,NA,NA
1206,"1821206","Crato",17.99,35.09,-17.1
1207,"1821207","Elvas",137.9,115.55,22.35
1208,"1821208","Fronteira",391.46,149.33,242.13
1209,"1821209","Gavião",47.49,0,47.49
1210,"1821210","Marvão",NA,NA,NA
1211,"1821211","Monforte",192.47,68.39,124.07
707,"1820707","Mora",308.28,148.44,159.83
1212,"1821212","Nisa",15.94,0,15.94
1213,"1821213","Ponte de Sor",175.9,122.92,52.98
1214,"1821214","Portalegre",127.98,147.51,-19.53
701,"1830701","Alandroal",201.3,178.93,22.38
702,"1830702","Arraiolos",198.77,103.11,95.66
703,"1830703","Borba",233.16,327.13,-93.97
704,"1830704","Estremoz",184.04,99.07,84.97
705,"1830705","Évora",168.04,65.27,102.77
706,"1830706","Montemor-o-Novo",110.44,45.53,64.91
708,"1830708","Mourão",60.11,48.34,11.76
709,"1830709","Portel",105.57,25.7,79.87
710,"1830710","Redondo",152.38,160.91,-8.53
711,"1830711","Reguengos de Monsaraz",197.92,45.73,152.2
1215,"1831215","Sousel",199.2,44.47,154.73
712,"1830712","Vendas Novas",72.86,21.6,51.26
713,"1830713","Viana do Alentejo",270.7,243.48,27.22
714,"1830714","Vila Viçosa",118.37,51.8,66.57
201,"1840201","Aljustrel",295.51,54.69,240.82
202,"1840202","Almodôvar",63.33,51.77,11.56
203,"1840203","Alvito",417.97,315.9,102.07
204,"1840204","Barrancos",NA,NA,NA
205,"1840205","Beja",180.96,41.03,139.93
206,"1840206","Castro Verde",127.09,46.46,80.63
207,"1840207","Cuba",178.4,36.3,142.11
208,"1840208","Ferreira do Alentejo",223.5,122.21,101.29
209,"1840209","Mértola",4.59,0,4.59
210,"1840210","Moura",136.49,25.01,111.47
212,"1840212","Ourique",252.21,259.36,-7.15
213,"1840213","Serpa",268.57,37.5,231.07
214,"1840214","Vidigueira",235.21,76.96,158.24
1403,"1851403","Almeirim",503.24,238.87,264.37
1404,"1851404","Alpiarça",499.84,248.72,251.13
1103,"1851103","Azambuja",240.2,253.64,-13.44
1405,"1851405","Benavente",179.71,129.53,50.18
1406,"1851406","Cartaxo",172.33,176.6,-4.26
1407,"1851407","Chamusca",489.7,257.73,231.97
1409,"1851409","Coruche",959.82,276.36,683.47
1412,"1851412","Golegã",654.48,352.88,301.59
1414,"1851414","Rio Maior",198.84,298.19,-99.35
1415,"1851415","Salvaterra de Magos",400.17,202.09,198.08
1416,"1851416","Santarém",233.71,262.66,-28.95
801,"1500801","Albufeira",NA,NA,NA
802,"1500802","Alcoutim",NA,NA,NA
803,"1500803","Aljezur",310.41,7.14,303.27
804,"1500804","Castro Marim",NA,NA,NA
805,"1500805","Faro",NA,NA,NA
806,"1500806","Lagoa",NA,NA,NA
807,"1500807","Lagos",NA,NA,NA
808,"1500808","Loulé",163.56,0,163.56
809,"1500809","Monchique",NA,NA,NA
810,"1500810","Olhão",NA,NA,NA
811,"1500811","Portimão",7.05,45.33,-38.28
812,"1500812","São Brás de Alportel",NA,NA,NA
813,"1500813","Silves",NA,NA,NA
814,"1500814","Tavira",NA,NA,NA
815,"1500815","Vila do Bispo",NA,NA,NA
816,"1500816","Vila Real de Santo António",NA,NA,NA
