Muni_ID,ID,Muni,sludge
1601,1111601,Arcos de Valdevez,0
1602,1111602,Caminha,9700.664320536
1603,1111603,Melgaço,2300.62138269
1604,1111604,Monção,4799.293668705
1605,1111605,Paredes de Coura,2558.745723985
1606,1111606,Ponte da Barca,3063.50624406
1607,1111607,Ponte de Lima,4688.00222768
1608,1111608,Valença,4426.168180661
1609,1111609,Viana do Castelo,23858.012214509
1610,1111610,Vila Nova de Cerveira,8229.702652075
301,1120301,Amares,0
302,1120302,Barcelos,41772.882154965
303,1120303,Braga,25473.293752641
306,1120306,Esposende,13074.649743168
310,1120310,Terras de Bouro,831.694080438
313,1120313,Vila Verde,622.2747036
307,1130307,Fafe,5032.048341375
308,1130308,Guimarães,45283.22951796
309,1130309,Póvoa de Lanhoso,376.954869221
1314,1131314,Santo Tirso,93284.78230726
1318,1131318,Trofa,0
311,1130311,Vieira do Minho,71.800928012
312,1130312,Vila Nova de Famalicão,116969.69446617
314,1130314,Vizela,0
107,1140107,Espinho,11431.186347
1304,1141304,Gondomar,17809.20291187
1306,1141306,Maia,37626.13924704
1308,1141308,Matosinhos,19018.27069052
1312,1141312,Porto,0
1313,1141313,Póvoa de Varzim,0
1315,1141315,Valongo,62662.29698781
1316,1141316,Vila do Conde,254.30691627
1317,1141317,Vila Nova de Gaia,120973.314199
1301,1151301,Amarante,5883.487677864
1302,1151302,Baião,0
304,1150304,Cabeceiras de Basto,0
106,1150106,Castelo de Paiva,0
305,1150305,Celorico de Basto,1495.852658064
1804,1151804,Cinfães,0
1303,1151303,Felgueiras,3171.20763395
1305,1151305,Lousada,1453.968782552
1307,1151307,Marco de Canaveses,10770.139137155
1705,1151705,Mondim de Basto,0
1309,1151309,Paços de Ferreira,10411.1344974
1310,1151310,Paredes,0
1311,1151311,Penafiel,14623.37779938
1813,1151813,Resende,1057.986666912
1709,1151709,Ribeira de Pena,26.446672575
104,1160104,Arouca,0
113,1160113,Oliveira de Azeméis,2789.346367696
109,1160109,Santa Maria da Feira,20.94193716
116,1160116,São João da Madeira,0
119,1160119,Vale de Cambra,0
1701,1171701,Alijó,828.223695516
1801,1171801,Armamar,837.677488564
403,1170403,Carrazeda de Ansiães,71.80093035
404,1170404,Freixo de Espada à Cinta,0
1805,1171805,Lamego,2857.07857552
1704,1171704,Mesão Frio,0
1807,1171807,Moimenta da Beira,3028.802461191
1812,1171812,Penedono,0
1708,1171708,Peso da Régua,6711.950711979
1710,1171710,Sabrosa,413.094667882
1711,1171711,Santa Marta de Penaguião,0
1815,1171815,São João da Pesqueira,1480.415459185
1818,1171818,Sernancelhe,0
1819,1171819,Tabuaço,619.52233686
1820,1171820,Tarouca,1962.558687607
409,1170409,Torre de Moncorvo,5857.759009544
410,1170410,Vila Flor,0
914,1170914,Vila Nova de Foz Côa,0
1714,1171714,Vila Real,14069.152423184
401,1180401,Alfândega da Fé,0
1702,1181702,Boticas,0
402,1180402,Bragança,5437.72357552
1703,1181703,Chaves,7042.5939782
405,1180405,Macedo de Cavaleiros,3578.079559318
406,1180406,Miranda do Douro,0
407,1180407,Mirandela,9178.55190663
408,1180408,Mogadouro,0
1706,1181706,Montalegre,302.521260404
1707,1181707,Murça,698.503356144
1712,1181712,Valpaços,1103.101581956
1713,1181713,Vila Pouca de Aguiar,0
411,1180411,Vimioso,20.941942525
412,1180412,Vinhais,24.651659912
101,1610101,Águeda,0
102,1610102,Albergaria-a-Velha,0
103,1610103,Anadia,2.674585332
105,1610105,Aveiro,29809.5911064
108,1610108,Estarreja,0
110,1610110,Ílhavo,22492.2987447
111,1610111,Mealhada,0
112,1610112,Murtosa,0
114,1610114,Oliveira do Bairro,364.988049333
115,1610115,Ovar,401.474885882
117,1610117,Sever do Vouga,0
118,1610118,Vagos,0
602,1620602,Cantanhede,0
603,1620603,Coimbra,38960.97832792
604,1620604,Condeixa-a-Nova,2656.63432104
605,1620605,Figueira da Foz,15497.033536754
608,1620608,Mira,0
610,1620610,Montemor-o-Velho,59.834104878
613,1620613,Penacova,909.478416457
615,1620615,Soure,852.037673316
1004,1631004,Batalha,0
1009,1631009,Leiria,36143.0910936
1010,1631010,Marinha Grande,0
1015,1631015,Pombal,9294.0317327
1016,1631016,Porto de Mós,0
1002,1641002,Alvaiázere,0
1003,1641003,Ansião,682.10881303
601,1640601,Arganil,0
1007,1641007,Castanheira de Pêra,0
1008,1641008,Figueiró dos Vinhos,0
606,1640606,Góis,0
607,1640607,Lousã,173.5189085
609,1640609,Miranda do Corvo,0
611,1640611,Oliveira do Hospital,1459.952195145
612,1640612,Pampilhosa da Serra,0
1013,1641013,Pedrógão Grande,0
614,1640614,Penela,0
616,1640616,Tábua,0
617,1640617,Vila Nova de Poiares,0
901,1650901,Aguiar da Beira,0
1802,1651802,Carregal do Sal,0
1803,1651803,Castro Daire,0
1806,1651806,Mangualde,0
1808,1651808,Mortágua,0
1809,1651809,Nelas,0
1810,1651810,Oliveira de Frades,0
1811,1651811,Penalva do Castelo,0
1814,1651814,Santa Comba Dão,64.979839232
1816,1651816,São Pedro do Sul,3667.830716808
1817,1651817,Sátão,0
1821,1651821,Tondela,556.457187693
1822,1651822,Vila Nova de Paiva,0
1823,1651823,Viseu,169.210853181
1824,1651824,Vouzela,0
1413,1661413,Mação,0
506,1660506,Oleiros,0
508,1660508,Proença-a-Nova,0
509,1660509,Sertã,0
510,1660510,Vila de Rei,0
905,1670905,Fornos de Algodres,0
906,1670906,Gouveia,0
912,1670912,Seia,0
902,1680902,Almeida,149.58526372
903,1680903,Celorico da Beira,0
904,1680904,Figueira de Castelo Rodrigo,5.98340862
907,1680907,Guarda,8697.246352848
908,1680908,Manteigas,0
909,1680909,Mêda,0
910,1680910,Pinhel,233.831687112
911,1680911,Sabugal,155.568678105
913,1680913,Trancoso,0
502,1690502,Castelo Branco,0
505,1690505,Idanha-a-Nova,0
507,1690507,Penamacor,0
511,1690511,Vila Velha de Ródão,0
501,16A0501,Belmonte,18.476769975
503,16A0503,Covilhã,8.837493256
504,16A0504,Fundão,2818.234277133
1001,16B1001,Alcobaça,3934.768854514
1101,16B1101,Alenquer,9859.214667195
1102,16B1102,Arruda dos Vinhos,1512.257280512
1005,16B1005,Bombarral,2275.904245316
1104,16B1104,Cadaval,2680.819724544
1006,16B1006,Caldas da Rainha,24148.435759145
1108,16B1108,Lourinhã,5924.723139485
1011,16B1011,Nazaré,2537.544400727
1012,16B1012,Óbidos,74539.56490625
1014,16B1014,Peniche,1307.65144817
1112,16B1112,Sobral de Monte Agraço,1384.982786378
1113,16B1113,Torres Vedras,14715.756180915
1401,16C1401,Abrantes,11894.34612177
1402,16C1402,Alcanena,2353.772606706
1408,16C1408,Constância,298.584889192
1410,16C1410,Entroncamento,274.418846002
1411,16C1411,Ferreira do Zêzere,1215.283460866
1421,16C1421,Ourém,26194.697008452
1417,16C1417,Sardoal,699.204182964
1418,16C1418,Tomar,19901.252542896
1419,16C1419,Torres Novas,5314.381409072
1420,16C1420,Vila Nova da Barquinha,221.790574166
1115,1711115,Amadora,32.758414102
1105,1711105,Cascais,259.866873663
1106,1711106,Lisboa,31.147344556
1107,1711107,Loures,159131.66077018
1109,1711109,Mafra,29817.951391484
1116,1711116,Odivelas,255.08601145
1110,1711110,Oeiras,4093.940513
1111,1711111,Sintra,3314.562012976
1114,1711114,Vila Franca de Xira,23351.571033392
1502,1721502,Alcochete,1812.45323925
1503,1721503,Almada,82594.3054448
1504,1721504,Barreiro,89.145848212
1506,1721506,Moita,498.357512896
1507,1721507,Montijo,8362.142412372
1508,1721508,Palmela,15878.605605688
1510,1721510,Seixal,1970.491951934
1511,1721511,Sesimbra,95798.17224768
1512,1721512,Setúbal,1558.441274164
1501,1811501,Alcácer do Sal,0
1505,1811505,Grândola,268.296148282
211,1810211,Odemira,0
1509,1811509,Santiago do Cacém,0
1513,1811513,Sines,9813.810613152
1201,1821201,Alter do Chão,0
1202,1821202,Arronches,239.336437994
1203,1821203,Avis,0
1204,1821204,Campo Maior,0
1205,1821205,Castelo de Vide,803.392544275
1206,1821206,Crato,333.754634292
1207,1821207,Elvas,4988.01044469
1208,1821208,Fronteira,0
1209,1821209,Gavião,29.917048083
1210,1821210,Marvão,329.087582802
1211,1821211,Monforte,0
707,1820707,Mora,0
1212,1821212,Nisa,1914.691392025
1213,1821213,Ponte de Sor,378.989203572
1214,1821214,Portalegre,19575.20655936
701,1830701,Alandroal,0
702,1830702,Arraiolos,0
703,1830703,Borba,0
704,1830704,Estremoz,0
705,1830705,Évora,0
706,1830706,Montemor-o-Novo,226.77127485
708,1830708,Mourão,0
709,1830709,Portel,101196.287153746
710,1830710,Redondo,0
711,1830711,Reguengos de Monsaraz,0
1215,1831215,Sousel,418.8387462
712,1830712,Vendas Novas,0
713,1830713,Viana do Alentejo,0
714,1830714,Vila Viçosa,14.719185875
201,1840201,Aljustrel,0
202,1840202,Almodôvar,0
203,1840203,Alvito,23.933640735
204,1840204,Barrancos,0
205,1840205,Beja,71.800967691
206,1840206,Castro Verde,14358.390477754
207,1840207,Cuba,0
208,1840208,Ferreira do Alentejo,0
209,1840209,Mértola,0
210,1840210,Moura,0
212,1840212,Ourique,0
213,1840213,Serpa,0
214,1840214,Vidigueira,93.161704907
1403,1851403,Almeirim,5393.380302228
1404,1851404,Alpiarça,2647.52428726
1103,1851103,Azambuja,6838.254367058
1405,1851405,Benavente,19784.387299464
1406,1851406,Cartaxo,3747.347763996
1407,1851407,Chamusca,18390.104279323
1409,1851409,Coruche,31621.750517175
1412,1851412,Golegã,3479.149867716
1414,1851414,Rio Maior,4954.575877132
1415,1851415,Salvaterra de Magos,4423.55984703
1416,1851416,Santarém,23908.801335768
801,1500801,Albufeira,47665.52444745
802,1500802,Alcoutim,0
803,1500803,Aljezur,1795.023191112
804,1500804,Castro Marim,0
805,1500805,Faro,0
806,1500806,Lagoa,4040.477531507
807,1500807,Lagos,11977.112731452
808,1500808,Loulé,49447.443966592
809,1500809,Monchique,0
810,1500810,Olhão,4697.396184681
811,1500811,Portimão,0
812,1500812,São Brás de Alportel,0
813,1500813,Silves,6332.243466912
814,1500814,Tavira,13598.45342492
815,1500815,Vila do Bispo,479.7498651
816,1500816,Vila Real de Santo António,0
