Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,nha
1601,1111601,Arcos de Valdevez,692.61,2188.97,14.87,0,0,2.77,0,2899.22,0.156901179781362
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0
1603,1111603,Melgaço,0,0,0,0,0,0,0,0,0
1604,1111604,Monção,1482.47,3013.88,0,0,0,16.12,0,4512.47,0.663500955741803
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,2680.68,878.15,471.2,70.29,2.52,16.89,0.62,4120.35,0.465997511875141
1608,1111608,Valença,0,0,0,0,0,0,0,0,0
1609,1111609,Viana do Castelo,8199.36,875.14,2217.23,552.89,0,68.8,5.93,11919.35,1.68519015976248
1610,1111610,Vila Nova de Cerveira,445.31,212.29,239.12,0,0,4.25,0,900.97,0.656205389657684
301,1120301,Amares,0,0,0,0,0,0,0,0,0
302,1120302,Barcelos,9211.47,1355.4,29600.69,12579.74,0,510.759999999999,1.48,53259.54,4.84838780154756
303,1120303,Braga,1544.71,385.78,1418.35,120.05,0,16.05,1.15,3486.09,0.944995933857414
306,1120306,Esposende,2104.01,119.28,17342.03,2239.12,0,346.86,21,22172.3,10.5281576448243
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0
307,1130307,Fafe,0,0,0,0,0,0,0,0,0
308,1130308,Guimarães,0,0,0,0,0,0,0,0,0
309,1130309,Póvoa de Lanhoso,0,0,0,0,0,0,0,0,0
1314,1131314,Santo Tirso,0,0,0,0,0,0,0,0,0
1318,1131318,Trofa,0,0,0,0,0,0,0,0,0
311,1130311,Vieira do Minho,0,0,0,0,0,0,0,0,0
312,1130312,Vila Nova de Famalicão,0,0,0,0,0,0,0,0,0
314,1130314,Vizela,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,0,0,0,0,0,0,0,0
1304,1141304,Gondomar,0,0,0,0,0,0,0,0,0
1306,1141306,Maia,0,0,0,0,0,0,0,0,0
1308,1141308,Matosinhos,0,0,0,0,0,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0,0,0
1313,1141313,Póvoa de Varzim,1352.01,112.95,80526.42,93140.21,0,5071.85,44.63,180248.07,54.1936470234516
1315,1141315,Valongo,0,0,0,0,0,0,0,0,0
1316,1141316,Vila do Conde,0,0,0,0,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,0,0,0,0,0,0,0,0,0
1301,1151301,Amarante,0,0,0,0,0,0,0,0,0
1302,1151302,Baião,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0
106,1150106,Castelo de Paiva,355.65,203.98,123.94,0,0,4.97,0,688.54,0.511545319465082
305,1150305,Celorico de Basto,0,0,0,0,0,0,0,0,0
1804,1151804,Cinfães,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,0,0,0,0,0,0,0,0
1305,1151305,Lousada,0,0,0,0,0,0,0,0,0
1307,1151307,Marco de Canaveses,0,0,0,0,0,0,0,0,0
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0
1309,1151309,Paços de Ferreira,0,0,0,0,0,0,0,0,0
1310,1151310,Paredes,0,0,0,0,0,0,0,0,0
1311,1151311,Penafiel,0,0,0,0,0,0,0,0,0
1813,1151813,Resende,0,0,0,0,0,0,0,0,0
1709,1151709,Ribeira de Pena,0,0,0,0,0,0,0,0,0
104,1160104,Arouca,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azeméis,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
