"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",0,0,0
1602,"1111602","Caminha",0,0,0
1603,"1111603","Melgaço",0,0,0
1604,"1111604","Monção",0,0,0
1605,"1111605","Paredes de Coura",0,0,0
1606,"1111606","Ponte da Barca",0,0,0
1607,"1111607","Ponte de Lima",9023.09,2888.73,6134.36
1608,"1111608","Valença",2555.42,622.02,1933.4
1609,"1111609","Viana do Castelo",9299.27,2060.92,7238.35
1610,"1111610","Vila Nova de Cerveira",0,0,0
301,"1120301","Amares",898.17,549.95,348.22
302,"1120302","Barcelos",328104.75,351919.04,-23814.29
303,"1120303","Braga",22145.46,12898.24,9247.22
306,"1120306","Esposende",22149.98,14819.2,7330.78
310,"1120310","Terras de Bouro",0,0,0
313,"1120313","Vila Verde",5218.08,1895.4,3322.68
307,"1130307","Fafe",0,0,0
308,"1130308","Guimarães",6776.08,1641.46,5134.62
309,"1130309","Póvoa de Lanhoso",0,0,0
1314,"1131314","Santo Tirso",25214.87,16608.15,8606.72
1318,"1131318","Trofa",66916.4,74488.98,-7572.58
311,"1130311","Vieira do Minho",0,0,0
312,"1130312","Vila Nova de Famalicão",187121.68,188580.2,-1458.52
314,"1130314","Vizela",0,0,0
107,"1140107","Espinho",0,0,0
1304,"1141304","Gondomar",3234.26,1414.91,1819.35
1306,"1141306","Maia",36796.88,38934.12,-2137.24
1308,"1141308","Matosinhos",10160.37,10920,-759.63
1312,"1141312","Porto",0,0,0
1313,"1141313","Póvoa de Varzim",521876.25,354983.54,166892.71
1315,"1141315","Valongo",0,0,0
1316,"1141316","Vila do Conde",481871.39,716169.07,-234297.68
1317,"1141317","Vila Nova de Gaia",818.22,344.07,474.15
1301,"1151301","Amarante",2961.04,1098.83,1862.21
1302,"1151302","Baião",0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0
106,"1150106","Castelo de Paiva",0,0,0
305,"1150305","Celorico de Basto",3494.4,820.44,2673.96
1804,"1151804","Cinfães",0,0,0
1303,"1151303","Felgueiras",13471.78,9256.39,4215.39
1305,"1151305","Lousada",0,0,0
1307,"1151307","Marco de Canaveses",3084.56,504.63,2579.93
1705,"1151705","Mondim de Basto",4403.82,235.56,4168.26
1309,"1151309","Paços de Ferreira",8234.52,3746.11,4488.41
1310,"1151310","Paredes",969.56,458.92,510.64
1311,"1151311","Penafiel",5194.04,3516.3,1677.74
1813,"1151813","Resende",0,0,0
1709,"1151709","Ribeira de Pena",0,0,0
104,"1160104","Arouca",371.93,274.19,97.74
