"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",6,20
1602,"1111602","Caminha",0,2
1603,"1111603","Melgaço",0,9
1604,"1111604","Monção",0,4
1605,"1111605","Paredes de Coura",0,4
1606,"1111606","Ponte da Barca",0,9
1607,"1111607","Ponte de Lima",0,21
1608,"1111608","Valença",0,3
1609,"1111609","Viana do Castelo",0,6
1610,"1111610","Vila Nova de Cerveira",0,4
301,"1120301","Amares",0,3
302,"1120302","Barcelos",0,7
303,"1120303","Braga",0,2
306,"1120306","Esposende",0,1
310,"1120310","Terras de Bouro",5,5
313,"1120313","Vila Verde",20,7
307,"1130307","Fafe",0,3
308,"1130308","Guimarães",0,1
309,"1130309","Póvoa de Lanhoso",0,3
1314,"1131314","Santo Tirso",0,2
1318,"1131318","Trofa",0,1
311,"1130311","Vieira do Minho",0,3
312,"1130312","Vila Nova de Famalicão",3,2
314,"1130314","Vizela",0,0
107,"1140107","Espinho",0,0
1304,"1141304","Gondomar",0,1
1306,"1141306","Maia",0,1
1308,"1141308","Matosinhos",0,0
1312,"1141312","Porto",0,0
1313,"1141313","Póvoa de Varzim",11,1
1315,"1141315","Valongo",0,0
1316,"1141316","Vila do Conde",0,1
1317,"1141317","Vila Nova de Gaia",0,1
1301,"1151301","Amarante",0,12
1302,"1151302","Baião",0,10
304,"1150304","Cabeceiras de Basto",0,6
106,"1150106","Castelo de Paiva",0,4
305,"1150305","Celorico de Basto",0,6
1804,"1151804","Cinfães",0,16
1303,"1151303","Felgueiras",0,1
1305,"1151305","Lousada",0,1
1307,"1151307","Marco de Canaveses",1,3
1705,"1151705","Mondim de Basto",0,29
1309,"1151309","Paços de Ferreira",0,2
1310,"1151310","Paredes",0,2
1311,"1151311","Penafiel",0,2
1813,"1151813","Resende",0,1
1709,"1151709","Ribeira de Pena",0,26
104,"1160104","Arouca",0,14
113,"1160113","Oliveira de Azeméis",8,6
109,"1160109","Santa Maria da Feira",0,1
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,13
1701,"1171701","Alijó",18,1
1801,"1171801","Armamar",3,0
403,"1170403","Carrazeda de Ansiães",10,1
404,"1170404","Freixo de Espada à Cinta",10,0
1805,"1171805","Lamego",2,2
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",7,4
1812,"1171812","Penedono",7,1
1708,"1171708","Peso da Régua",2,0
1710,"1171710","Sabrosa",1,1
1711,"1171711","Santa Marta de Penaguião",0,0
1815,"1171815","São João da Pesqueira",15,2
1818,"1171818","Sernancelhe",21,2
1819,"1171819","Tabuaço",0,0
1820,"1171820","Tarouca",8,1
409,"1170409","Torre de Moncorvo",23,1
410,"1170410","Vila Flor",19,2
914,"1170914","Vila Nova de Foz Côa",10,1
1714,"1171714","Vila Real",8,9
401,"1180401","Alfândega da Fé",22,3
1702,"1181702","Boticas",3,7
402,"1180402","Bragança",14,21
1703,"1181703","Chaves",3,8
405,"1180405","Macedo de Cavaleiros",37,17
406,"1180406","Miranda do Douro",1,4
407,"1180407","Mirandela",37,12
408,"1180408","Mogadouro",25,31
1706,"1181706","Montalegre",13,21
1707,"1181707","Murça",22,6
1712,"1181712","Valpaços",20,12
1713,"1181713","Vila Pouca de Aguiar",6,20
411,"1180411","Vimioso",23,8
412,"1180412","Vinhais",0,5
101,"1610101","Águeda",1,6
102,"1610102","Albergaria-a-Velha",3,1
103,"1610103","Anadia",1,5
105,"1610105","Aveiro",1,4
108,"1610108","Estarreja",3,4
110,"1610110","Ílhavo",0,1
111,"1610111","Mealhada",2,5
112,"1610112","Murtosa",0,1
114,"1610114","Oliveira do Bairro",0,1
115,"1610115","Ovar",0,1
117,"1610117","Sever do Vouga",0,8
118,"1610118","Vagos",2,2
602,"1620602","Cantanhede",6,9
603,"1620603","Coimbra",6,17
604,"1620604","Condeixa-a-Nova",25,13
605,"1620605","Figueira da Foz",3,2
608,"1620608","Mira",1,1
610,"1620610","Montemor-o-Velho",5,7
613,"1620613","Penacova",5,13
615,"1620615","Soure",27,8
1004,"1631004","Batalha",4,2
1009,"1631009","Leiria",14,6
1010,"1631010","Marinha Grande",0,0
1015,"1631015","Pombal",17,11
1016,"1631016","Porto de Mós",36,11
1002,"1641002","Alvaiázere",24,5
1003,"1641003","Ansião",28,6
601,"1640601","Arganil",13,16
1007,"1641007","Castanheira de Pêra",2,2
1008,"1641008","Figueiró dos Vinhos",0,3
606,"1640606","Góis",8,7
607,"1640607","Lousã",5,5
609,"1640609","Miranda do Corvo",7,4
611,"1640611","Oliveira do Hospital",17,7
612,"1640612","Pampilhosa da Serra",6,5
1013,"1641013","Pedrógão Grande",5,1
614,"1640614","Penela",16,3
616,"1640616","Tábua",17,7
617,"1640617","Vila Nova de Poiares",3,2
901,"1650901","Aguiar da Beira",1,4
1802,"1651802","Carregal do Sal",9,3
1803,"1651803","Castro Daire",34,18
1806,"1651806","Mangualde",11,3
1808,"1651808","Mortágua",1,3
1809,"1651809","Nelas",7,1
1810,"1651810","Oliveira de Frades",2,17
1811,"1651811","Penalva do Castelo",5,1
1814,"1651814","Santa Comba Dão",5,2
1816,"1651816","São Pedro do Sul",10,34
1817,"1651817","Sátão",6,6
1821,"1651821","Tondela",5,14
1822,"1651822","Vila Nova de Paiva",15,9
1823,"1651823","Viseu",8,8
1824,"1651824","Vouzela",0,10
1413,"1661413","Mação",28,6
506,"1660506","Oleiros",49,8
508,"1660508","Proença-a-Nova",122,20
509,"1660509","Sertã",82,18
510,"1660510","Vila de Rei",10,1
905,"1670905","Fornos de Algodres",11,3
906,"1670906","Gouveia",34,12
912,"1670912","Seia",37,6
902,"1680902","Almeida",4,1
903,"1680903","Celorico da Beira",22,4
904,"1680904","Figueira de Castelo Rodrigo",5,1
907,"1680907","Guarda",84,20
908,"1680908","Manteigas",7,1
909,"1680909","Mêda",8,2
910,"1680910","Pinhel",29,4
911,"1680911","Sabugal",21,11
913,"1680913","Trancoso",24,3
502,"1690502","Castelo Branco",144,28
505,"1690505","Idanha-a-Nova",61,10
507,"1690507","Penamacor",51,11
511,"1690511","Vila Velha de Ródão",30,6
501,"16A0501","Belmonte",11,2
503,"16A0503","Covilhã",79,8
504,"16A0504","Fundão",116,21
1001,"16B1001","Alcobaça",7,5
1101,"16B1101","Alenquer",21,4
1102,"16B1102","Arruda dos Vinhos",3,2
1005,"16B1005","Bombarral",0,0
1104,"16B1104","Cadaval",27,3
1006,"16B1006","Caldas da Rainha",11,9
1108,"16B1108","Lourinhã",52,4
1011,"16B1011","Nazaré",1,0
1012,"16B1012","Óbidos",12,3
1014,"16B1014","Peniche",31,3
1112,"16B1112","Sobral de Monte Agraço",0,1
1113,"16B1113","Torres Vedras",53,4
1401,"16C1401","Abrantes",21,9
1402,"16C1402","Alcanena",34,2
1408,"16C1408","Constância",0,0
1410,"16C1410","Entroncamento",0,0
1411,"16C1411","Ferreira do Zêzere",22,4
1421,"16C1421","Ourém",28,11
1417,"16C1417","Sardoal",0,1
1418,"16C1418","Tomar",20,5
1419,"16C1419","Torres Novas",24,8
1420,"16C1420","Vila Nova da Barquinha",1,0
1115,"1711115","Amadora",0,0
1105,"1711105","Cascais",0,2
1106,"1711106","Lisboa",0,0
1107,"1711107","Loures",14,3
1109,"1711109","Mafra",10,6
1116,"1711116","Odivelas",0,0
1110,"1711110","Oeiras",0,0
1111,"1711111","Sintra",6,3
1114,"1711114","Vila Franca de Xira",1,3
1502,"1721502","Alcochete",0,0
1503,"1721503","Almada",2,1
1504,"1721504","Barreiro",0,1
1506,"1721506","Moita",5,1
1507,"1721507","Montijo",1,1
1508,"1721508","Palmela",21,5
1510,"1721510","Seixal",4,1
1511,"1721511","Sesimbra",2,1
1512,"1721512","Setúbal",14,3
1501,"1811501","Alcácer do Sal",0,2
1505,"1811505","Grândola",2,5
211,"1810211","Odemira",19,32
1509,"1811509","Santiago do Cacém",2,10
1513,"1811513","Sines",0,6
1201,"1821201","Alter do Chão",6,3
1202,"1821202","Arronches",3,1
1203,"1821203","Avis",6,2
1204,"1821204","Campo Maior",0,0
1205,"1821205","Castelo de Vide",4,3
1206,"1821206","Crato",23,4
1207,"1821207","Elvas",0,2
1208,"1821208","Fronteira",2,3
1209,"1821209","Gavião",11,5
1210,"1821210","Marvão",3,6
1211,"1821211","Monforte",6,1
707,"1820707","Mora",0,1
1212,"1821212","Nisa",21,9
1213,"1821213","Ponte de Sor",21,11
1214,"1821214","Portalegre",29,20
701,"1830701","Alandroal",106,19
702,"1830702","Arraiolos",29,9
703,"1830703","Borba",0,1
704,"1830704","Estremoz",10,5
705,"1830705","Évora",5,5
706,"1830706","Montemor-o-Novo",2,4
708,"1830708","Mourão",35,3
709,"1830709","Portel",15,19
710,"1830710","Redondo",8,4
711,"1830711","Reguengos de Monsaraz",31,8
1215,"1831215","Sousel",0,0
712,"1830712","Vendas Novas",0,1
713,"1830713","Viana do Alentejo",56,13
714,"1830714","Vila Viçosa",31,6
201,"1840201","Aljustrel",10,7
202,"1840202","Almodôvar",18,10
203,"1840203","Alvito",0,1
204,"1840204","Barrancos",0,1
205,"1840205","Beja",52,22
206,"1840206","Castro Verde",6,3
207,"1840207","Cuba",20,8
208,"1840208","Ferreira do Alentejo",0,2
209,"1840209","Mértola",132,22
210,"1840210","Moura",101,18
212,"1840212","Ourique",13,15
213,"1840213","Serpa",58,14
214,"1840214","Vidigueira",29,5
1403,"1851403","Almeirim",0,0
1404,"1851404","Alpiarça",0,5
1103,"1851103","Azambuja",19,2
1405,"1851405","Benavente",53,2
1406,"1851406","Cartaxo",3,1
1407,"1851407","Chamusca",15,1
1409,"1851409","Coruche",33,16
1412,"1851412","Golegã",0,0
1414,"1851414","Rio Maior",46,7
1415,"1851415","Salvaterra de Magos",0,0
1416,"1851416","Santarém",97,10
801,"1500801","Albufeira",0,1
802,"1500802","Alcoutim",42,4
803,"1500803","Aljezur",0,6
804,"1500804","Castro Marim",74,11
805,"1500805","Faro",2,0
806,"1500806","Lagoa",4,0
807,"1500807","Lagos",1,1
808,"1500808","Loulé",8,5
809,"1500809","Monchique",0,5
810,"1500810","Olhão",0,0
811,"1500811","Portimão",0,1
812,"1500812","São Brás de Alportel",4,0
813,"1500813","Silves",7,9
814,"1500814","Tavira",13,6
815,"1500815","Vila do Bispo",5,3
816,"1500816","Vila Real de Santo António",4,0
