Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,nha
1601,1111601,Arcos de Valdevez,1616.09,4377.94,44.62,0,0,24.88,0,6063.53,0.328148609156835
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0
1603,1111603,Melga�o,0,0,0,0,0,0,0,0,0
1604,1111604,Mon��o,3459.09,6027.77,0,0,0,145.05,0,9631.91,1.4162490810175
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,6254.93,1756.3,1413.59,164.01,14.3,151.97,3.47,9758.57,1.10366093643972
1608,1111608,Valen�a,0,0,0,0,0,0,0,0,0
1609,1111609,Viana do Castelo,19131.83,1750.27,6651.69,1290.08,0,619.23,33.57,29476.67,4.16749187049343
1610,1111610,Vila Nova de Cerveira,1039.06,424.58,717.35,0,0,38.21,0,2219.2,1.6163146394756
301,1120301,Amares,0,0,0,0,0,0,0,0,0
302,1120302,Barcelos,21493.42,2710.8,88802.07,29352.71,0,4596.85,8.39,146964.24,13.3786290395995
303,1120303,Braga,3604.32,771.56,4255.06,280.12,0,144.48,6.48,9062.02,2.45649769585254
306,1120306,Esposende,4909.37,238.55,52026.09,5224.64,0,3121.79,118.96,65639.4,31.1678062678063
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0
307,1130307,Fafe,0,0,0,0,0,0,0,0,0
308,1130308,Guimar�es,0,0,0,0,0,0,0,0,0
309,1130309,P�voa de Lanhoso,0,0,0,0,0,0,0,0,0
1314,1131314,Santo Tirso,0,0,0,0,0,0,0,0,0
1318,1131318,Trofa,0,0,0,0,0,0,0,0,0
311,1130311,Vieira do Minho,0,0,0,0,0,0,0,0,0
312,1130312,Vila Nova de Famalic�o,0,0,0,0,0,0,0,0,0
314,1130314,Vizela,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,0,0,0,0,0,0,0,0
1304,1141304,Gondomar,0,0,0,0,0,0,0,0,0
1306,1141306,Maia,0,0,0,0,0,0,0,0,0
1308,1141308,Matosinhos,0,0,0,0,0,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0,0,0
1313,1141313,P�voa de Varzim,3154.69,225.9,241579.27,217327.17,0,45646.64,252.85,508186.52,152.792098616957
1315,1141315,Valongo,0,0,0,0,0,0,0,0,0
1316,1141316,Vila do Conde,0,0,0,0,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,0,0,0,0,0,0,0,0,0
1301,1151301,Amarante,0,0,0,0,0,0,0,0,0
1302,1151302,Bai�o,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0
106,1150106,Castelo de Paiva,829.85,407.98,371.82,0,0,44.78,0,1654.43,1.2291456166419
305,1150305,Celorico de Basto,0,0,0,0,0,0,0,0,0
1804,1151804,Cinf�es,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,0,0,0,0,0,0,0,0
1305,1151305,Lousada,0,0,0,0,0,0,0,0,0
1307,1151307,Marco de Canaveses,0,0,0,0,0,0,0,0,0
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0
1309,1151309,Pa�os de Ferreira,0,0,0,0,0,0,0,0,0
1310,1151310,Paredes,0,0,0,0,0,0,0,0,0
1311,1151311,Penafiel,0,0,0,0,0,0,0,0,0
1813,1151813,Resende,0,0,0,0,0,0,0,0,0
1709,1151709,Ribeira de Pena,0,0,0,0,0,0,0,0,0
104,1160104,Arouca,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azem�is,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
116,1160116,S�o Jo�o da Madeira,0,0,0,0,0,0,0,0,
119,1160119,Vale de Cambra,0,0,0,0,0,0,0,0,0
1701,1171701,Alij�,0,0,0,0,0,0,0,0,0
1801,1171801,Armamar,0,0,0,0,0,0,0,0,0
403,1170403,Carrazeda de Ansi�es,0,0,0,0,0,0,0,0,0
404,1170404,Freixo de Espada � Cinta,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0,0,0,0
1704,1171704,Mes�o Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da R�gua,0,0,0,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0,0,0,0
1711,1171711,Santa Marta de Penagui�o,0,0,0,0,0,0,0,0,0
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,278.94,81.32,67.9,0.73,0,231.45,0,660.34,0.161452322738386
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,4.65,221.38,207.53,0,0,971.96,1.18,1406.7,0.119607176260522
1702,1181702,Boticas,1095.29,8286.01,15.76,0,0,0,0,9397.06,0.678635083411569
402,1180402,Bragan�a,4608.34,41607.17,11688.46,0,254.89,221.74,0,58380.6,1.62028808525992
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,266.77,1165.64,208.91,47.05,0,750.5,9.51,2448.38,0.098589836514456
408,1180408,Mogadouro,192.49,311.44,298.65,40.86,0,395.38,0,1238.82,0.0377723572277952
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,789.46,794.54,29.75,0,0,564.14,0,2177.89,0.458310185185185
1712,1181712,Valpa�os,1356.52,1081.31,214.01,0,19.71,394.22,0,3065.77,0.139594299244149
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,6424.76,5810.7,14282.59,3448.47,0,360.83,0,30327.35,15.9366001050972
102,1610102,Albergaria-a-Velha,1472.19,0,10105.59,1604.1,0,26.45,0,13208.33,6.28070851165002
103,1610103,Anadia,361.3,83.13,1677.85,357.09,0,14.43,4.44,2498.24,0.724968078932095
105,1610105,Aveiro,2025.38,86.12,14191.19,6170.16,0,1425.88,1306.15,25204.88,10.3980528052805
108,1610108,Estarreja,3458.65,14532.15,211732.9,48397.03,0,4616.49,0,282737.22,89.1072234478412
110,1610110,�lhavo,379.53,38.25,4287.41,3217.22,0,897.3,0,8819.71,10.7295742092457
111,1610111,Mealhada,2016.74,251.34,3910.26,1350.11,0,24.69,0,7553.14,4.4222131147541
112,1610112,Murtosa,21.99,0,16706.12,12019.88,0,10895.11,0,39643.1,27.5874043145442
114,1610114,Oliveira do Bairro,4913.35,10562.04,22401.9,520.47,346.69,9775.23,26.1,48545.78,27.2882405845981
115,1610115,Ovar,4492.69,38.93,36134.38,2113.86,0,4355.38,0,47135.24,28.1740824865511
117,1610117,Sever do Vouga,13112.69,4479.54,4130.19,0,0,369.49,116.33,22208.24,34.271975308642
118,1610118,Vagos,320.33,50.77,19021.71,2522.75,0,3281.86,376.77,25574.19,10.18486260454
602,1620602,Cantanhede,2322.6,821.72,40455.56,1330.1,0,3953.06,529.68,49412.72,8.55631515151515
603,1620603,Coimbra,49583.81,28667.11,11660.63,4219.35,6996.18,3442.43,164.08,104733.59,20.1721090138675
604,1620604,Condeixa-a-Nova,9774.05,4096.2,5388.99,341.72,3717.64,152.25,0,23470.85,12.3271271008403
605,1620605,Figueira da Foz,7406.13,158779.15,34902.25,2121.5,5888.92,3770.86,84.97,212953.78,38.6556144490833
608,1620608,Mira,442.76,753,11918.58,2230.15,2207.99,899.69,112.66,18564.83,17.3341083099907
610,1620610,Montemor-o-Velho,5631.4,7286.03,4012.59,346.8,525.17,180.99,0,17982.98,2.12891914289097
613,1620613,Penacova,1792.97,137.05,725.8,25.82,0,63.93,0,2745.57,3.46225725094578
615,1620615,Soure,74294.03,250916.17,48072.62,13881.31,0,1685.38,106.8,388956.31,79.4112515312373
1004,1631004,Batalha,1552.11,1126.25,2354.06,181.6,0,6085.66,52.65,11352.33,11.4902125506073
1009,1631009,Leiria,2481.69,528.61,1079.51,211.84,504.31,537.54,30.11,5373.61,1.10341067761807
1010,1631010,Marinha Grande,234.27,32.91,174.97,0,0,51.47,0,493.62,3.20532467532468
1015,1631015,Pombal,15571.01,15501.26,19979.55,1846.51,715.56,1809.19,288.64,55711.72,13.5617624148004
1016,1631016,Porto de M�s,27.67,135.54,103.15,0,0,1583.94,28.16,1878.46,0.560734328358209
1002,1641002,Alvai�zere,59.77,54.22,195.51,4.1,0,47.65,0,361.25,0.252093510118632
1003,1641003,Ansi�o,398.49,379.51,2388.66,0,0,85.58,0,3252.24,1.36076987447699
601,1640601,Arganil,4998.36,513.24,15813.91,969.63,0,460.68,0,22755.82,16.3007306590258
1007,1641007,Castanheira de P�ra,134.55,0,103.1,0,0,16,0,253.65,2.81833333333333
1008,1641008,Figueir� dos Vinhos,692.7,33.66,744.4,25.44,0,0,0,1496.2,3.91675392670157
606,1640606,G�is,201.99,10.18,55.73,0,0,0,0,267.9,1.57588235294118
607,1640607,Lous�,462.86,19.68,534.15,0,0,94.2,0,1110.89,2.70948780487805
609,1640609,Miranda do Corvo,3420.91,797.88,3919.4,0,0,1774.71,0,9912.9,14.3457308248915
611,1640611,Oliveira do Hospital,2972.28,944.56,8245.58,152.96,0,305.74,0,12621.12,4.24524722502523
612,1640612,Pampilhosa da Serra,88.66,67.02,35.38,0,0,7.03,0,198.09,0.44816742081448
1013,1641013,Pedr�g�o Grande,209.29,16.75,263.87,0,0,0,11.36,501.27,1.02719262295082
614,1640614,Penela,930.91,262.04,2374.95,2130.42,0,31.78,0,5730.1,5.06640141467728
616,1640616,T�bua,1031.85,439.6,3944.43,214.32,0,240.9,0,5871.1,2.74992974238876
617,1640617,Vila Nova de Poiares,117.76,26.71,120.63,0,0,9.34,13.51,287.95,1.10325670498084
901,1650901,Aguiar da Beira,3322.23,3439.29,12499.15,0,0,3218.78,0,22479.45,7.49564854951651
1802,1651802,Carregal do Sal,451.62,76.81,1445.48,0,0,214.69,9.58,2198.18,1.56009936124911
1803,1651803,Castro Daire,1503.18,1764.28,202.97,0,0,12.59,0.75,3483.77,1.1296271076524
1806,1651806,Mangualde,562.31,639.3,2219.28,2.47,0,199.58,0,3622.94,0.964317274421081
1808,1651808,Mort�gua,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,498.11,343.37,1546.63,78.08,0,356.89,0,2823.08,1.01953051643192
1810,1651810,Oliveira de Frades,1139.56,311.74,504.68,7.42,0,1.18,0,1964.58,1.31939556749496
1811,1651811,Penalva do Castelo,725.58,150.6,364.88,13.68,0,232.72,0,1487.46,0.57653488372093
1814,1651814,Santa Comba D�o,949.15,912.37,1319.02,29.64,0,62.95,0,3273.13,2.65676136363636
1816,1651816,S�o Pedro do Sul,6261.15,3246.6,1583.53,109.33,0,243.24,5.97,11449.82,3.02425250924459
1817,1651817,S�t�o,961.9,571.53,308.46,15.11,0,47.65,0,1904.65,0.689840637450199
1821,1651821,Tondela,14186.16,6695.68,12873.9,86.68,0,1189.69,0,35032.11,8.35889047959914
1822,1651822,Vila Nova de Paiva,3937.14,7866.97,771.74,0,0,0,0,12575.85,7.8500936329588
1823,1651823,Viseu,0,0,0,0,0,0,0,0,0
1824,1651824,Vouzela,3912.65,3415.61,3151.87,33.4,0,640.92,0,11154.45,5.52747770069376
1413,1661413,Ma��o,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,1733.42,349.39,1208.37,0,0,252.49,0,3543.67,2.97038558256496
508,1660508,Proen�a-a-Nova,0,0,0,0,0,0,0,0,0
509,1660509,Sert�,274.74,87.05,396.62,34.82,0,27.6,25.58,846.41,0.343650020300447
510,1660510,Vila de Rei,50.48,111.59,22.66,0,0,39.82,0,224.55,0.660441176470588
905,1670905,Fornos de Algodres,562.31,150.6,1611.9,20.44,0,47.29,0,2392.54,0.844525238263325
