Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,nha
1601,1111601,Arcos de Valdevez,1616.09,4377.94,44.62,0,0,24.88,0,6063.53,0.328148609156835
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0
1603,1111603,Melga�o,0,0,0,0,0,0,0,0,0
1604,1111604,Mon��o,3459.09,6027.77,0,0,0,145.05,0,9631.91,1.4162490810175
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,6254.93,1756.3,1413.59,164.01,14.3,151.97,3.47,9755.1,1.10326849129156
1608,1111608,Valen�a,0,0,0,0,0,0,0,0,0
1609,1111609,Viana do Castelo,19131.83,1750.27,6651.69,1290.08,0,619.23,33.57,29443.1,4.16274565248127
1610,1111610,Vila Nova de Cerveira,1039.06,424.58,717.35,0,0,38.21,0,2219.2,1.6163146394756
301,1120301,Amares,0,0,0,0,0,0,0,0,0
302,1120302,Barcelos,21493.42,2710.8,88802.07,29352.71,0,4596.85,8.39,146955.85,13.3778652708239
303,1120303,Braga,3604.32,771.56,4255.06,280.12,0,144.48,6.48,9055.54,2.45474112225535
306,1120306,Esposende,4909.37,238.55,52026.09,5224.64,0,3121.79,118.96,65520.44,31.1113200379867
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0
307,1130307,Fafe,0,0,0,0,0,0,0,0,0
308,1130308,Guimar�es,0,0,0,0,0,0,0,0,0
309,1130309,P�voa de Lanhoso,0,0,0,0,0,0,0,0,0
1314,1131314,Santo Tirso,0,0,0,0,0,0,0,0,0
1318,1131318,Trofa,0,0,0,0,0,0,0,0,0
311,1130311,Vieira do Minho,0,0,0,0,0,0,0,0,0
312,1130312,Vila Nova de Famalic�o,0,0,0,0,0,0,0,0,0
314,1130314,Vizela,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,0,0,0,0,0,0,0,0
1304,1141304,Gondomar,0,0,0,0,0,0,0,0,0
1306,1141306,Maia,0,0,0,0,0,0,0,0,0
1308,1141308,Matosinhos,0,0,0,0,0,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0,0,0
1313,1141313,P�voa de Varzim,3154.69,225.9,241579.27,217327.17,0,45646.64,252.85,507933.67,152.71607636801
1315,1141315,Valongo,0,0,0,0,0,0,0,0,0
1316,1141316,Vila do Conde,0,0,0,0,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,0,0,0,0,0,0,0,0,0
1301,1151301,Amarante,0,0,0,0,0,0,0,0,0
1302,1151302,Bai�o,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0
106,1150106,Castelo de Paiva,829.85,407.98,371.82,0,0,44.78,0,1654.43,1.2291456166419
305,1150305,Celorico de Basto,0,0,0,0,0,0,0,0,0
1804,1151804,Cinf�es,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,0,0,0,0,0,0,0,0
1305,1151305,Lousada,0,0,0,0,0,0,0,0,0
1307,1151307,Marco de Canaveses,0,0,0,0,0,0,0,0,0
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0
1309,1151309,Pa�os de Ferreira,0,0,0,0,0,0,0,0,0
1310,1151310,Paredes,0,0,0,0,0,0,0,0,0
1311,1151311,Penafiel,0,0,0,0,0,0,0,0,0
1813,1151813,Resende,0,0,0,0,0,0,0,0,0
1709,1151709,Ribeira de Pena,0,0,0,0,0,0,0,0,0
104,1160104,Arouca,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azem�is,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
116,1160116,S�o Jo�o da Madeira,0,0,0,0,0,0,0,0,
119,1160119,Vale de Cambra,0,0,0,0,0,0,0,0,0
1701,1171701,Alij�,0,0,0,0,0,0,0,0,0
1801,1171801,Armamar,0,0,0,0,0,0,0,0,0
403,1170403,Carrazeda de Ansi�es,0,0,0,0,0,0,0,0,0
404,1170404,Freixo de Espada � Cinta,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0,0,0,0
1704,1171704,Mes�o Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da R�gua,0,0,0,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0,0,0,0
1711,1171711,Santa Marta de Penagui�o,0,0,0,0,0,0,0,0,0
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,278.94,81.32,67.9,0.73,0,231.45,0,660.34,0.161452322738386
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,0,0,0,0,0,0,0,0,0
1702,1181702,Boticas,0,0,0,0,0,0,0,0,0
402,1180402,Bragan�a,0,0,0,0,0,0,0,0,0
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,266.77,1165.64,208.91,47.05,0,750.5,9.51,2438.87,0.0982068937746638
408,1180408,Mogadouro,0,0,0,0,0,0,0,0,0
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,551.49,555.04,20.78,0,0,394.09,0,1521.4,0.320159932659933
1712,1181712,Valpa�os,0,0,0,0,0,0,0,0,0
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,6244.48,5647.65,13881.83,3351.71,0,350.71,0,29476.38,15.4894272201787
102,1610102,Albergaria-a-Velha,1472.19,0,10105.59,1604.1,0,26.45,0,13208.33,6.28070851165002
103,1610103,Anadia,361.3,83.13,1677.85,357.09,0,14.43,4.44,2493.8,0.723679628554846
105,1610105,Aveiro,1978.62,84.13,13863.59,6027.72,0,1392.96,1276,23347.02,9.63160891089109
108,1610108,Estarreja,3458.65,14532.15,211732.9,48397.03,0,4616.49,0,282737.22,89.1072234478412
110,1610110,�lhavo,327.26,32.98,3696.92,2774.12,0,773.72,0,7605,9.25182481751825
111,1610111,Mealhada,1672.49,208.44,3242.8,1119.65,0,20.47,0,6263.85,3.66735948477752
112,1610112,Murtosa,21.72,0,16499.54,11871.24,0,10760.38,0,39152.88,27.2462630480167
114,1610114,Oliveira do Bairro,4827.01,10376.44,22008.25,511.32,340.6,9603.46,25.64,47667.08,26.794311410905
115,1610115,Ovar,4450.98,38.57,35798.92,2094.24,0,4314.95,0,46697.66,27.91252839211
117,1610117,Sever do Vouga,12785.13,4367.64,4027.02,0,0,360.26,113.42,21540.05,33.2408179012346
118,1610118,Vagos,318.85,50.54,18933.7,2511.08,0,3266.67,375.03,25080.84,9.98838709677419
602,1620602,Cantanhede,2287.87,809.43,39850.54,1310.21,0,3893.94,521.76,48151.99,8.33800692640693
603,1620603,Coimbra,48666.69,28136.87,11444.95,4141.31,6866.77,3378.75,161.05,102635.34,19.7679776579353
604,1620604,Condeixa-a-Nova,9538.6,3997.53,5259.17,333.49,3628.09,148.58,0,22905.46,12.0301785714286
605,1620605,Figueira da Foz,7328.98,157125.2,34538.68,2099.4,5827.58,3731.58,84.08,210651.42,38.2376874205845
608,1620608,Mira,442.76,753,11918.58,2230.15,2207.99,899.69,112.66,18452.17,17.2289169000934
610,1620610,Montemor-o-Velho,5631.4,7286.03,4012.59,346.8,525.17,180.99,0,17982.98,2.12891914289097
613,1620613,Penacova,1792.97,137.05,725.8,25.82,0,63.93,0,2745.57,3.46225725094578
615,1620615,Soure,74294.03,250916.17,48072.62,13881.31,0,1685.38,106.8,388849.51,79.3894467129441
1004,1631004,Batalha,1405.47,1019.84,2131.65,164.44,0,5510.69,47.68,10232.09,10.3563663967611
1009,1631009,Leiria,2481.69,528.61,1079.51,211.84,504.31,537.54,30.11,5343.5,1.09722792607803
1010,1631010,Marinha Grande,221.84,31.16,165.69,0,0,48.74,0,467.43,3.03525974025974
1015,1631015,Pombal,15571.01,15501.26,19979.55,1846.51,715.56,1809.19,288.64,55423.08,13.4914995131451
1016,1631016,Porto de M�s,27.67,135.54,103.15,0,0,1583.94,28.16,1850.3,0.552328358208955
1002,1641002,Alvai�zere,59.77,54.22,195.51,4.1,0,47.65,0,361.25,0.252093510118632
1003,1641003,Ansi�o,398.49,379.51,2388.66,0,0,85.58,0,3252.24,1.36076987447699
601,1640601,Arganil,4998.36,513.24,15813.91,969.63,0,460.68,0,22755.82,16.3007306590258
1007,1641007,Castanheira de P�ra,130.24,0,99.8,0,0,15.49,0,245.53,2.72811111111111
1008,1641008,Figueir� dos Vinhos,655.74,31.86,704.68,24.08,0,0,0,1416.36,3.70774869109948
606,1640606,G�is,175.18,8.83,48.33,0,0,0,0,232.34,1.36670588235294
607,1640607,Lous�,183.92,7.82,212.25,0,0,37.43,0,441.42,1.07663414634146
609,1640609,Miranda do Corvo,3420.91,797.88,3919.4,0,0,1774.71,0,9912.9,14.3457308248915
611,1640611,Oliveira do Hospital,2488.62,790.86,6903.83,128.07,0,255.99,0,10567.37,3.5544466868483
612,1640612,Pampilhosa da Serra,88.66,67.02,35.38,0,0,7.03,0,198.09,0.44816742081448
1013,1641013,Pedr�g�o Grande,175,14.01,220.63,0,0,0,9.5,409.64,0.839426229508197
614,1640614,Penela,930.91,262.04,2374.95,2130.42,0,31.78,0,5730.1,5.06640141467728
616,1640616,T�bua,640.63,272.93,2448.93,133.06,0,149.56,0,3645.11,1.70731147540984
617,1640617,Vila Nova de Poiares,109.71,24.88,112.38,0,0,8.7,12.59,255.67,0.979578544061303
901,1650901,Aguiar da Beira,3290.81,3406.76,12380.93,0,0,3188.34,0,22266.84,7.4247549183061
1802,1651802,Carregal do Sal,451.62,76.81,1445.48,0,0,214.69,9.58,2188.6,1.55330021291696
1803,1651803,Castro Daire,1503.18,1764.28,202.97,0,0,12.59,0.75,3483.02,1.12938391699092
1806,1651806,Mangualde,562.31,639.3,2219.28,2.47,0,199.58,0,3622.94,0.964317274421081
1808,1651808,Mort�gua,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,498.11,343.37,1546.63,78.08,0,356.89,0,2823.08,1.01953051643192
1810,1651810,Oliveira de Frades,1139.56,311.74,504.68,7.42,0,1.18,0,1964.58,1.31939556749496
1811,1651811,Penalva do Castelo,725.58,150.6,364.88,13.68,0,232.72,0,1487.46,0.57653488372093
1814,1651814,Santa Comba D�o,869.05,835.37,1207.7,27.14,0,57.64,0,2996.9,2.4325487012987
1816,1651816,S�o Pedro do Sul,6261.15,3246.6,1583.53,109.33,0,243.24,5.97,11443.85,3.02267564712097
1817,1651817,S�t�o,961.9,571.53,308.46,15.11,0,47.65,0,1904.65,0.689840637450199
1821,1651821,Tondela,14186.16,6695.68,12873.9,86.68,0,1189.69,0,35032.11,8.35889047959914
1822,1651822,Vila Nova de Paiva,0,0,0,0,0,0,0,0,0
1823,1651823,Viseu,0,0,0,0,0,0,0,0,0
1824,1651824,Vouzela,3912.65,3415.61,3151.87,33.4,0,640.92,0,11154.45,5.52747770069376
1413,1661413,Ma��o,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,1733.42,349.39,1208.37,0,0,252.49,0,3543.67,2.97038558256496
508,1660508,Proen�a-a-Nova,0,0,0,0,0,0,0,0,0
509,1660509,Sert�,274.74,87.05,396.62,34.82,0,27.6,25.58,820.83,0.33326431181486
510,1660510,Vila de Rei,50.48,111.59,22.66,0,0,39.82,0,224.55,0.660441176470588
905,1670905,Fornos de Algodres,562.31,150.6,1611.9,20.44,0,47.29,0,2392.54,0.844525238263325
906,1670906,Gouveia,4942.35,19514.75,10299.77,0,0,2601.42,38.81,37358.29,5.61947803850782
912,1670912,Seia,3092.71,7848.14,14740.68,13.61,0,1347.42,22.47,27042.56,4.97654766286345
