"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",21.54
1602,"1111602","Caminha",21.5
1603,"1111603","Melgaço",21.57
1604,"1111604","Monção",21.53
1605,"1111605","Paredes de Coura",21.55
1606,"1111606","Ponte da Barca",21.54
1607,"1111607","Ponte de Lima",21.54
1608,"1111608","Valença",21.6
1609,"1111609","Viana do Castelo",21.57
1610,"1111610","Vila Nova de Cerveira",21.5
301,"1120301","Amares",21.5
302,"1120302","Barcelos",21.53
303,"1120303","Braga",21.5
306,"1120306","Esposende",21.57
310,"1120310","Terras de Bouro",21.53
313,"1120313","Vila Verde",21.53
307,"1130307","Fafe",21.54
308,"1130308","Guimarães",21.56
309,"1130309","Póvoa de Lanhoso",21.53
1314,"1131314","Santo Tirso",21.5
1318,"1131318","Trofa",21
311,"1130311","Vieira do Minho",21.53
312,"1130312","Vila Nova de Famalicão",21.67
314,"1130314","Vizela",0
107,"1140107","Espinho",21.5
1304,"1141304","Gondomar",21.57
1306,"1141306","Maia",21
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",21.5
1315,"1141315","Valongo",21
1316,"1141316","Vila do Conde",21
1317,"1141317","Vila Nova de Gaia",21.6
1301,"1151301","Amarante",21.54
1302,"1151302","Baião",21.54
304,"1150304","Cabeceiras de Basto",21.53
106,"1150106","Castelo de Paiva",21.55
305,"1150305","Celorico de Basto",21.53
1804,"1151804","Cinfães",21.52
1303,"1151303","Felgueiras",21.55
1305,"1151305","Lousada",21.55
1307,"1151307","Marco de Canaveses",21.54
1705,"1151705","Mondim de Basto",21.54
1309,"1151309","Paços de Ferreira",21.55
1310,"1151310","Paredes",21.5
1311,"1151311","Penafiel",21.57
1813,"1151813","Resende",21.56
1709,"1151709","Ribeira de Pena",21.54
104,"1160104","Arouca",21.5
113,"1160113","Oliveira de Azeméis",21.5
109,"1160109","Santa Maria da Feira",21.55
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",21.57
1701,"1171701","Alijó",33.67
1801,"1171801","Armamar",34
403,"1170403","Carrazeda de Ansiães",33.75
404,"1170404","Freixo de Espada à Cinta",34
1805,"1171805","Lamego",33.6
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",33.75
1812,"1171812","Penedono",34
1708,"1171708","Peso da Régua",33.5
1710,"1171710","Sabrosa",34
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0
1818,"1171818","Sernancelhe",33.62
1819,"1171819","Tabuaço",33.64
1820,"1171820","Tarouca",33.67
409,"1170409","Torre de Moncorvo",33.67
410,"1170410","Vila Flor",34
914,"1170914","Vila Nova de Foz Côa",0
1714,"1171714","Vila Real",33.66
401,"1180401","Alfândega da Fé",0
1702,"1181702","Boticas",0
402,"1180402","Bragança",33.75
1703,"1181703","Chaves",33.65
405,"1180405","Macedo de Cavaleiros",33.75
406,"1180406","Miranda do Douro",0
407,"1180407","Mirandela",33.75
408,"1180408","Mogadouro",33.75
1706,"1181706","Montalegre",33.75
1707,"1181707","Murça",33.69
1712,"1181712","Valpaços",33.65
1713,"1181713","Vila Pouca de Aguiar",33.69
411,"1180411","Vimioso",33.75
412,"1180412","Vinhais",33.5
101,"1610101","Águeda",30.44
102,"1610102","Albergaria-a-Velha",30.5
103,"1610103","Anadia",30.5
105,"1610105","Aveiro",30.47
108,"1610108","Estarreja",30.33
110,"1610110","Ílhavo",30.33
111,"1610111","Mealhada",30.5
112,"1610112","Murtosa",30
114,"1610114","Oliveira do Bairro",30.5
115,"1610115","Ovar",30.5
117,"1610117","Sever do Vouga",30.5
118,"1610118","Vagos",30.45
602,"1620602","Cantanhede",30.44
603,"1620603","Coimbra",30.4
604,"1620604","Condeixa-a-Nova",30.44
605,"1620605","Figueira da Foz",30.45
608,"1620608","Mira",30.44
610,"1620610","Montemor-o-Velho",30.44
613,"1620613","Penacova",30.44
615,"1620615","Soure",30.47
1004,"1631004","Batalha",30.5
1009,"1631009","Leiria",30.44
1010,"1631010","Marinha Grande",30
1015,"1631015","Pombal",30.44
1016,"1631016","Porto de Mós",30.44
1002,"1641002","Alvaiázere",30.5
1003,"1641003","Ansião",30.43
601,"1640601","Arganil",30.5
1007,"1641007","Castanheira de Pêra",30
1008,"1641008","Figueiró dos Vinhos",30.33
606,"1640606","Góis",30.5
607,"1640607","Lousã",30.4
609,"1640609","Miranda do Corvo",30.5
611,"1640611","Oliveira do Hospital",30.45
612,"1640612","Pampilhosa da Serra",0
1013,"1641013","Pedrógão Grande",0
614,"1640614","Penela",30.43
616,"1640616","Tábua",30.48
617,"1640617","Vila Nova de Poiares",30.5
901,"1650901","Aguiar da Beira",30.43
1802,"1651802","Carregal do Sal",30.5
1803,"1651803","Castro Daire",30.45
1806,"1651806","Mangualde",30.45
1808,"1651808","Mortágua",30.46
1809,"1651809","Nelas",30.47
1810,"1651810","Oliveira de Frades",30.44
1811,"1651811","Penalva do Castelo",30.45
1814,"1651814","Santa Comba Dão",30.47
1816,"1651816","São Pedro do Sul",30.45
1817,"1651817","Sátão",30.44
1821,"1651821","Tondela",30.45
1822,"1651822","Vila Nova de Paiva",30.43
1823,"1651823","Viseu",30.45
1824,"1651824","Vouzela",30.44
1413,"1661413","Mação",19
506,"1660506","Oleiros",19
508,"1660508","Proença-a-Nova",0
509,"1660509","Sertã",19
510,"1660510","Vila de Rei",0
905,"1670905","Fornos de Algodres",18.88
906,"1670906","Gouveia",18.88
912,"1670912","Seia",18.89
902,"1680902","Almeida",0
903,"1680903","Celorico da Beira",19
904,"1680904","Figueira de Castelo Rodrigo",19
907,"1680907","Guarda",18.88
908,"1680908","Manteigas",0
909,"1680909","Meda",19
910,"1680910","Pinhel",18.88
911,"1680911","Sabugal",18.89
913,"1680913","Trancoso",18.83
502,"1690502","Castelo Branco",18.89
505,"1690505","Idanha-a-Nova",18.88
507,"1690507","Penamacor",18.91
511,"1690511","Vila Velha de Ródão",19
501,"16A0501","Belmonte",18.83
503,"16A0503","Covilhã",18.9
504,"16A0504","Fundão",18.88
1001,"16B1001","Alcobaça",46.59
1101,"16B1101","Alenquer",46.6
1102,"16B1102","Arruda dos Vinhos",46.67
1005,"16B1005","Bombarral",46.6
1104,"16B1104","Cadaval",46.5
1006,"16B1006","Caldas da Rainha",46.6
1108,"16B1108","Lourinhã",46.58
1011,"16B1011","Nazaré",46.57
1012,"16B1012","Óbidos",46.56
1014,"16B1014","Peniche",46.59
1112,"16B1112","Sobral de Monte Agraço",46.75
1113,"16B1113","Torres Vedras",46.57
1401,"16C1401","Abrantes",46.5
1402,"16C1402","Alcanena",0
1408,"16C1408","Constância",0
1410,"16C1410","Entroncamento",0
1411,"16C1411","Ferreira do Zêzere",0
1421,"16C1421","Ourém",46.6
1417,"16C1417","Sardoal",0
1418,"16C1418","Tomar",47
1419,"16C1419","Torres Novas",0
1420,"16C1420","Vila Nova da Barquinha",0
1115,"1711115","Amadora",0
1105,"1711105","Cascais",0
1106,"1711106","Lisboa",0
1107,"1711107","Loures",0
1109,"1711109","Mafra",46.58
1116,"1711116","Odivelas",0
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",46.75
1114,"1711114","Vila Franca de Xira",46.67
1502,"1721502","Alcochete",0
1503,"1721503","Almada",46.67
1504,"1721504","Barreiro",0
1506,"1721506","Moita",0
1507,"1721507","Montijo",47
1508,"1721508","Palmela",47
1510,"1721510","Seixal",0
1511,"1721511","Sesimbra",47
1512,"1721512","Setúbal",0
1501,"1811501","Alcácer do Sal",0
1505,"1811505","Grândola",48
211,"1810211","Odemira",48.26
1509,"1811509","Santiago do Cacém",48
1513,"1811513","Sines",48.33
1201,"1821201","Alter do Chão",0
1202,"1821202","Arronches",0
1203,"1821203","Avis",0
1204,"1821204","Campo Maior",0
1205,"1821205","Castelo de Vide",0
1206,"1821206","Crato",0
1207,"1821207","Elvas",0
1208,"1821208","Fronteira",0
1209,"1821209","Gavião",48.25
1210,"1821210","Marvão",0
1211,"1821211","Monforte",0
707,"1820707","Mora",0
1212,"1821212","Nisa",48
1213,"1821213","Ponte de Sor",48.33
1214,"1821214","Portalegre",0
701,"1830701","Alandroal",0
702,"1830702","Arraiolos",48
703,"1830703","Borba",0
704,"1830704","Estremoz",48.33
705,"1830705","Évora",48
706,"1830706","Montemor-o-Novo",0
708,"1830708","Mourão",0
709,"1830709","Portel",0
710,"1830710","Redondo",0
711,"1830711","Reguengos de Monsaraz",0
1215,"1831215","Sousel",0
712,"1830712","Vendas Novas",0
713,"1830713","Viana do Alentejo",0
714,"1830714","Vila Viçosa",0
201,"1840201","Aljustrel",0
202,"1840202","Almodôvar",0
203,"1840203","Alvito",0
204,"1840204","Barrancos",0
205,"1840205","Beja",0
206,"1840206","Castro Verde",0
207,"1840207","Cuba",0
208,"1840208","Ferreira do Alentejo",0
209,"1840209","Mértola",0
210,"1840210","Moura",0
212,"1840212","Ourique",0
213,"1840213","Serpa",48
214,"1840214","Vidigueira",0
1403,"1851403","Almeirim",0
1404,"1851404","Alpiarça",0
1103,"1851103","Azambuja",46.5
1405,"1851405","Benavente",0
1406,"1851406","Cartaxo",47
1407,"1851407","Chamusca",0
1409,"1851409","Coruche",0
1412,"1851412","Golegã",0
1414,"1851414","Rio Maior",46.5
1415,"1851415","Salvaterra de Magos",47
1416,"1851416","Santarém",47
801,"1500801","Albufeira",0
802,"1500802","Alcoutim",0
803,"1500803","Aljezur",29.25
804,"1500804","Castro Marim",0
805,"1500805","Faro",0
806,"1500806","Lagoa",0
807,"1500807","Lagos",0
808,"1500808","Loulé",0
809,"1500809","Monchique",29
810,"1500810","Olhão",0
811,"1500811","Portimão",0
812,"1500812","São Brás de Alportel",0
813,"1500813","Silves",30
814,"1500814","Tavira",0
815,"1500815","Vila do Bispo",0
816,"1500816","Vila Real de Santo António",0
