Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,224000,40000,39110,0,0,0,0
1602,1111602,Caminha,28000,10000,7822,0,0,0,0
1603,1111603,Melgaço,14000,10000,0,0,0,0,0
1604,1111604,Monção,266000,10000,0,0,0,0,0
1605,1111605,Paredes de Coura,1400000,40000,7822,0,0,0,0
1606,1111606,Ponte da Barca,42000,0,109508,0,0,0,0
1607,1111607,Ponte de Lima,2478000,80000,1861636,305058,0,0,0
1608,1111608,Valença,315000,20000,0,109508,0,0,0
1609,1111609,Viana do Castelo,1141000,20000,774378,258126,0,0,0
1610,1111610,Vila Nova de Cerveira,175000,10000,617938,0,0,0,0
301,1120301,Amares,574000,10000,868242,39110,0,0,0
302,1120302,Barcelos,5929000,60000,31115916,12225786,0,1081510,0
303,1120303,Braga,2926000,10000,5287672,578828,0,0,0
306,1120306,Esposende,189000,0,3801492,625760,0,27380,0
310,1120310,Terras de Bouro,63000,60000,0,0,0,0,0
313,1120313,Vila Verde,1988000,130000,2722056,156440,0,0,0
307,1130307,Fafe,1190000,410000,78220,0,0,0,0
308,1130308,Guimarães,2541000,10000,5428468,93864,0,0,0
309,1130309,Póvoa de Lanhoso,1197000,40000,883886,0,0,0,0
1314,1131314,Santo Tirso,1155000,0,1407960,915174,0,0,0
1318,1131318,Trofa,119000,0,4677556,2753344,0,20535,0
311,1130311,Vieira do Minho,525000,20000,226838,0,0,0,0
312,1130312,Vila Nova de Famalicão,1239000,20000,12217964,7250994,0,27380,0
314,1130314,Vizela,287000,0,219016,0,0,0,0
107,1140107,Espinho,7000,0,0,0,0,0,0
1304,1141304,Gondomar,294000,0,555362,101686,0,0,0
1306,1141306,Maia,203000,0,6523548,1548756,0,0,0
1308,1141308,Matosinhos,77000,0,5764814,438032,0,0,0
1312,1141312,Porto,21000,0,78220,0,0,0,0
1313,1141313,Póvoa de Varzim,35000,0,6296710,9096986,0,451770,0
1315,1141315,Valongo,28000,10000,876064,0,0,0,0
1316,1141316,Vila do Conde,14000,0,16097676,20610970,219030,889850,0
1317,1141317,Vila Nova de Gaia,378000,10000,312880,0,0,0,0
1301,1151301,Amarante,1225000,20000,226838,7822,0,177970,0
1302,1151302,Baião,259000,130000,91630,0,0,0,0
304,1150304,Cabeceiras de Basto,952000,20000,234660,0,0,0,0
106,1150106,Castelo de Paiva,532000,0,398922,0,0,0,0
305,1150305,Celorico de Basto,1428000,190000,320702,70398,0,0,0
1804,1151804,Cinfães,1155000,0,31288,0,0,0,0
1303,1151303,Felgueiras,2184000,20000,132974,508430,0,27380,0
1305,1151305,Lousada,2289000,10000,2041542,0,0,0,0
1307,1151307,Marco de Canaveses,406000,20000,70398,70398,0,0,0
1705,1151705,Mondim de Basto,532000,0,23466,93864,0,0,0
1309,1151309,Paços de Ferreira,840000,50000,1126368,265948,0,0,0
1310,1151310,Paredes,1015000,20000,860420,0,0,13690,0
1311,1151311,Penafiel,399000,0,1040326,211194,0,0,0
1813,1151813,Resende,63000,0,148618,0,0,0,0
1709,1151709,Ribeira de Pena,1596000,0,328524,0,0,0,0
104,1160104,Arouca,1813000,30000,2745522,7822,0,0,0
113,1160113,Oliveira de Azeméis,770000,0,6085516,140796,0,143745,0
109,1160109,Santa Maria da Feira,581000,0,1212410,70398,0,0,0
116,1160116,São João da Madeira,0,0,0,0,0,0,0
119,1160119,Vale de Cambra,322000,10000,109508,0,0,0,0
1701,1171701,Alijó,0,0,0,0,0,0,0
1801,1171801,Armamar,35000,0,45815,0,0,0,0
403,1170403,Carrazeda de Ansiães,0,0,9163,0,0,0,0
404,1170404,Freixo de Espada à Cinta,0,0,0,0,0,0,0
1805,1171805,Lamego,112000,0,18326,0,0,0,0
1704,1171704,Mesão Frio,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,455000,10000,1255331,18326,0,192432,0
1812,1171812,Penedono,35000,0,238238,18326,0,0,0
1708,1171708,Peso da Régua,0,0,18326,0,0,0,0
1710,1171710,Sabrosa,42000,0,0,0,0,0,0
1711,1171711,Santa Marta de Penaguião,0,0,0,0,0,0,0
1815,1171815,São João da Pesqueira,7000,0,36652,0,0,0,0
1818,1171818,Sernancelhe,98000,0,696388,9163,0,0,0
1819,1171819,Tabuaço,14000,0,9163,0,0,0,0
1820,1171820,Tarouca,112000,0,384846,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,54978,0,0,0,0
410,1170410,Vila Flor,7000,0,9163,0,0,0,0
914,1170914,Vila Nova de Foz Côa,70000,0,0,0,0,0,0
1714,1171714,Vila Real,2219000,0,109956,0,0,0,0
401,1180401,Alfândega da Fé,0,0,128282,0,0,0,0
1702,1181702,Boticas,189000,0,9163,0,0,0,0
402,1180402,Bragança,168000,0,1227842,0,8552,0,0
1703,1181703,Chaves,3094000,0,1145375,384846,0,0,0
405,1180405,Macedo de Cavaleiros,21000,0,183260,18326,0,0,0
