Muni_ID,ID,Muni,sludge
1601,1111601,Arcos de Valdevez,0
1602,1111602,Caminha,0.02946738858
1603,1111603,Melgaço,0.00145516849
1604,1111604,Monção,0.00705674705
1605,1111605,Paredes de Coura,0.00647947765
1606,1111606,Ponte da Barca,0.00799871082
1607,1111607,Ponte de Lima,0.0053019704
1608,1111608,Valença,0.01604265379
1609,1111609,Viana do Castelo,0.03373110733
1610,1111610,Vila Nova de Cerveira,0.05993956775
301,1120301,Amares,0
302,1120302,Barcelos,0.03802720269
303,1120303,Braga,0.06905202969
306,1120306,Esposende,0.06208285728
310,1120310,Terras de Bouro,0.00122560283
313,1120313,Vila Verde,0.00121919025
307,1130307,Fafe,0.01663487055
308,1130308,Guimarães,0.1053588402
309,1130309,Póvoa de Lanhoso,0.00185418037
1314,1131314,Santo Tirso,0.4290928349
1318,1131318,Trofa,0
311,1130311,Vieira do Minho,0.00012132634
312,1130312,Vila Nova de Famalicão,0.2195789271
314,1130314,Vizela,0
107,1140107,Espinho,1.633026621
1304,1141304,Gondomar,0.1468194799
1306,1141306,Maia,0.2188838816
1308,1141308,Matosinhos,0.1658088116
1312,1141312,Porto,0
1313,1141313,Póvoa de Varzim,0
1315,1141315,Valongo,0.9537640333
1316,1141316,Vila do Conde,0.00041730705
1317,1141317,Vila Nova de Gaia,1.28285593
1301,1151301,Amarante,0.00672552318
1302,1151302,Baião,0
304,1150304,Cabeceiras de Basto,0
106,1150106,Castelo de Paiva,0
305,1150305,Celorico de Basto,0.00462968944
1804,1151804,Cinfães,0
1303,1151303,Felgueiras,0.01088266175
1305,1151305,Lousada,0.00607846481
1307,1151307,Marco de Canaveses,0.03349965517
1705,1151705,Mondim de Basto,0
1309,1151309,Paços de Ferreira,0.101177206
1310,1151310,Paredes,0
1311,1151311,Penafiel,0.0445427286
1813,1151813,Resende,0.00310533216
1709,1151709,Ribeira de Pena,3.605545e-05
104,1160104,Arouca,0
113,1160113,Oliveira de Azeméis,0.01740078832
109,1160109,Santa Maria da Feira,0.00016888659
116,1160116,São João da Madeira,0
119,1160119,Vale de Cambra,0
1701,1171701,Alijó,0.00095992547
1801,1171801,Armamar,0.00184591778
403,1170403,Carrazeda de Ansiães,0.0001056673
404,1170404,Freixo de Espada à Cinta,0
1805,1171805,Lamego,0.00529578976
1704,1171704,Mesão Frio,0
1807,1171807,Moimenta da Beira,0.00716537133
1812,1171812,Penedono,0
1708,1171708,Peso da Régua,0.01599225807
1710,1171710,Sabrosa,0.00081269854
1711,1171711,Santa Marta de Penaguião,0
1815,1171815,São João da Pesqueira,0.00112965697
1818,1171818,Sernancelhe,0
1819,1171819,Tabuaço,0.00151472454
1820,1171820,Tarouca,0.01042251029
409,1170409,Torre de Moncorvo,0.00409290037
410,1170410,Vila Flor,0
914,1170914,Vila Nova de Foz Côa,0
1714,1171714,Vila Real,0.01330290509
401,1180401,Alfândega da Fé,0
1702,1181702,Boticas,0
402,1180402,Bragança,0.0015091792
1703,1181703,Chaves,0.00361529465
405,1180405,Macedo de Cavaleiros,0.00164109506
406,1180406,Miranda do Douro,0
407,1180407,Mirandela,0.00369596195
408,1180408,Mogadouro,0
1706,1181706,Montalegre,5.493794e-05
1707,1181707,Murça,0.00146991447
1712,1181712,Valpaços,0.00050227738
1713,1181713,Vila Pouca de Aguiar,0
411,1180411,Vimioso,1.443575e-05
412,1180412,Vinhais,1.407701e-05
101,1610101,Águeda,0
102,1610102,Albergaria-a-Velha,0
103,1610103,Anadia,7.76142e-06
105,1610105,Aveiro,0.122976861
108,1610108,Estarreja,0
110,1610110,Ílhavo,0.2736289385
111,1610111,Mealhada,0
112,1610112,Murtosa,0
114,1610114,Oliveira do Bairro,0.00205164727
115,1610115,Ovar,0.00239973034
117,1610117,Sever do Vouga,0
118,1610118,Vagos,0
602,1620602,Cantanhede,0
603,1620603,Coimbra,0.0750404051
604,1620604,Condeixa-a-Nova,0.01395291135
605,1620605,Figueira da Foz,0.02813039306
608,1620608,Mira,0
610,1620610,Montemor-o-Velho,7.083474e-05
613,1620613,Penacova,0.01146883249
615,1620615,Soure,0.00173956242
1004,1631004,Batalha,0
1009,1631009,Leiria,0.0742157928
1010,1631010,Marinha Grande,0
1015,1631015,Pombal,0.02262422525
1016,1631016,Porto de Mós,0
1002,1641002,Alvaiázere,0
1003,1641003,Ansião,0.00285401177
601,1640601,Arganil,0
1007,1641007,Castanheira de Pêra,0
1008,1641008,Figueiró dos Vinhos,0
606,1640606,Góis,0
607,1640607,Lousã,0.0042321685
609,1640609,Miranda do Corvo,0
611,1640611,Oliveira do Hospital,0.00491070365
612,1640612,Pampilhosa da Serra,0
1013,1641013,Pedrógão Grande,0
614,1640614,Penela,0
616,1640616,Tábua,0
617,1640617,Vila Nova de Poiares,0
901,1650901,Aguiar da Beira,0
1802,1651802,Carregal do Sal,0
1803,1651803,Castro Daire,0
1806,1651806,Mangualde,0
1808,1651808,Mortágua,0
1809,1651809,Nelas,0
1810,1651810,Oliveira de Frades,0
1811,1651811,Penalva do Castelo,0
1814,1651814,Santa Comba Dão,0.00052743376
1816,1651816,São Pedro do Sul,0.00968787828
1817,1651817,Sátão,0
1821,1651821,Tondela,0.00132774323
1822,1651822,Vila Nova de Paiva,0
1823,1651823,Viseu,0.00029039103
1824,1651824,Vouzela,0
1413,1661413,Mação,0
506,1660506,Oleiros,0
508,1660508,Proença-a-Nova,0
509,1660509,Sertã,0
510,1660510,Vila de Rei,0
905,1670905,Fornos de Algodres,0
906,1670906,Gouveia,0
912,1670912,Seia,0
902,1680902,Almeida,7.552904e-05
903,1680903,Celorico da Beira,0
904,1680904,Figueira de Castelo Rodrigo,2.5074e-06
907,1680907,Guarda,0.00451851951
908,1680908,Manteigas,0
909,1680909,Mêda,0
910,1680910,Pinhel,0.00012377286
911,1680911,Sabugal,7.780379e-05
913,1680913,Trancoso,0
502,1690502,Castelo Branco,0
505,1690505,Idanha-a-Nova,0
507,1690507,Penamacor,0
511,1690511,Vila Velha de Ródão,0
501,16A0501,Belmonte,3.736455e-05
503,16A0503,Covilhã,8.18893e-06
