Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,irrig_nha
1601,1111601,Arcos de Valdevez,23.087,65.6691,0.5949,0,0,0.2765,0,89.6275,0.00485049788938197
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0
1603,1111603,Melga�o,0,0,0,0,0,0,0,0,0
1604,1111604,Mon��o,49.4156,90.4165,0,0,0,1.6117,0,141.4438,0.020797500367593
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,89.3561,26.3445,18.8479,2.343,0.1682,1.6886,0.0409,138.7892,0.0156965844831486
1608,1111608,Valen�a,0,0,0,0,0,0,0,0,0
1609,1111609,Viana do Castelo,273.3119,26.2541,88.6892,18.4297,0,6.8803,0.395,413.9602,0.058526820302559
1610,1111610,Vila Nova de Cerveira,14.8437,6.3687,9.5647,0,0,0.4246,0,31.2017,0.0227252002913329
301,1120301,Amares,0,0,0,0,0,0,0,0,0
302,1120302,Barcelos,307.0489,40.662,1184.0276,419.3245,0,51.0761,0.0987,2002.2378,0.18227016841147
303,1120303,Braga,51.4903,11.5734,56.7341,4.0017,0,1.6053,0.0763,125.4811,0.0340149362970995
306,1120306,Esposende,70.1338,3.5783,693.6812,74.6376,0,34.6865,1.3996,878.117,0.416959639126306
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0
307,1130307,Fafe,0,0,0,0,0,0,0,0,0
308,1130308,Guimar�es,0,0,0,0,0,0,0,0,0
309,1130309,P�voa de Lanhoso,0,0,0,0,0,0,0,0,0
1314,1131314,Santo Tirso,0,0,0,0,0,0,0,0,0
1318,1131318,Trofa,0,0,0,0,0,0,0,0,0
311,1130311,Vieira do Minho,0,0,0,0,0,0,0,0,0
312,1130312,Vila Nova de Famalic�o,0,0,0,0,0,0,0,0,0
314,1130314,Vizela,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,0,0,0,0,0,0,0,0
1304,1141304,Gondomar,0,0,0,0,0,0,0,0,0
1306,1141306,Maia,0,0,0,0,0,0,0,0,0
1308,1141308,Matosinhos,0,0,0,0,0,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0,0,0
1313,1141313,P�voa de Varzim,45.067,3.3885,3221.0569,3104.6738,0,507.1849,2.9748,6884.3459,2.06985745640409
1315,1141315,Valongo,0,0,0,0,0,0,0,0,0
1316,1141316,Vila do Conde,0,0,0,0,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,0,0,0,0,0,0,0,0,0
1301,1151301,Amarante,0,0,0,0,0,0,0,0,0
1302,1151302,Bai�o,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0
106,1150106,Castelo de Paiva,11.855,6.1196,4.9576,0,0,0.4975,0,23.4297,0.0174069093610698
305,1150305,Celorico de Basto,0,0,0,0,0,0,0,0,0
1804,1151804,Cinf�es,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,0,0,0,0,0,0,0,0
1305,1151305,Lousada,0,0,0,0,0,0,0,0,0
1307,1151307,Marco de Canaveses,0,0,0,0,0,0,0,0,0
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0
1309,1151309,Pa�os de Ferreira,0,0,0,0,0,0,0,0,0
1310,1151310,Paredes,0,0,0,0,0,0,0,0,0
1311,1151311,Penafiel,0,0,0,0,0,0,0,0,0
1813,1151813,Resende,0,0,0,0,0,0,0,0,0
1709,1151709,Ribeira de Pena,0,0,0,0,0,0,0,0,0
104,1160104,Arouca,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azem�is,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
116,1160116,S�o Jo�o da Madeira,0,0,0,0,0,0,0,0,
119,1160119,Vale de Cambra,0,0,0,0,0,0,0,0,0
1701,1171701,Alij�,0,0,0,0,0,0,0,0,0
1801,1171801,Armamar,0,0,0,0,0,0,0,0,0
403,1170403,Carrazeda de Ansi�es,0,0,0,0,0,0,0,0,0
404,1170404,Freixo de Espada � Cinta,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0,0,0,0
1704,1171704,Mes�o Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da R�gua,0,0,0,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0,0,0,0
1711,1171711,Santa Marta de Penagui�o,0,0,0,0,0,0,0,0,0
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,3.9849,1.2199,0.9053,0.0104,0,2.5716,0,8.6921,0.00212520782396088
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,0.0664,3.3207,2.767,0,0,10.7996,0.0138,16.9675,0.00144269194796361
1702,1181702,Boticas,15.647,124.2902,0.2101,0,0,0,0,140.1473,0.0101211309308876
402,1180402,Bragan�a,65.8335,624.1075,155.8462,0,2.9988,2.4638,0,851.2498,0.0236254836113347
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,3.8109,17.4847,2.7855,0.6722,0,8.3389,0.1119,33.2041,0.00133704195860514
408,1180408,Mogadouro,2.7499,4.6716,3.982,0.5837,0,4.3931,0,16.3803,0.000499445071195536
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,11.278,11.918,0.3965,0,0,6.2682,0,29.8607,0.00628381734006734
1712,1181712,Valpa�os,19.3788,16.2196,2.8534,0,0.2318,4.3802,0,43.0638,0.0019608323467808
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,127.7779,121.3436,265.1204,68.5846,0,5.5817,0,588.4082,0.309200315291645
102,1610102,Albergaria-a-Velha,21.0313,0,134.7411,22.9157,0,0.2938,0,178.9819,0.0851078934854969
103,1610103,Anadia,5.1614,1.247,22.3713,5.1012,0,0.1604,0.0522,34.0935,0.00989364480557168
105,1610105,Aveiro,28.934,1.2917,189.2159,88.1451,0,15.8431,15.3665,338.7963,0.13976745049505
108,1610108,Estarreja,49.4093,217.9822,2823.1054,691.3862,0,51.2943,0,3833.1774,1.20806095178065
110,1610110,�lhavo,5.4219,0.5737,57.1655,45.9602,0,9.9701,0,119.0914,0.1448800486618
111,1610111,Mealhada,28.8105,3.7701,52.1368,19.287,0,0.2743,0,104.2787,0.0610531030444965
112,1610112,Murtosa,0.3142,0,222.7484,171.7126,0,121.0568,0,515.832,0.358964509394572
114,1610114,Oliveira do Bairro,70.1907,158.4305,298.6921,7.4352,4.0787,108.6137,0.307,647.7479,0.364107869589657
115,1610115,Ovar,64.1812,0.584,481.7917,30.1981,0,48.3932,0,625.1482,0.373668977884041
117,1610117,Sever do Vouga,187.3242,67.1931,55.0693,0,0,4.1055,1.3685,315.0606,0.48620462962963
118,1610118,Vagos,4.5761,0.7616,253.6228,36.0394,0,36.465,4.4327,335.8976,0.133770450019912
602,1620602,Cantanhede,33.18,12.3258,539.4074,19.0015,0,43.9229,6.2315,654.0691,0.113258718614719
603,1620603,Coimbra,708.3402,430.0068,155.4752,60.2765,82.308,38.2491,1.9305,1476.5863,0.284396436825886
604,1620604,Condeixa-a-Nova,139.6292,61.443,71.8532,4.8817,43.737,1.6916,0,323.2357,0.169766649159664
605,1620605,Figueira da Foz,105.8019,2381.6872,465.3633,30.3072,69.2814,41.8984,0.9996,3095.339,0.561869486295153
608,1620608,Mira,6.3252,11.295,158.9144,31.8593,25.9764,9.9966,1.3254,245.6923,0.229404575163399
610,1620610,Montemor-o-Velho,80.4486,109.2904,53.5012,4.9542,6.1785,2.011,0,256.3839,0.0303520658221854
613,1620613,Penacova,25.6139,2.0557,9.6774,0.3689,0,0.7103,0,38.4262,0.0484567465321564
615,1620615,Soure,1061.3433,3763.7425,640.9682,198.3044,0,18.7264,1.2564,5684.3412,1.16054332380564
1004,1631004,Batalha,22.1731,16.8938,31.3875,2.5942,0,67.6185,0.6194,141.2865,0.143002530364372
1009,1631009,Leiria,35.4527,7.9291,14.3935,3.0263,5.933,5.9726,0.3543,73.0615,0.0150023613963039
1010,1631010,Marinha Grande,3.3468,0.4935,2.333,0,0,0.5719,0,6.7452,0.0438
1015,1631015,Pombal,222.4431,232.5189,266.3939,26.3787,8.4184,20.1021,3.3958,779.6509,0.189788437195716
1016,1631016,Porto de M�s,0.3953,2.0331,1.3753,0,0,17.5994,0.3313,21.7344,0.00648788059701493
1002,1641002,Alvai�zere,0.8539,0.8132,2.6068,0.0585,0,0.5294,0,4.8618,0.00339274249825541
1003,1641003,Ansi�o,5.6927,5.6927,31.8488,0,0,0.9509,0,44.1851,0.018487489539749
601,1640601,Arganil,71.4052,7.6987,210.8522,13.8518,0,5.1187,0,308.9266,0.221294126074499
1007,1641007,Castanheira de P�ra,1.9221,0,1.3747,0,0,0.1778,0,3.4746,0.0386066666666667
1008,1641008,Figueir� dos Vinhos,9.8958,0.5048,9.9254,0.3634,0,0,0,20.6894,0.0541607329842932
606,1640606,G�is,2.8856,0.1527,0.743,0,0,0,0,3.7813,0.0222429411764706
607,1640607,Lous�,6.6124,0.2952,7.122,0,0,1.0467,0,15.0763,0.0367714634146342
609,1640609,Miranda do Corvo,48.8701,11.9682,52.2587,0,0,19.719,0,132.816,0.192208393632417
611,1640611,Oliveira do Hospital,42.4611,14.1684,109.9411,2.1851,0,3.3972,0,172.1529,0.0579054490413724
612,1640612,Pampilhosa da Serra,1.2666,1.0053,0.4718,0,0,0.0781,0,2.8218,0.0063841628959276
1013,1641013,Pedr�g�o Grande,2.9899,0.2513,3.5182,0,0,0,0.1336,6.893,0.014125
