"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",0.650936,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",10.68452,0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0,0
1604,"1111604","Monção",1.433168,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",56.290608,0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",13.02928,0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",235.329248,0,0,0,0,0,0,0,0
1608,"1111608","Valença",19.806512,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",173.566888,0,0,0,0,0,0,0,0
1610,"1111610","Vila Nova de Cerveira",35.964456,0,0,0,0,0,0,0,0
301,"1120301","Amares",33.35904,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",2959.999504,0,0,0,0,0,0,0,0
303,"1120303","Braga",270.511472,0,0,0,0,0,0,0,0
306,"1120306","Esposende",381.4008,0,0,0,0,0,0,0,0
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",134.736096,0,0,0,0,0,0,0,0
307,"1130307","Fafe",16.940176,0,0,0,0,0,0,0,0
308,"1130308","Guimarães",211.223496,0,0,0,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",48.082144,0,0,0,0,0,0,0,0
1314,"1131314","Santo Tirso",179.299296,0,0,0,0,0,0,0,0
1318,"1131318","Trofa",413.977608,0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",9.513944,0,0,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",1060.288768,0,0,0,0,0,0,0,0
314,"1130314","Vizela",13.02928,0,0,0,0,0,0,0,0
107,"1140107","Espinho",17.461752,0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",14.8544,0,0,0,0,0,0,0,0
1306,"1141306","Maia",333.579312,0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",281.327288,0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",1243.757944,0,0,0,0,0,0,0,0
1315,"1141315","Valongo",69.974432,0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",2578.85936,0,0,0,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",14.8544,0,0,0,0,0,0,0,0
1301,"1151301","Amarante",23.715736,0,0,0,0,0,0,0,0
1302,"1151302","Baião",0.260656,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",3.258288,0,0,0,0,0,0,0,0
