"Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion","sum"
1601,"1111601","Arcos de Valdevez",105,0,14,0,0,0,0,119
1602,"1111602","Caminha",0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0
1604,"1111604","Monção",322,0,0,0,0,0,0,322
1605,"1111605","Paredes de Coura",0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",2039,0,1424,234,0,0,0,3697
1608,"1111608","Valença",0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",8230,0,5213,1738,0,0,0,15180
1610,"1111610","Vila Nova de Cerveira",267,0,879,0,0,0,0,1146
301,"1120301","Amares",0,0,0,0,0,0,0,0
302,"1120302","Barcelos",21500,0,105304,41427,0,3665,0,171896
303,"1120303","Braga",1912,0,3211,353,0,0,0,5476
306,"1120306","Esposende",2415,0,45342,7464,0,327,0,55548
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",0,0,0,0,0,0,0,0
307,"1130307","Fafe",0,0,0,0,0,0,0,0
308,"1130308","Guimarães",0,0,0,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",0,0,0,0,0,0,0,0
1314,"1131314","Santo Tirso",0,0,0,0,0,0,0,0
1318,"1131318","Trofa",0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",0,0,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",0,0,0,0,0,0,0,0
314,"1130314","Vizela",0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",0,0,0,0,0,0,0,0
1306,"1141306","Maia",0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",1271,0,213099,308251,0,15308,0,537929
1315,"1141315","Valongo",0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",0,0,0,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",0,0,0,0,0,0,0,0
1301,"1151301","Amarante",0,0,0,0,0,0,0,0
1302,"1151302","Baião",0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",270,0,186,0,0,0,0,456
305,"1150305","Celorico de Basto",0,0,0,0,0,0,0,0
1804,"1151804","Cinfães",0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",0,0,0,0,0,0,0,0
1305,"1151305","Lousada",0,0,0,0,0,0,0,0
1307,"1151307","Marco de Canaveses",0,0,0,0,0,0,0,0
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",0,0,0,0,0,0,0,0
1310,"1151310","Paredes",0,0,0,0,0,0,0,0
1311,"1151311","Penafiel",0,0,0,0,0,0,0,0
1813,"1151813","Resende",0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0
104,"1160104","Arouca",0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",0,0,0,0,0,0,0,0
109,"1160109","Santa Maria da Feira",0,0,0,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,0,0,0,0,0,0,0
1812,"1171812","Penedono",0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",0,0,0,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0,0,0,0,0,0
1818,"1171818","Sernancelhe",0,0,0,0,0,0,0,0
1819,"1171819","Tabuaço",7,0,4,0,0,0,0,11
1820,"1171820","Tarouca",0,0,0,0,0,0,0,0
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0,0,0,0
1714,"1171714","Vila Real",0,0,0,0,0,0,0,0
401,"1180401","Alfândega da Fé",0,0,61,0,0,0,0,61
1702,"1181702","Boticas",88,0,0,0,0,0,0,88
402,"1180402","Bragança",740,0,5048,0,35,0,0,5823
1703,"1181703","Chaves",0,0,0,0,0,0,0,0
405,"1180405","Macedo de Cavaleiros",0,0,0,0,0,0,0,0
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0
407,"1180407","Mirandela",44,0,17,33,0,0,0,94
408,"1180408","Mogadouro",104,0,233,58,0,0,0,395
1706,"1181706","Montalegre",0,0,0,0,0,0,0,0
1707,"1181707","Murça",17,0,0,0,0,0,0,17
1712,"1181712","Valpaços",169,0,75,0,23,0,0,267
1713,"1181713","Vila Pouca de Aguiar",0,0,0,0,0,0,0,0
411,"1180411","Vimioso",0,0,0,0,0,0,0,0
412,"1180412","Vinhais",0,0,0,0,0,0,0,0
101,"1610101","Águeda",367,0,5944,5715,0,0,0,12026
102,"1610102","Albergaria-a-Velha",917,0,5425,1801,0,0,0,8143
103,"1610103","Anadia",12,0,112,284,0,0,0,408
105,"1610105","Aveiro",426,0,3068,3237,0,517,0,7248
108,"1610108","Estarreja",1713,0,204940,63789,0,4750,0,275192
110,"1610110","Ílhavo",0,0,1501,344,0,793,0,2637
111,"1610111","Mealhada",118,0,171,1369,0,0,0,1658
112,"1610112","Murtosa",0,0,11689,16530,0,9885,0,38104
114,"1610114","Oliveira do Bairro",240,0,3409,0,408,8872,0,12929
115,"1610115","Ovar",3942,0,38497,2800,0,3897,0,49137
117,"1610117","Sever do Vouga",3080,0,1322,0,0,0,0,4402
118,"1610118","Vagos",57,0,8354,3264,0,2760,0,14435
602,"1620602","Cantanhede",163,0,23780,1738,0,3249,0,28930
603,"1620603","Coimbra",3285,0,796,0,0,0,0,4080
604,"1620604","Condeixa-a-Nova",1580,0,192,0,0,0,0,1772
605,"1620605","Figueira da Foz",859,0,23581,2058,1455,2184,0,30137
608,"1620608","Mira",0,0,6052,2695,2598,503,0,11847
610,"1620610","Montemor-o-Velho",962,0,2661,307,0,37,0,3968
613,"1620613","Penacova",216,0,32,0,0,0,0,248
615,"1620615","Soure",1124,0,3350,5528,0,0,0,10002
1004,"1631004","Batalha",79,0,83,0,0,0,0,161
1009,"1631009","Leiria",925,0,191,117,557,0,0,1790
1010,"1631010","Marinha Grande",19,0,19,0,0,0,0,38
1015,"1631015","Pombal",3018,0,2373,671,0,406,0,6468
1016,"1631016","Porto de Mós",0,0,0,0,0,0,0,0
1002,"1641002","Alvaiázere",6,0,57,0,0,0,0,63
1003,"1641003","Ansião",0,0,64,0,0,0,0,64
601,"1640601","Arganil",722,0,452,0,0,0,0,1173
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0
1008,"1641008","Figueiró dos Vinhos",0,0,0,0,0,0,0,0
606,"1640606","Góis",103,0,0,0,0,0,0,103
607,"1640607","Lousã",0,0,0,0,0,0,0,0
609,"1640609","Miranda do Corvo",150,0,312,0,0,0,0,462
611,"1640611","Oliveira do Hospital",1082,0,3166,0,0,0,0,4248
612,"1640612","Pampilhosa da Serra",30,0,16,0,0,0,0,46
1013,"1641013","Pedrógão Grande",0,0,0,0,0,0,0,0
614,"1640614","Penela",49,0,512,410,0,0,0,972
616,"1640616","Tábua",144,0,1199,0,0,0,0,1341
617,"1640617","Vila Nova de Poiares",0,0,0,0,0,0,0,0
901,"1650901","Aguiar da Beira",806,0,5577,0,0,74,0,6456
1802,"1651802","Carregal do Sal",0,0,135,0,0,0,0,135
1803,"1651803","Castro Daire",291,0,32,0,0,0,0,323
1806,"1651806","Mangualde",115,0,873,4,0,0,0,992
1808,"1651808","Mortágua",0,0,0,0,0,0,0,0
1809,"1651809","Nelas",61,0,583,53,0,0,0,697
1810,"1651810","Oliveira de Frades",203,0,131,0,0,0,0,334
1811,"1651811","Penalva do Castelo",88,0,85,4,0,0,0,176
1814,"1651814","Santa Comba Dão",15,0,461,0,0,0,0,477
1816,"1651816","São Pedro do Sul",1724,0,262,75,0,0,0,2061
1817,"1651817","Sátão",81,0,60,0,0,25,0,166
1821,"1651821","Tondela",3944,0,2502,0,0,0,0,6446
1822,"1651822","Vila Nova de Paiva",1334,0,309,0,0,0,0,1643
1823,"1651823","Viseu",227,0,124,4,8,0,0,363
1824,"1651824","Vouzela",640,0,875,16,0,0,0,1531
1413,"1661413","Mação",0,0,0,0,0,0,0,0
506,"1660506","Oleiros",246,0,359,0,0,0,0,604
508,"1660508","Proença-a-Nova",0,0,0,0,0,0,0,0
509,"1660509","Sertã",12,0,54,0,0,0,0,66
510,"1660510","Vila de Rei",29,0,0,0,0,0,0,29
905,"1670905","Fornos de Algodres",230,0,862,21,0,0,0,1114
906,"1670906","Gouveia",3541,0,5204,0,0,0,0,8745
912,"1670912","Seia",2050,0,9058,19,0,0,0,11127
902,"1680902","Almeida",569,0,1247,0,0,0,0,1816
903,"1680903","Celorico da Beira",0,0,0,0,0,0,0,0
904,"1680904","Figueira de Castelo Rodrigo",27,0,0,573,0,0,0,600
907,"1680907","Guarda",1761,0,1782,82,0,0,0,3625
908,"1680908","Manteigas",46,0,596,0,0,0,0,642
909,"1680909","Mêda",43,0,168,20,0,0,0,231
910,"1680910","Pinhel",53,0,496,37,0,0,0,586
911,"1680911","Sabugal",329,0,247,106,0,0,0,682
913,"1680913","Trancoso",0,0,0,0,0,0,0,0
502,"1690502","Castelo Branco",0,0,0,0,0,0,0,0
505,"1690505","Idanha-a-Nova",0,0,0,0,0,0,0,0
507,"1690507","Penamacor",74,0,671,262,0,0,0,1007
511,"1690511","Vila Velha de Ródão",20,0,617,4,70,0,0,711
501,"16A0501","Belmonte",30,0,534,528,325,0,0,1417
503,"16A0503","Covilhã",0,0,0,0,0,0,0,0
504,"16A0504","Fundão",966,0,2269,1201,267,0,0,4702
1001,"16B1001","Alcobaça",20,0,596,75,927,0,0,1618
1101,"16B1101","Alenquer",10,0,0,0,0,0,0,10
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0,0,0
1005,"16B1005","Bombarral",0,0,0,0,0,0,0,0
1104,"16B1104","Cadaval",0,0,0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,0,0,0,0,0,0,0
1108,"16B1108","Lourinhã",0,0,0,0,0,0,0,0
1011,"16B1011","Nazaré",0,0,16,172,156,0,0,344
1012,"16B1012","Óbidos",3,0,4,0,0,0,0,8
1014,"16B1014","Peniche",0,0,9,0,0,0,0,9
1112,"16B1112","Sobral de Monte Agraço",15,0,6,0,0,0,0,21
1113,"16B1113","Torres Vedras",156,0,21,53,0,0,0,229
1401,"16C1401","Abrantes",34,0,21,0,0,0,0,55
1402,"16C1402","Alcanena",0,0,0,14,0,0,0,14
1408,"16C1408","Constância",0,0,0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,0,0,0,0,0
1411,"16C1411","Ferreira do Zêzere",47,0,0,0,0,0,0,47
1421,"16C1421","Ourém",0,0,0,0,0,0,0,0
1417,"16C1417","Sardoal",0,0,0,0,0,0,0,0
1418,"16C1418","Tomar",0,0,125,11,423,0,0,559
1419,"16C1419","Torres Novas",0,0,0,0,0,0,0,0
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0,0,0,0,0
1115,"1711115","Amadora",0,0,0,0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0,0,0,0
1107,"1711107","Loures",10,0,0,0,0,0,0,10
1109,"1711109","Mafra",281,0,1021,0,0,0,0,1303
1116,"1711116","Odivelas",0,0,0,0,0,0,0,0
1110,"1711110","Oeiras",0,0,0,0,0,0,0,0
1111,"1711111","Sintra",0,0,20,2,0,0,0,22
1114,"1711114","Vila Franca de Xira",396,0,0,244,4838,0,0,5478
1502,"1721502","Alcochete",0,0,74,0,113,0,0,186
1503,"1721503","Almada",0,0,4,0,0,0,0,4
1504,"1721504","Barreiro",0,0,16,0,0,0,0,16
1506,"1721506","Moita",0,0,176,2315,0,0,0,2491
1507,"1721507","Montijo",0,0,16,170,164,3,0,353
1508,"1721508","Palmela",0,0,266,1435,930,12,0,2643
1510,"1721510","Seixal",0,0,86,0,0,0,0,86
1511,"1721511","Sesimbra",0,0,66,66,0,0,0,133
1512,"1721512","Setúbal",0,0,241,241,0,0,0,482
1501,"1811501","Alcácer do Sal",0,0,799,466,5344,0,0,6608
1505,"1811505","Grândola",39,0,398,341,1044,17,0,1838
211,"1810211","Odemira",0,0,0,0,0,0,0,0
1509,"1811509","Santiago do Cacém",242,0,141,0,0,1666,0,2049
1513,"1811513","Sines",0,0,0,1137,0,0,0,1137
1201,"1821201","Alter do Chão",0,0,0,0,534,167,0,701
1202,"1821202","Arronches",0,0,0,0,0,0,0,0
1203,"1821203","Avis",0,0,0,0,30111,0,0,30111
1204,"1821204","Campo Maior",0,0,0,0,0,0,0,0
1205,"1821205","Castelo de Vide",0,0,43,0,0,0,0,43
1206,"1821206","Crato",0,0,0,0,0,0,0,0
1207,"1821207","Elvas",0,0,540,0,4037,0,0,4577
1208,"1821208","Fronteira",0,0,0,0,8967,0,0,8967
1209,"1821209","Gavião",0,0,234,0,0,0,0,234
1210,"1821210","Marvão",0,0,594,0,0,0,0,594
1211,"1821211","Monforte",0,0,0,0,2594,0,0,2594
707,"1820707","Mora",0,0,0,0,649,0,0,649
1212,"1821212","Nisa",0,0,3355,0,0,0,0,3355
1213,"1821213","Ponte de Sor",132,0,30,74,193,0,0,428
1214,"1821214","Portalegre",35,0,151,17,156,0,0,358
701,"1830701","Alandroal",0,0,0,0,0,0,0,0
702,"1830702","Arraiolos",0,0,0,1861,13273,0,0,15134
703,"1830703","Borba",0,0,0,0,0,0,0,0
704,"1830704","Estremoz",1267,0,0,0,4043,0,0,5310
705,"1830705","Évora",0,0,0,0,16320,0,0,16320
706,"1830706","Montemor-o-Novo",0,0,0,0,0,0,0,0
708,"1830708","Mourão",0,0,0,0,0,0,0,0
709,"1830709","Portel",0,0,0,0,3143,0,0,3143
710,"1830710","Redondo",0,0,0,0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",0,0,0,0,0,0,0,0
1215,"1831215","Sousel",0,0,0,0,3367,0,0,3367
712,"1830712","Vendas Novas",0,0,0,0,0,0,0,0
713,"1830713","Viana do Alentejo",0,0,0,607,9747,0,0,10355
714,"1830714","Vila Viçosa",0,0,0,0,0,0,0,0
201,"1840201","Aljustrel",0,0,0,0,6375,0,0,6375
202,"1840202","Almodôvar",4,0,0,0,0,0,0,4
203,"1840203","Alvito",0,0,0,0,0,0,0,0
204,"1840204","Barrancos",0,0,0,0,0,0,0,0
205,"1840205","Beja",0,0,0,0,0,0,0,0
206,"1840206","Castro Verde",0,0,0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,0,0,0,0
208,"1840208","Ferreira do Alentejo",0,0,0,9316,10347,67,0,19730
209,"1840209","Mértola",0,0,0,0,0,0,0,0
210,"1840210","Moura",0,0,0,0,0,0,0,0
212,"1840212","Ourique",518,0,0,376,3926,0,0,4820
213,"1840213","Serpa",0,0,0,0,2075,0,0,2075
214,"1840214","Vidigueira",0,0,0,0,480,0,0,480
1403,"1851403","Almeirim",244,0,0,23,331,0,0,598
1404,"1851404","Alpiarça",0,0,0,0,0,0,0,0
1103,"1851103","Azambuja",0,0,0,0,0,0,0,0
1405,"1851405","Benavente",88,0,0,68,7545,17,0,7718
1406,"1851406","Cartaxo",77,0,0,0,0,0,0,77
1407,"1851407","Chamusca",30,0,7587,0,0,0,0,7617
1409,"1851409","Coruche",118598,0,20409,8040,111987,11365,0,270398
1412,"1851412","Golegã",0,0,0,0,0,0,0,0
1414,"1851414","Rio Maior",0,0,0,153,357,0,0,511
1415,"1851415","Salvaterra de Magos",1127,0,0,0,11281,0,0,12408
1416,"1851416","Santarém",156,0,596,0,3540,0,0,4292
801,"1500801","Albufeira",0,0,0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0,0,0
803,"1500803","Aljezur",0,0,0,0,0,0,0,0
804,"1500804","Castro Marim",847,0,442,0,0,0,0,1289
805,"1500805","Faro",0,0,0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,16,0,0,0,16
807,"1500807","Lagos",27,0,80,0,0,0,0,107
808,"1500808","Loulé",22,0,0,0,0,0,0,22
809,"1500809","Monchique",0,0,0,0,0,0,0,0
810,"1500810","Olhão",0,0,0,0,0,0,0,0
811,"1500811","Portimão",5,0,11,0,0,0,0,16
812,"1500812","São Brás de Alportel",0,0,0,0,0,0,0,0
813,"1500813","Silves",0,0,0,0,0,0,0,0
814,"1500814","Tavira",0,0,81,0,0,24,0,104
815,"1500815","Vila do Bispo",0,0,0,0,0,0,0,0
816,"1500816","Vila Real de Santo António",0,0,0,0,0,0,0,0
