"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",10.38
1602,"1111602","Caminha",10.4
1603,"1111603","Melgaço",10.34
1604,"1111604","Monção",10.4
1605,"1111605","Paredes de Coura",10.19
1606,"1111606","Ponte da Barca",10.51
1607,"1111607","Ponte de Lima",10.32
1608,"1111608","Valença",10.7
1609,"1111609","Viana do Castelo",10.3
1610,"1111610","Vila Nova de Cerveira",9.51
301,"1120301","Amares",11.89
302,"1120302","Barcelos",10.35
303,"1120303","Braga",10.52
306,"1120306","Esposende",10.27
310,"1120310","Terras de Bouro",11.89
313,"1120313","Vila Verde",10.31
307,"1130307","Fafe",10.38
308,"1130308","Guimarães",10.32
309,"1130309","Póvoa de Lanhoso",11.1
1314,"1131314","Santo Tirso",10.32
1318,"1131318","Trofa",10.09
311,"1130311","Vieira do Minho",10.57
312,"1130312","Vila Nova de Famalicão",10.09
314,"1130314","Vizela",0
107,"1140107","Espinho",7.93
1304,"1141304","Gondomar",10.25
1306,"1141306","Maia",10.38
1308,"1141308","Matosinhos",10.11
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",10.19
1315,"1141315","Valongo",10.13
1316,"1141316","Vila do Conde",10.36
1317,"1141317","Vila Nova de Gaia",10.46
1301,"1151301","Amarante",10.4
1302,"1151302","Baião",9.91
304,"1150304","Cabeceiras de Basto",10.66
106,"1150106","Castelo de Paiva",10.19
305,"1150305","Celorico de Basto",9.79
1804,"1151804","Cinfães",10.36
1303,"1151303","Felgueiras",10.51
1305,"1151305","Lousada",10.46
1307,"1151307","Marco de Canaveses",10.19
1705,"1151705","Mondim de Basto",0
1309,"1151309","Paços de Ferreira",10.06
1310,"1151310","Paredes",10.4
1311,"1151311","Penafiel",10.51
1813,"1151813","Resende",10.48
1709,"1151709","Ribeira de Pena",9.51
104,"1160104","Arouca",10.01
113,"1160113","Oliveira de Azeméis",11.89
109,"1160109","Santa Maria da Feira",10.36
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0
1701,"1171701","Alijó",9.8
1801,"1171801","Armamar",9.88
403,"1170403","Carrazeda de Ansiães",9.93
404,"1170404","Freixo de Espada à Cinta",9.53
1805,"1171805","Lamego",9.94
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",10.01
1812,"1171812","Penedono",9.74
1708,"1171708","Peso da Régua",7.62
1710,"1171710","Sabrosa",9.94
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",10.01
1818,"1171818","Sernancelhe",9.98
1819,"1171819","Tabuaço",9.98
1820,"1171820","Tarouca",10.01
409,"1170409","Torre de Moncorvo",9.72
410,"1170410","Vila Flor",10.56
914,"1170914","Vila Nova de Foz Côa",11.44
1714,"1171714","Vila Real",9.88
401,"1180401","Alfândega da Fé",7.62
1702,"1181702","Boticas",9.91
402,"1180402","Bragança",9.93
1703,"1181703","Chaves",9.92
405,"1180405","Macedo de Cavaleiros",9.91
406,"1180406","Miranda do Douro",9.99
407,"1180407","Mirandela",10.05
408,"1180408","Mogadouro",9.9
1706,"1181706","Montalegre",9.91
1707,"1181707","Murça",10.12
1712,"1181712","Valpaços",9.92
1713,"1181713","Vila Pouca de Aguiar",9.9
411,"1180411","Vimioso",10.02
412,"1180412","Vinhais",9.95
101,"1610101","Águeda",13.09
102,"1610102","Albergaria-a-Velha",13.1
103,"1610103","Anadia",12.91
105,"1610105","Aveiro",12.99
108,"1610108","Estarreja",15.86
110,"1610110","Ílhavo",12.94
111,"1610111","Mealhada",12.92
