"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","intensive_pasture","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",0,12.92,0,0,0,490.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,0,0,0,0,0,38.76,555.53
1603,"1111603","Melgaço",0,27.99,0,0,0,79.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.74,904.4
1604,"1111604","Monção",0,20.06,0,0,0,109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.14,851.86
1605,"1111605","Paredes de Coura",0,1.35,0,0,0,710.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.25
1606,"1111606","Ponte da Barca",0,0,0,0,0,156.97,0,0,0,0,0,0,0,0,2.12,0,0,0,12.73,0,10.61,0,2.12,0,0,2.12,0,4.24,0,0,0,0,89.09,280
1607,"1111607","Ponte de Lima",0,0,0,0,0,67.36,0,0,0,0,0,0,0,0,0.58,0,0,0,4.06,0,0,0,1.16,0,0,0,2.32,1.74,0,0,0,0,42.97,120.19
1608,"1111608","Valença",0,0,0,0,0,341.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58,353.18
1609,"1111609","Viana do Castelo",0,9.82,0,0,0,68.72,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,4.91,0,4.91,0,0,0,0,0,0,0,0,0,19.63,112.9
1610,"1111610","Vila Nova de Cerveira",0,11.09,0,0,0,332.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0,0,11.09,0,0,0,0,0,0,366
301,"1120301","Amares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",0,2,0,0,0,20.04,0,0,0,0,0,0,0,0,8.02,0,2,0,6.01,0,2,0,14.03,0,2,4.01,6.01,0,0,0,0,0,108.24,174.36
303,"1120303","Braga",0,0,0,0,0,166.33,0,0,0,0,0,0,0,0,12.17,0,4.06,0,12.17,0,16.23,0,16.23,0,8.11,8.11,8.11,4.06,0,0,0,0,255.59,511.17
306,"1120306","Esposende",0,0,0,0,0,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,11.82
310,"1120310","Terras de Bouro",0,0,0,0,0,228.28,0,0,0,0,0,0,0,0.64,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.2
313,"1120313","Vila Verde",0,1.79,0,0,0,46.21,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0.1,0,0.1,0,0.2,0,0.2,0.1,0.1,0.2,0,0,0,0,1.2,50.6
307,"1130307","Fafe",0,36.33,0,0,0,630.55,0,0,0,0,0,0,0,1.3,1.3,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,59.68,731.76
308,"1130308","Guimarães",0,0,0,0,0,237.42,0,0,0,0,0,0,0,6.78,13.57,0,6.78,0,0,0,40.7,0,20.35,0,20.35,20.35,13.57,6.78,0,0,0,0,732.6,1119.25
309,"1130309","Póvoa de Lanhoso",0,1.81,0,0,0,14.37,0,0,0,0,0,0,0,0,0.3,0,0.15,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,4.69,21.62
1314,"1131314","Santo Tirso",0,0,0,0,0,38.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,2.15,0,0,0,17.19,60.17
1318,"1131318","Trofa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,1.7,0,1.7,0,0,0,0,0,0,0,8.51,13.61
311,"1130311","Vieira do Minho",0,0.31,0,0,0,7.33,0,0,0,0,0,0,0,0.18,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.13,8.03
312,"1130312","Vila Nova de Famalicão",0,0,0,0,0,48.89,0,0,0,0,0,0,0,0,36.67,0,0,0,0,0,0,0,36.67,0,36.67,12.22,12.22,0,0,0,0,0,672.29,855.63
314,"1130314","Vizela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",0,0,0,0,0,9.71,0,0,0,0,0,0,0,3.24,3.24,0,3.24,0,0,0,0,0,3.24,0,0,0,3.24,0,0,0,0,0,9.71,35.62
1306,"1141306","Maia",0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,3.81,0,0,0,1.9,15.22
1308,"1141308","Matosinhos",0,0,0,0,0,14.4,0,0,0,0,0,0,0,1.8,1.8,0,1.8,0,0,0,0,0,1.8,0,0,0,1.8,0,0,0,0,0,0,23.4
1312,"1141312","Porto",0,0,0,0,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71
1313,"1141313","Póvoa de Varzim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,2.01
1315,"1141315","Valongo",0,2.4,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,2.4,0,0,0,7.21,19.22
1316,"1141316","Vila do Conde",0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,3.19,7.97
1317,"1141317","Vila Nova de Gaia",0,0,0,0,0,22.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,3.19,0,0,3.19,0,0,0,0,0,0,0,31.91
1301,"1151301","Amarante",0,4.09,0,0,0,88.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,1.02,0,5.11,1.02,0,7.16,0,0,0,0,212.71,323.15
1302,"1151302","Baião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"1150305","Celorico de Basto",0,0,0,0,0,28.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.65,0.65,0.33,0.33,0,4.24,0.65,0,0,0,41.13,76.39
1804,"1151804","Cinfães",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",0,0.83,0,0,0,7.45,0,0,0,0,0,0,0,0,2.48,0,0,0,1.66,0,0.83,0,0.83,0,1.66,0,0.83,0,1.66,0,0,0,98.5,116.73
1305,"1151305","Lousada",0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.44,0,0,0,25.42,31.56
1307,"1151307","Marco de Canaveses",0,41.54,0,0,0,121.43,0,0,0,0,0,0,0,0,12.78,0,0,0,3.2,0,3.2,0,6.39,3.2,0,0,3.2,3.2,0,0,0,0,146.99,345.13
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",0,55.23,0,0,0,30.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.32,190.23
1310,"1151310","Paredes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,4.67,0,2.34,0,2.34,0,0,0,0,0,23.35,35.04
1311,"1151311","Penafiel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,"1151813","Resende",0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0.78,0,0,0,21.39,0,1.56,0,1.94,151.68,1.94,0,0.78,3.89,0,0,0,0,9.72,194.85
1709,"1151709","Ribeira de Pena",0,0.08,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0.05,0,0,0,0,0.84,1.92
104,"1160104","Arouca",0,9.4,0,0,0,427.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.21,0,0,0,4.7,4.7,0,0,0,0,42.31,517.13
113,"1160113","Oliveira de Azeméis",0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,5.42
109,"1160109","Santa Maria da Feira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.23,66.23
1701,"1171701","Alijó",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,2.11,0,0,0.77,0.48,0,0,0,0.19,0.1,0.1,0,0,1.15,0,0,0,0,0.58,5.58
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0.17,0,12.02,1.37,0.17,0.17,0.34,6.7,4.64,0,0,0,0.34,27.29
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.02,0,0,0,0,0.14,0,0,0,0.01,0.17,0.01,0,0,0,0.01,0.52
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,1.23,0,0,0,2.47,0,0,0,0,0,0,0,0,3.09,0,0,0,7.41,0,0.62,0,35.19,23.46,4.94,0.62,11.73,4.32,8.64,0,0,0,11.73,115.45
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,30.34,0,0,0,0,1.73,0,0,0,0,0,34.67
1812,"1171812","Penedono",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,2.91,5.83
1710,"1171710","Sabrosa",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.8,1.2
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
