Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,450000,0,62576,0,0,0,0
1602,1111602,Caminha,60000,0,15644,0,0,0,0
1603,1111603,Melgaço,30000,0,0,0,0,0,0
1604,1111604,Monção,502500,0,0,0,0,0,0
1605,1111605,Paredes de Coura,1800000,0,0,0,0,0,0
1606,1111606,Ponte da Barca,105000,0,219016,0,0,0,0
1607,1111607,Ponte de Lima,3097500,0,2158872,359812,0,0,0
1608,1111608,Valença,592500,0,0,195550,0,0,0
1609,1111609,Viana do Castelo,1995000,0,1259342,422388,0,0,0
1610,1111610,Vila Nova de Cerveira,187500,0,633582,0,0,0,0
301,1120301,Amares,562500,0,797844,39110,0,0,0
302,1120302,Barcelos,907500,0,4622802,1752128,0,0,0
303,1120303,Braga,1020000,0,1713018,187728,0,0,0
306,1120306,Esposende,60000,0,1118546,179906,0,0,0
310,1120310,Terras de Bouro,90000,0,0,0,0,0,0
313,1120313,Vila Verde,1590000,0,2025898,117330,0,0,0
307,1130307,Fafe,2602500,0,140796,0,0,0,0
308,1130308,Guimarães,1485000,0,2948894,54754,0,0,0
309,1130309,Póvoa de Lanhoso,1162500,0,790022,0,0,0,0
1314,1131314,Santo Tirso,555000,0,633582,414566,0,0,0
1318,1131318,Trofa,15000,0,492786,289414,0,0,0
311,1130311,Vieira do Minho,667500,0,265948,0,0,0,0
312,1130312,Vila Nova de Famalicão,270000,0,2471752,1462714,0,0,0
314,1130314,Vizela,232500,0,164262,0,0,0,0
107,1140107,Espinho,7500,0,0,0,0,0,0
1304,1141304,Gondomar,157500,0,273770,46932,0,0,0
1306,1141306,Maia,7500,0,211194,46932,0,0,0
1308,1141308,Matosinhos,7500,0,328524,23466,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0
1313,1141313,Póvoa de Varzim,7500,0,1188944,1595688,0,0,0
1315,1141315,Valongo,15000,0,391100,0,0,0,0
1316,1141316,Vila do Conde,0,0,1720840,2072830,21903,0,0
1317,1141317,Vila Nova de Gaia,255000,0,195550,0,0,0,0
1301,1151301,Amarante,3060000,0,969928,15644,0,0,0
1302,1151302,Baião,712500,0,238238,0,0,0,0
304,1150304,Cabeceiras de Basto,1650000,0,383278,0,0,0,0
106,1150106,Castelo de Paiva,660000,0,453676,0,0,0,0
305,1150305,Celorico de Basto,3037500,0,633582,140796,0,0,0
1804,1151804,Cinfães,2257500,0,39110,0,0,0,0
1303,1151303,Felgueiras,1522500,0,101686,336346,0,0,0
1305,1151305,Lousada,840000,0,696158,0,0,0,0
1307,1151307,Marco de Canaveses,1125000,0,187728,187728,0,0,0
1705,1151705,Mondim de Basto,907500,0,23466,148618,0,0,0
1309,1151309,Paços de Ferreira,457500,0,563184,132974,0,0,0
1310,1151310,Paredes,997500,0,774378,0,0,0,0
1311,1151311,Penafiel,487500,0,1196766,250304,0,0,0
1813,1151813,Resende,105000,0,242482,0,0,0,0
