"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",0.00650936,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",0.1068452,0,0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0,0,0
1604,"1111604","Monção",0.01433168,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0.56290608,0,0,0,0,0,0,0,0
1606,"1111606","Ponte da Barca",0.1302928,0,0,0,0,0,0,0,0
1607,"1111607","Ponte de Lima",2.35329248,0,0,0,0,0,0,0,0
1608,"1111608","Valença",0.19806512,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",1.73566888,0,0,0,0,0,0,0,0
1610,"1111610","Vila Nova de Cerveira",0.35964456,0,0,0,0,0,0,0,0
301,"1120301","Amares",0.3335904,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",29.59999504,0,0,0,0,0,0,0,0
303,"1120303","Braga",2.70511472,0,0,0,0,0,0,0,0
306,"1120306","Esposende",3.814008,0,0,0,0,0,0,0,0
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,0,0
313,"1120313","Vila Verde",1.34736096,0,0,0,0,0,0,0,0
307,"1130307","Fafe",0.16940176,0,0,0,0,0,0,0,0
308,"1130308","Guimarães",2.11223496,0,0,0,0,0,0,0,0
309,"1130309","Póvoa de Lanhoso",0.48082144,0,0,0,0,0,0,0,0
1314,"1131314","Santo Tirso",1.79299296,0,0,0,0,0,0,0,0
1318,"1131318","Trofa",4.13977608,0,0,0,0,0,0,0,0
311,"1130311","Vieira do Minho",0.09513944,0,0,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",10.60288768,0,0,0,0,0,0,0,0
314,"1130314","Vizela",0.1302928,0,0,0,0,0,0,0,0
107,"1140107","Espinho",0.17461752,0,0,0,0,0,0,0,0
1304,"1141304","Gondomar",0.148544,0,0,0,0,0,0,0,0
1306,"1141306","Maia",3.33579312,0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",2.81327288,0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",12.43757944,0,0,0,0,0,0,0,0
1315,"1141315","Valongo",0.69974432,0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",25.7885936,0,0,0,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",0.148544,0,0,0,0,0,0,0,0
1301,"1151301","Amarante",0.23715736,0,0,0,0,0,0,0,0
1302,"1151302","Baião",0.00260656,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0.03258288,0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",0.03258288,0,0,0,0,0,0,0,0
305,"1150305","Celorico de Basto",0.30230112,0,0,0,0,0,0,0,0
1804,"1151804","Cinfães",0.00260656,0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",0.78053536,0,0,0,0,0,0,0,0
1305,"1151305","Lousada",0.53034256,0,0,0,0,0,0,0,0
1307,"1151307","Marco de Canaveses",0.0404052,0,0,0,0,0,0,0,0
1705,"1151705","Mondim de Basto",0.00131296,0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",0.73621064,0,0,0,0,0,0,0,0
1310,"1151310","Paredes",0.41045928,0,0,0,0,0,0,0,0
1311,"1151311","Penafiel",0.78573176,0,0,0,0,0,0,0,0
1813,"1151813","Resende",0.09641632,0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0.26713104,0,0,0,0,0,0,0,0
104,"1160104","Arouca",2.26338552,0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",4.24922784,0,0,0,0,0,0,0,0
109,"1160109","Santa Maria da Feira",0.98901,0,0,0,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0.4182816,0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0.01042888,0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0.0182512,0,0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0.00131296,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",1.23006752,0,0,0,0,0,0,0,0
1812,"1171812","Penedono",0.1850464,0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0.00131296,0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",0.19155576,0,0,0,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",0.00391952,0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0.00131296,0,0,0,0,0,0,0,0
1818,"1171818","Sernancelhe",0.32835792,0,0,0,0,0,0,0,0
