"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",0,0,0
1602,"1111602","Caminha",0,0,0
1603,"1111603","Melgaço",0,0,0
1604,"1111604","Monção",0,0,0
1605,"1111605","Paredes de Coura",0,0,0
1606,"1111606","Ponte da Barca",0,0,0
1607,"1111607","Ponte de Lima",13.15,6.05,7.1
1608,"1111608","Valença",24.59,5.97,18.62
1609,"1111609","Viana do Castelo",458.05,7.14,450.91
1610,"1111610","Vila Nova de Cerveira",0,0,0
301,"1120301","Amares",111.44,78.65,32.79
302,"1120302","Barcelos",33.7,5.97,27.73
303,"1120303","Braga",241.69,52.27,189.42
306,"1120306","Esposende",978.1,14.28,963.82
310,"1120310","Terras de Bouro",0,0,0
313,"1120313","Vila Verde",2325.44,91.77,2233.67
307,"1130307","Fafe",68.98,17.91,51.07
308,"1130308","Guimarães",56.96,11.94,45.02
309,"1130309","Póvoa de Lanhoso",136.41,19.27,117.14
1314,"1131314","Santo Tirso",703.09,128.78,574.31
1318,"1131318","Trofa",57.06,17.99,39.07
311,"1130311","Vieira do Minho",0,0,0
312,"1130312","Vila Nova de Famalicão",67.84,11.94,55.9
314,"1130314","Vizela",0,0,0
107,"1140107","Espinho",0,0,0
1304,"1141304","Gondomar",0,0,0
1306,"1141306","Maia",47.2,11.94,35.26
1308,"1141308","Matosinhos",838.1,14.28,823.82
1312,"1141312","Porto",0,0,0
1313,"1141313","Póvoa de Varzim",740.76,13.11,727.65
1315,"1141315","Valongo",0,0,0
1316,"1141316","Vila do Conde",236.09,49.41,186.68
1317,"1141317","Vila Nova de Gaia",137.89,20.82,117.07
1301,"1151301","Amarante",227.18,59.7,167.48
1302,"1151302","Baião",2315.76,283.83,2031.93
304,"1150304","Cabeceiras de Basto",0,0,0
106,"1150106","Castelo de Paiva",0,0,0
305,"1150305","Celorico de Basto",0,0,0
1804,"1151804","Cinfães",884.82,89.47,795.35
1303,"1151303","Felgueiras",294.27,92.75,201.52
1305,"1151305","Lousada",0,0,0
1307,"1151307","Marco de Canaveses",0,0,0
1705,"1151705","Mondim de Basto",0,0,0
1309,"1151309","Paços de Ferreira",0,0,0
1310,"1151310","Paredes",0,0,0
1311,"1151311","Penafiel",419.05,7.14,411.91
1813,"1151813","Resende",56.22,9.8,46.42
1709,"1151709","Ribeira de Pena",0,0,0
104,"1160104","Arouca",419.05,7.14,411.91
113,"1160113","Oliveira de Azeméis",0,0,0
109,"1160109","Santa Maria da Feira",0,0,0
116,"1160116","São João da Madeira",0,0,0
