"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","other_industry","sunflower","potato","bean","chickpea","other_pulses","total"
1601,"1111601","Arcos de Valdevez",0,20402.96,0,0,0,0,0,0,0,622.8,111.32,0,0,21137.08
1602,"1111602","Caminha",0,4544.39,0,0,0,0,0,0,0,62.4,7.44,0,0,4614.23
1603,"1111603","Melgaço",0,4105.22,0,0,0,0,0,0,0,124.08,15.96,0,0,4245.26
1604,"1111604","Monção",0,18295.2,0,0,0,0,0,0,0,332.8,66.96,0,0,18694.96
1605,"1111605","Paredes de Coura",0,7603.2,0,0,0,0,0,0,0,448.36,21.33,0,0,8072.89
1606,"1111606","Ponte da Barca",0,9656.19,0,0,0,0,0,0,0,430.91,70.84,0,0,10157.94
1607,"1111607","Ponte de Lima",0,43079.72,0,0,0,0,0,0,0,196.08,106.68,0,0,43382.48
1608,"1111608","Valença",0,10489.86,0,0,0,0,0,0,0,139.1,11.15,0,0,10640.11
1609,"1111609","Viana do Castelo",0,14051.66,0,0,0,0,0,0,0,51.5,7.44,0,0,14110.6
1610,"1111610","Vila Nova de Cerveira",0,4035.64,0,0,0,0,0,0,0,38.04,9.32,0,0,4083
301,"1120301","Amares",0,11673.68,0,0,0,0,0,0,0,35.67,9.92,0,0,11719.27
302,"1120302","Barcelos",0,13678.85,0,0,0,0,0,0,0,300.15,17.36,0,0,13996.36
303,"1120303","Braga",0,24303.24,0,0,0,0,0,0,0,452.36,11.16,0,0,24766.76
306,"1120306","Esposende",0,1803.88,0,0,0,0,0,0,0,20.54,0,0,0,1824.42
310,"1120310","Terras de Bouro",0,7909.32,0,0,0,0,0,0,0,59.45,39.45,0,0,8008.22
313,"1120313","Vila Verde",0,33244.8,0,0,0,0,0,0,0,587.67,101.2,0,0,33933.67
307,"1130307","Fafe",0,25050.4,0,0,0,0,0,0,0,622.8,121.44,0,0,25794.64
308,"1130308","Guimarães",0,30240.72,0,0,0,0,0,0,0,371.52,30.72,0,0,30642.96
309,"1130309","Póvoa de Lanhoso",0,14951.52,0,0,0,0,0,0,0,133.2,31.56,0,0,15116.28
1314,"1131314","Santo Tirso",0,9288.88,0,0,0,0,0,0,0,577.92,13.98,0,0,9880.78
1318,"1131318","Trofa",0,625.32,0,0,0,0,0,0,0,70.63,0,0,0,695.95
311,"1130311","Vieira do Minho",0,8617.89,0,0,0,0,0,0,0,253.68,54.56,0,0,8926.13
312,"1130312","Vila Nova de Famalicão",0,6614.33,0,0,0,0,0,0,0,181.62,2.48,0,0,6798.43
314,"1130314","Vizela",0,4624.34,0,0,0,0,0,0,0,0,0,0,0,4624.34
107,"1140107","Espinho",0,557.6,0,0,0,0,0,0,0,15.86,1.86,0,0,575.32
1304,"1141304","Gondomar",0,8669.54,0,0,0,0,0,0,0,1045.5,18.62,0,0,9733.66
1306,"1141306","Maia",0,1175.72,0,0,0,0,0,0,0,622.8,0,0,0,1798.52
1308,"1141308","Matosinhos",0,621.72,0,0,0,0,0,0,0,181.98,0,0,0,803.7
1312,"1141312","Porto",0,76.9,0,0,0,0,0,0,0,0,0,0,0,76.9
1313,"1141313","Póvoa de Varzim",0,34.72,0,0,0,0,0,0,0,132.47,0,0,0,167.19
1315,"1141315","Valongo",0,5925.15,0,0,0,0,0,0,0,506.5,3.72,0,0,6435.37
1316,"1141316","Vila do Conde",0,69.34,0,0,0,0,0,0,0,10.36,0,0,0,79.7
1317,"1141317","Vila Nova de Gaia",0,5880.3,0,0,0,0,0,0,0,146.44,10.44,0,0,6037.18
1301,"1151301","Amarante",0,38577.82,0,0,0,0,0,0,0,270.4,262.65,0,0,39110.87
1302,"1151302","Baião",0,16202.16,0,0,0,0,0,0,0,109.01,229.32,0,0,16540.49
304,"1150304","Cabeceiras de Basto",0,15661.8,0,0,0,0,0,0,0,277.16,36.82,0,0,15975.78
106,"1150106","Castelo de Paiva",0,8457.04,0,0,0,0,0,0,0,61.14,76.5,0,0,8594.68
305,"1150305","Celorico de Basto",0,26403.3,0,0,0,0,0,0,0,127.27,150.6,0,0,26681.17
1804,"1151804","Cinfães",0,21175.2,0,0,0,0,0,0,0,404.04,55.66,0,0,21634.9
1303,"1151303","Felgueiras",0,26214.91,0,0,0,0,0,0,0,346.83,44.37,0,0,26606.11
1305,"1151305","Lousada",0,20171.8,0,0,0,0,0,0,0,135.98,16.59,0,0,20324.37
1307,"1151307","Marco de Canaveses",0,22613.39,0,0,0,0,0,0,0,112.09,204.93,0,0,22930.41
1705,"1151705","Mondim de Basto",0,11050.16,0,0,0,0,0,0,0,0,76.2,0,0,11126.36
1309,"1151309","Paços de Ferreira",0,6129.51,0,0,0,0,0,0,0,181.08,16.59,0,0,6327.18
1310,"1151310","Paredes",0,19392.8,0,0,0,0,0,0,0,894.4,27.28,0,0,20314.48
1311,"1151311","Penafiel",0,39386.18,0,0,0,0,0,0,0,241.73,15.96,0,0,39643.87
1813,"1151813","Resende",0,7713.57,0,0,0,0,0,0,0,597.36,19.84,0,0,8330.77
1709,"1151709","Ribeira de Pena",0,11191.95,0,0,0,0,0,0,0,38.04,28.38,0,0,11258.37
104,"1160104","Arouca",0,16271.4,0,0,0,0,0,0,0,180.18,13.98,0,0,16465.56
113,"1160113","Oliveira de Azeméis",0,5987.53,0,0,0,0,0,0,0,11.89,1.86,0,0,6001.28
109,"1160109","Santa Maria da Feira",0,10826.67,0,0,0,0,0,0,0,93.24,36.54,0,0,10956.45
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,11182.26,0,0,0,0,0,0,0,0,44.64,0,0,11226.9
1701,"1171701","Alijó",0,363.8,0,0,0,0,0,0,0,156.8,7.76,0,0,528.36
1801,"1171801","Armamar",0,96.65,0,0,0,0,0,0,0,148.2,5.82,0,0,250.67
403,"1170403","Carrazeda de Ansiães",0,184.7,0,0,0,0,0,0,0,1012.86,2.91,0,0,1200.47
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,95.3,0,0,0,95.3
1805,"1171805","Lamego",0,640.85,0,0,0,0,0,0,0,258.44,17.45,0,0,916.74
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,1696.32,0,0,0,0,0,0,0,850.85,8.73,6.4,0,2562.3
1812,"1171812","Penedono",0,346.18,0,0,0,0,0,0,0,301.94,0,0,0,648.12
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0,0,7.62,2.91,0,0,10.53
1710,"1171710","Sabrosa",0,985.5,0,0,0,0,0,0,0,178.92,5.82,0,0,1170.24
1711,"1171711","Santa Marta de Penaguião",0,38.64,0,0,0,0,0,0,0,0,0,0,0,38.64
1815,"1171815","São João da Pesqueira",0,91.1,0,0,0,0,0,0,0,170.17,0,0,0,261.27
1818,"1171818","Sernancelhe",0,748.66,0,0,0,0,0,0,0,888.22,32.7,3.2,0,1672.78
1819,"1171819","Tabuaço",0,518.56,0,0,0,0,0,0,0,838.32,34.87,6.4,0,1398.15
1820,"1171820","Tarouca",0,769.44,0,0,0,0,0,0,0,290.29,11.64,0,0,1071.37
409,"1170409","Torre de Moncorvo",0,54.48,0,0,0,0,0,0,0,48.6,0,0,0,103.08
410,"1170410","Vila Flor",0,17.18,0,0,0,0,0,0,0,52.8,0,0,0,69.98
914,"1170914","Vila Nova de Foz Côa",0,90.2,0,0,0,0,0,0,0,11.44,0,0,0,101.64
1714,"1171714","Vila Real",0,5526.6,0,0,0,0,0,0,0,1373.32,89.61,0,0,6989.53
401,"1180401","Alfândega da Fé",0,0,0,0,0,0,0,0,0,7.62,0,0,0,7.62
1702,"1181702","Boticas",0,6383.21,0,0,0,0,0,0,0,1129.74,0,0,0,7512.95
402,"1180402","Bragança",0,109.98,0,0,0,0,0,0,0,1410.06,8.73,0,0,1528.77
1703,"1181703","Chaves",0,17275.2,0,0,0,0,0,0,0,8888.32,32,3.2,3.04,26201.76
405,"1180405","Macedo de Cavaleiros",0,55.02,0,0,0,0,0,0,0,208.11,2.91,0,0,266.04
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0,0,69.93,0,0,0,69.93
407,"1180407","Mirandela",0,220.2,0,0,0,0,0,0,0,492.45,5.82,6.4,6.48,731.35
408,"1180408","Mogadouro",0,55.56,0,0,0,0,0,0,0,207.9,0,0,0,263.46
1706,"1181706","Montalegre",0,7059.94,0,0,0,0,0,0,0,2309.03,5.82,0,0,9374.79
1707,"1181707","Murça",0,327.42,0,0,0,0,0,0,0,435.16,21.91,0,0,784.49
1712,"1181712","Valpaços",0,2674.72,0,0,0,0,0,0,0,3303.36,27.72,0,0,6005.8
1713,"1181713","Vila Pouca de Aguiar",0,6291.76,0,0,0,0,0,0,0,1980,34.43,0,0,8306.19
411,"1180411","Vimioso",0,0,0,0,0,0,0,0,0,811.62,14.55,7.32,0,833.49
412,"1180412","Vinhais",0,365.8,0,0,0,0,0,0,0,905.45,5.82,0,0,1277.07
101,"1610101","Águeda",0,13786.01,0,0,0,0,0,0,0,248.71,8.76,0,0,14043.48
102,"1610102","Albergaria-a-Velha",0,5024.4,0,0,0,0,0,0,0,26.2,3.29,0,0,5053.89
103,"1610103","Anadia",0,7045.17,0,0,0,0,0,0,0,129.1,2.63,0,0,7176.9
105,"1610105","Aveiro",0,6924.77,0,0,0,0,0,0,0,103.92,17.76,0,0,7046.45
108,"1610108","Estarreja",0,1461.88,0,0,0,0,0,0,0,0,0,0,0,1461.88
110,"1610110","Ílhavo",0,1524,0,0,0,0,0,0,0,0,3.51,0,0,1527.51
111,"1610111","Mealhada",0,6095.04,0,0,0,0,0,0,0,219.64,5.26,0,0,6319.94
112,"1610112","Murtosa",0,63.67,0,0,0,0,0,0,0,0,0,0,0,63.67
114,"1610114","Oliveira do Bairro",0,6349,0,0,0,0,0,0,0,153.36,5.26,0,0,6507.62
115,"1610115","Ovar",0,3624.06,0,0,0,0,0,0,0,15.86,2.63,0,0,3642.55
117,"1610117","Sever do Vouga",0,14176.11,0,0,0,0,0,0,0,105.76,19.74,0,0,14301.61
118,"1610118","Vagos",0,1142.82,0,0,0,0,0,0,0,25.66,2.89,0,0,1171.37
602,"1620602","Cantanhede",0,5149.98,0,0,0,0,0,62.88,0,193.35,11.88,0,0,5418.09
603,"1620603","Coimbra",0,92401.7,0,0,0,0,0,0,0,763.46,3.16,0,0,93168.32
604,"1620604","Condeixa-a-Nova",0,9591.52,0,0,0,0,0,0,0,155.04,23.68,0,0,9770.24
605,"1620605","Figueira da Foz",0,14496.24,0,0,0,0,0,0,0,88.83,14.45,0,0,14599.52
608,"1620608","Mira",0,700.37,0,0,0,0,0,0,0,64.4,0,0,0,764.77
610,"1620610","Montemor-o-Velho",0,136738.08,0,0,0,0,0,0,10.29,909.51,11.8,0,0,137669.68
613,"1620613","Penacova",0,3612.66,0,0,0,0,0,0,0,153.72,20.72,0,0,3787.1
615,"1620615","Soure",0,43468.2,0,0,0,0,0,0,0,95.2,18.96,0,0,43582.36
1004,"1631004","Batalha",0,1209.92,0,0,0,0,0,0,0,40.08,5.26,0,0,1255.26
1009,"1631009","Leiria",0,45826.76,0,0,0,0,0,0,0,294.86,94.24,0,3.04,46218.9
1010,"1631010","Marinha Grande",0,2060.8,0,0,0,0,0,0,0,31.72,5.26,0,0,2097.78
1015,"1631015","Pombal",0,22246,0,0,0,0,0,89.8,0,219.64,59.4,0,0,22614.84
1016,"1631016","Porto de Mós",0,255.64,0,0,0,0,0,0,0,13.13,0,0,0,268.77
1002,"1641002","Alvaiázere",0,834.99,0,0,0,0,0,0,0,0,2.63,0,0,837.62
1003,"1641003","Ansião",0,573.84,0,0,0,0,0,0,0,0,3.01,0,0,576.85
601,"1640601","Arganil",0,2281.68,0,0,0,0,0,0,0,70.5,12.04,0,0,2364.22
1007,"1641007","Castanheira de Pêra",0,70.84,0,0,0,0,0,0,0,21.14,0,0,0,91.98
1008,"1641008","Figueiró dos Vinhos",0,701.36,0,0,0,0,0,0,0,187.04,7.02,0,0,895.42
606,"1640606","Góis",0,956.4,0,0,0,0,0,0,0,25.38,2.63,0,0,984.41
607,"1640607","Lousã",0,1211.44,0,0,0,0,0,0,0,105.76,9.48,0,0,1326.68
609,"1640609","Miranda do Corvo",0,1138.68,0,0,0,0,0,0,0,92.32,7.89,0,0,1238.89
611,"1640611","Oliveira do Hospital",0,5979.34,0,0,0,0,0,0,0,910.22,37.57,2.93,0,6930.06
612,"1640612","Pampilhosa da Serra",0,423.15,0,0,0,0,0,0,0,0,0,0,0,423.15
