"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","intensive_pasture","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",5568.68,0,0,0,0,0,0,78425.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852.7,0,0,0,0,86846.73
1602,"1111602","Caminha",718.54,0,0,0,0,0,0,17442.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.27,0,0,0,0,18446.46
1603,"1111603","Melgaço",359.27,0,0,0,0,0,0,15711.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.54,0,0,0,0,16641.51
1604,"1111604","Monção",6826.13,0,0,0,0,0,0,70303.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521.44,0,0,0,0,78650.77
1605,"1111605","Paredes de Coura",35927,0,0,0,0,0,0,29293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.98,0,0,0,0,67311.98
1606,"1111606","Ponte da Barca",1077.81,0,0,0,0,0,0,37148.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949.35,0,0,0,0,40176.01
1607,"1111607","Ponte de Lima",55818.86,0,0,0,0,0,0,165638.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.36,0,0,0,0,222360.82
1608,"1111608","Valença",8083.57,0,0,0,0,0,0,40344.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.09,0,0,0,0,49046.11
1609,"1111609","Viana do Castelo",26036.22,0,0,0,0,0,0,54058.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.73,0,0,0,0,80332.85
1610,"1111610","Vila Nova de Cerveira",4490.88,0,0,0,0,0,0,12743.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.18,0,0,0,0,17424.97
301,"1120301","Amares",14730.07,0,0,0,0,0,0,44871.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.63,0,0,0,0,59744.25
302,"1120302","Barcelos",151971.21,0,0,0,0,0,0,52594.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.81,0,0,0,0,205944.27
303,"1120303","Braga",57997.76,0,0,0,0,0,0,75296.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044.44,0,0,0,0,135339
306,"1120306","Esposende",4850.14,0,0,0,0,0,0,6923.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,0,0,0,11869.03
310,"1120310","Terras de Bouro",1257.44,0,0,0,0,0,0,30358.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.73,0,0,0,0,31853.37
313,"1120313","Vila Verde",39895.8,0,0,0,0,0,0,127824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710.07,0,0,0,0,170429.87
307,"1130307","Fafe",17015.88,0,0,0,0,0,0,96400.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852.7,0,0,0,0,116269.18
308,"1130308","Guimarães",41650.66,0,0,0,0,0,0,116239.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.62,0,0,0,0,159602.23
309,"1130309","Póvoa de Lanhoso",22159.8,0,0,0,0,0,0,57520.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.54,0,0,0,0,80251.14
1314,"1131314","Santo Tirso",28453.06,0,0,0,0,0,0,27981.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662.52,0,0,0,0,59096.91
1318,"1131318","Trofa",3053.8,0,0,0,0,0,0,2396.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.81,0,0,0,0,5783.31
311,"1130311","Vieira do Minho",13067.61,0,0,0,0,0,0,33154.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.08,0,0,0,0,47363.04
312,"1130312","Vila Nova de Famalicão",31795.39,0,0,0,0,0,0,25431.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.81,0,0,0,0,58082.85
314,"1130314","Vizela",4168.84,0,0,0,0,0,0,5668.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.55,0,0,0,0,9884.85
107,"1140107","Espinho",179.63,0,0,0,0,0,0,1057.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,0,0,0,1331.8
1304,"1141304","Gondomar",6756.06,0,0,0,0,0,0,20505.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4849.59,0,0,0,0,32111.28
1306,"1141306","Maia",5209.41,0,0,0,0,0,0,4527.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852.7,0,0,0,0,12589.21
1308,"1141308","Matosinhos",1975.98,0,0,0,0,0,0,2396.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.81,0,0,0,0,5228.49
1312,"1141312","Porto",157.14,0,0,0,0,0,0,142.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.73
1313,"1141313","Póvoa de Varzim",898.17,0,0,0,0,0,0,133.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.09,0,0,0,0,1649.41
1315,"1141315","Valongo",718.54,0,0,0,0,0,0,22768.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.25,0,0,0,0,25864.44
1316,"1141316","Vila do Conde",359.27,0,0,0,0,0,0,266.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.55,0,0,0,0,673.12
1317,"1141317","Vila Nova de Gaia",8160.76,0,0,0,0,0,0,11150.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.63,0,0,0,0,19976.93
1301,"1151301","Amarante",16806.37,0,0,0,0,0,0,70479.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.17,0,0,0,0,88522.12
1302,"1151302","Baião",5736.6,0,0,0,0,0,0,52008.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,58268.24
304,"1150304","Cabeceiras de Basto",21787.22,0,0,0,0,0,0,60183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.17,0,0,0,0,83207.19
106,"1150106","Castelo de Paiva",6685.09,0,0,0,0,0,0,25209.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.27,0,0,0,0,32180.2
305,"1150305","Celorico de Basto",18673.61,0,0,0,0,0,0,63517.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.09,0,0,0,0,82809.44
1804,"1151804","Cinfães",18062.04,0,0,0,0,0,0,46296.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.26,0,0,0,0,66213.23
1303,"1151303","Felgueiras",55866.49,0,0,0,0,0,0,100794.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568.99,0,0,0,0,158230.03
1305,"1151305","Lousada",32996.32,0,0,0,0,0,0,37649.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.09,0,0,0,0,71263.49
1307,"1151307","Marco de Canaveses",5650.61,0,0,0,0,0,0,36361.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,42534.63
1705,"1151705","Mondim de Basto",6885.2,0,0,0,0,0,0,25573.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.55,0,0,0,0,32505.76
1309,"1151309","Paços de Ferreira",18228.71,0,0,0,0,0,0,17474.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.81,0,0,0,0,36558.56
1310,"1151310","Paredes",22852.58,0,0,0,0,0,0,44992.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088.87,0,0,0,0,71934.18
1311,"1151311","Penafiel",10059.56,0,0,0,0,0,0,53106.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.54,0,0,0,0,64259.69
1813,"1151813","Resende",1437.08,0,0,0,0,0,0,26399.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710.07,0,0,0,0,30546.62
1709,"1151709","Ribeira de Pena",27004.36,0,0,0,0,0,0,32957.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.18,0,0,0,0,60152.53
104,"1160104","Arouca",46525.46,0,0,0,0,0,0,50052.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.81,0,0,0,0,97433.3
113,"1160113","Oliveira de Azeméis",19759.85,0,0,0,0,0,0,23034.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.55,0,0,0,0,42842.35
109,"1160109","Santa Maria da Feira",14909.7,0,0,0,0,0,0,41675.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.91,0,0,0,0,57013.56
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",8263.21,0,0,0,0,0,0,43007.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51270.66
1701,"1171701","Alijó",0,0,0,0,0,0,0,2296.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.78,0,0,0,0,3033.98
1801,"1171801","Armamar",293.75,0,0,0,0,0,0,574.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.66,0,0,0,0,1559.46
403,"1170403","Carrazeda de Ansiães",0,0,0,2.5,0,0,0,1148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703.32,0,0,0,0,5853.92
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.11,0,0,0,0,461.11
1805,"1171805","Lamego",940,0,0,5,0,0,0,4018.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.89,0,0,0,0,6162.24
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",1938.75,0,0,7.5,0,0,0,10677.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919.43,0,0,0,0,16543.01
1812,"1171812","Penedono",293.75,0,0,5,0,0,0,2181.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.44,0,0,0,0,3909.58
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.11,0,0,0,0,46.11
1710,"1171710","Sabrosa",352.5,0,0,0,0,0,0,6199.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,7382.24
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,229.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.62
1815,"1171815","São João da Pesqueira",0,0,0,0,0,0,0,574.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.89,0,0,0,0,1357.94
