"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","horticulture_extensive","horticulture_intensive","other_industry","sunflower","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,47019.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,713.4,496.76,0,0,0,48244.31
1602,"1111602","Caminha",0,10457.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.34,33.87,0,0,0,10562.94
1603,"1111603","Melgaço",0,9419.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.68,67.74,0,0,0,9630.36
1604,"1111604","Monção",0,42150.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.48,304.83,0,0,0,42835.55
1605,"1111605","Paredes de Coura",0,17562.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.16,101.61,0,0,0,18187.37
1606,"1111606","Ponte da Barca",0,22272.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.26,0,0,0,487.49,316.12,0,0,0,23140.44
1607,"1111607","Ponte de Lima",0,99308.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,225.91,474.18,0,0,0,100030.03
1608,"1111608","Valença",0,24188.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,154.57,56.45,0,0,0,24413.79
1609,"1111609","Viana do Castelo",0,32410.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,59.45,33.87,0,0,0,32525.72
1610,"1111610","Vila Nova de Cerveira",0,9260.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.56,45.16,0,0,0,9353
301,"1120301","Amares",0,26902.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.52,35.7,0,0,0,35.67,45.16,0,0,0,27147.76
302,"1120302","Barcelos",0,31532.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,57.12,0,0,0,344.81,79.03,0,0,0,32063.79
303,"1120303","Braga",0,56040.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.36,107.1,0,0,0,511.27,45.16,0,0,0,56875.55
