"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",11.14
1602,"1111602","Caminha",8.36
1603,"1111603","Melgaço",0
1604,"1111604","Monção",8.36
1605,"1111605","Paredes de Coura",9.75
1606,"1111606","Ponte da Barca",0
1607,"1111607","Ponte de Lima",9.15
1608,"1111608","Valença",9.12
1609,"1111609","Viana do Castelo",9.75
1610,"1111610","Vila Nova de Cerveira",0
301,"1120301","Amares",9.55
302,"1120302","Barcelos",8.36
303,"1120303","Braga",0
306,"1120306","Esposende",0
310,"1120310","Terras de Bouro",0
313,"1120313","Vila Verde",10.03
307,"1130307","Fafe",8.36
308,"1130308","Guimarães",9.29
309,"1130309","Póvoa de Lanhoso",11.14
1314,"1131314","Santo Tirso",8.36
1318,"1131318","Trofa",0
311,"1130311","Vieira do Minho",11.14
312,"1130312","Vila Nova de Famalicão",11.14
314,"1130314","Vizela",0
107,"1140107","Espinho",0
1304,"1141304","Gondomar",10.03
1306,"1141306","Maia",0
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0
1315,"1141315","Valongo",11.14
1316,"1141316","Vila do Conde",0
1317,"1141317","Vila Nova de Gaia",8.36
1301,"1151301","Amarante",9.75
1302,"1151302","Baião",9.29
304,"1150304","Cabeceiras de Basto",9.05
106,"1150106","Castelo de Paiva",9.23
305,"1150305","Celorico de Basto",0
1804,"1151804","Cinfães",9.29
1303,"1151303","Felgueiras",9.75
1305,"1151305","Lousada",9.15
1307,"1151307","Marco de Canaveses",9.17
1705,"1151705","Mondim de Basto",0
1309,"1151309","Paços de Ferreira",0
1310,"1151310","Paredes",8.91
1311,"1151311","Penafiel",9
1813,"1151813","Resende",9.55
1709,"1151709","Ribeira de Pena",9.29
104,"1160104","Arouca",9.15
113,"1160113","Oliveira de Azeméis",8.36
109,"1160109","Santa Maria da Feira",9.18
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",11.14
1701,"1171701","Alijó",7.92
1801,"1171801","Armamar",0
403,"1170403","Carrazeda de Ansiães",8.32
404,"1170404","Freixo de Espada à Cinta",8.47
1805,"1171805","Lamego",0
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",8.55
1812,"1171812","Penedono",8.49
1708,"1171708","Peso da Régua",0
1710,"1171710","Sabrosa",7.92
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",8.55
1818,"1171818","Sernancelhe",8.45
1819,"1171819","Tabuaço",8.32
1820,"1171820","Tarouca",8.55
409,"1170409","Torre de Moncorvo",8.4
410,"1170410","Vila Flor",8.55
914,"1170914","Vila Nova de Foz Côa",8.24
1714,"1171714","Vila Real",8.67
401,"1180401","Alfândega da Fé",8.71
1702,"1181702","Boticas",9.51
