"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",46.341
1602,"1111602","Caminha",46.341
1603,"1111603","Melgaço",0
1604,"1111604","Monção",46.341
1605,"1111605","Paredes de Coura",46.341
1606,"1111606","Ponte da Barca",46.341
1607,"1111607","Ponte de Lima",46.341
1608,"1111608","Valença",0
1609,"1111609","Viana do Castelo",46.341
1610,"1111610","Vila Nova de Cerveira",46.341
301,"1120301","Amares",46.341
302,"1120302","Barcelos",46.341
303,"1120303","Braga",46.341
306,"1120306","Esposende",46.341
310,"1120310","Terras de Bouro",46.341
313,"1120313","Vila Verde",46.341
307,"1130307","Fafe",0
308,"1130308","Guimarães",46.341
309,"1130309","Póvoa de Lanhoso",46.341
1314,"1131314","Santo Tirso",46.341
1318,"1131318","Trofa",0
311,"1130311","Vieira do Minho",46.341
312,"1130312","Vila Nova de Famalicão",46.341
314,"1130314","Vizela",0
107,"1140107","Espinho",46.341
1304,"1141304","Gondomar",46.341
1306,"1141306","Maia",0
1308,"1141308","Matosinhos",46.341
1312,"1141312","Porto",46.341
1313,"1141313","Póvoa de Varzim",0
1315,"1141315","Valongo",46.341
1316,"1141316","Vila do Conde",0
1317,"1141317","Vila Nova de Gaia",46.341
1301,"1151301","Amarante",46.341
1302,"1151302","Baião",46.341
304,"1150304","Cabeceiras de Basto",46.341
106,"1150106","Castelo de Paiva",46.341
305,"1150305","Celorico de Basto",46.341
1804,"1151804","Cinfães",46.341
1303,"1151303","Felgueiras",46.341
1305,"1151305","Lousada",46.341
1307,"1151307","Marco de Canaveses",46.341
1705,"1151705","Mondim de Basto",46.341
1309,"1151309","Paços de Ferreira",0
1310,"1151310","Paredes",46.341
1311,"1151311","Penafiel",46.341
1813,"1151813","Resende",46.341
1709,"1151709","Ribeira de Pena",46.341
104,"1160104","Arouca",46.341
113,"1160113","Oliveira de Azeméis",0
109,"1160109","Santa Maria da Feira",0
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0
1701,"1171701","Alijó",22.8821575984991
1801,"1171801","Armamar",18.7621385542169
403,"1170403","Carrazeda de Ansiães",15.7083431257344
404,"1170404","Freixo de Espada à Cinta",3.26919468334636
1805,"1171805","Lamego",33.181
1704,"1171704","Mesão Frio",46.341
1807,"1171807","Moimenta da Beira",33.181
1812,"1171812","Penedono",33.181
1708,"1171708","Peso da Régua",33.181
1710,"1171710","Sabrosa",33.181
1711,"1171711","Santa Marta de Penaguião",32.5646009389671
1815,"1171815","São João da Pesqueira",3.78398946179902
1818,"1171818","Sernancelhe",33.181
1819,"1171819","Tabuaço",10.0719646017699
1820,"1171820","Tarouca",33.181
409,"1170409","Torre de Moncorvo",23.8248689870943
410,"1170410","Vila Flor",3.70999092558984
914,"1170914","Vila Nova de Foz Côa",1.09333684487753
1714,"1171714","Vila Real",33.181
401,"1180401","Alfândega da Fé",2.6143943709164
1702,"1181702","Boticas",33.181
402,"1180402","Bragança",33.181
1703,"1181703","Chaves",33.181
405,"1180405","Macedo de Cavaleiros",22.9594895484467
406,"1180406","Miranda do Douro",33.181
407,"1180407","Mirandela",20.0796586982582
408,"1180408","Mogadouro",19.6495362183962
1706,"1181706","Montalegre",33.181
1707,"1181707","Murça",20.0335428122545
1712,"1181712","Valpaços",25.0544610778443
1713,"1181713","Vila Pouca de Aguiar",33.181
411,"1180411","Vimioso",17.9603056179775
412,"1180412","Vinhais",33.181
101,"1610101","Águeda",44.129
102,"1610102","Albergaria-a-Velha",0
103,"1610103","Anadia",44.129
105,"1610105","Aveiro",0
108,"1610108","Estarreja",44.129
110,"1610110","Ílhavo",0
