"Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion"
1601,"1111601","Arcos de Valdevez",15000,0,6705,0,0,5867,0
1602,"1111602","Caminha",0,0,0,0,0,0,0
1603,"1111603","Melgaço",0,0,0,0,0,0,0
1604,"1111604","Monção",0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,0,0,0,0,5867,0
1606,"1111606","Ponte da Barca",67500,0,0,0,0,5867,0
1607,"1111607","Ponte de Lima",22500,0,13410,0,0,76271,0
1608,"1111608","Valença",15000,0,0,0,0,11734,0
1609,"1111609","Viana do Castelo",22500,0,13410,0,0,76271,5867
1610,"1111610","Vila Nova de Cerveira",0,0,0,0,0,5867,0
301,"1120301","Amares",37500,0,0,0,0,41069,0
302,"1120302","Barcelos",60000,0,160920,0,0,146675,0
303,"1120303","Braga",112500,0,26820,0,0,29335,0
306,"1120306","Esposende",22500,0,1253835,0,0,246414,11734
310,"1120310","Terras de Bouro",15000,0,0,0,0,0,0
313,"1120313","Vila Verde",90000,0,20115,0,0,11734,0
307,"1130307","Fafe",30000,0,0,0,0,11734,0
308,"1130308","Guimarães",510000,0,268200,26820,0,152542,0
309,"1130309","Póvoa de Lanhoso",7500,0,0,0,0,0,0
1314,"1131314","Santo Tirso",75000,0,140805,0,0,99739,0
1318,"1131318","Trofa",60000,0,154215,13410,0,29335,0
311,"1130311","Vieira do Minho",7500,0,0,0,0,0,0
312,"1130312","Vila Nova de Famalicão",22500,0,40230,6705,0,264015,0
314,"1130314","Vizela",45000,10000,0,0,0,0,0
107,"1140107","Espinho",7500,0,13410,0,0,0,0
1304,"1141304","Gondomar",487500,25000,569925,6705,0,52803,0
1306,"1141306","Maia",82500,0,422415,0,0,23468,0
1308,"1141308","Matosinhos",60000,0,234675,0,0,11734,11734
1312,"1141312","Porto",7500,0,13410,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,0,2085255,0,0,1038459,5867
1315,"1141315","Valongo",90000,0,13410,0,0,17601,0
1316,"1141316","Vila do Conde",7500,0,348660,0,0,52803,0
1317,"1141317","Vila Nova de Gaia",135000,0,717435,0,0,17601,0
1301,"1151301","Amarante",7500,5000,40230,0,0,35202,0
1302,"1151302","Baião",7500,0,26418,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",7500,0,0,0,0,5867,0
305,"1150305","Celorico de Basto",0,0,0,0,0,5867,0
1804,"1151804","Cinfães",7500,0,0,0,0,5867,5867
1303,"1151303","Felgueiras",22500,0,20115,0,0,23468,0
1305,"1151305","Lousada",22500,0,13410,0,0,5867,0
1307,"1151307","Marco de Canaveses",7500,0,6705,0,0,5867,0
1705,"1151705","Mondim de Basto",0,0,0,0,0,5867,0
1309,"1151309","Paços de Ferreira",45000,0,0,0,0,5867,0
1310,"1151310","Paredes",37500,0,0,0,0,5867,0
1311,"1151311","Penafiel",240000,0,60345,0,0,23468,5867
1813,"1151813","Resende",15000,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0
104,"1160104","Arouca",7500,0,0,0,0,11734,5867
113,"1160113","Oliveira de Azeméis",7500,0,0,0,0,52803,0
109,"1160109","Santa Maria da Feira",7500,0,6705,0,0,5867,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0
1701,"1171701","Alijó",7500,0,8806,0,0,7705,0
1801,"1171801","Armamar",0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0
