Muni_ID,ID,Muni,sludge
1601,1111601,Arcos de Valdevez,0
1602,1111602,Caminha,0.0174279466666667
1603,1111603,Melgaço,0.00147373333333333
1604,1111604,Monção,0.00276136
1605,1111605,Paredes de Coura,0.00236114666666667
1606,1111606,Ponte da Barca,0.00114576
1607,1111607,Ponte de Lima,0.00176176
1608,1111608,Valença,0.00854989333333334
1609,1111609,Viana do Castelo,0.0135338933333333
1610,1111610,Vila Nova de Cerveira,0.0344681866666667
301,1120301,Amares,0
302,1120302,Barcelos,0.0137705866666667
303,1120303,Braga,0.0203448
306,1120306,Esposende,0.0201120266666667
310,1120310,Terras de Bouro,0.000396293333333333
313,1120313,Vila Verde,0.000427653333333333
307,1130307,Fafe,0.00433944
308,1130308,Guimarães,0.0332921866666667
309,1130309,Póvoa de Lanhoso,0.00054488
1314,1131314,Santo Tirso,0.141445546666667
1318,1131318,Trofa,0
311,1130311,Vieira do Minho,5.89866666666667e-05
312,1130312,Vila Nova de Famalicão,0.0739455733333333
314,1130314,Vizela,0
107,1140107,Espinho,0.869912026666667
1304,1141304,Gondomar,0.0459564
1306,1141306,Maia,0.0854489066666667
1308,1141308,Matosinhos,0.0625663733333333
1312,1141312,Porto,0
1313,1141313,Póvoa de Varzim,0
1315,1141315,Valongo,0.32527096
1316,1141316,Vila do Conde,0.000169866666666667
1317,1141317,Vila Nova de Gaia,0.36603224
1301,1151301,Amarante,0.00410050666666667
1302,1151302,Baião,0
304,1150304,Cabeceiras de Basto,0
106,1150106,Castelo de Paiva,0
305,1150305,Celorico de Basto,0.00165162666666667
1804,1151804,Cinfães,0
1303,1151303,Felgueiras,0.00346901333333333
1305,1151305,Lousada,0.00205837333333333
1307,1151307,Marco de Canaveses,0.01041712
1705,1151705,Mondim de Basto,0
1309,1151309,Paços de Ferreira,0.03071768
1310,1151310,Paredes,0
1311,1151311,Penafiel,0.01504608
1813,1151813,Resende,0.00099848
1709,1151709,Ribeira de Pena,3.32266666666667e-05
104,1160104,Arouca,0
113,1160113,Oliveira de Azeméis,0.00575456
109,1160109,Santa Maria da Feira,4.94666666666667e-05
116,1160116,São João da Madeira,0
119,1160119,Vale de Cambra,0
1701,1171701,Alijó,0.00036232
1801,1171801,Armamar,0.000753573333333334
403,1170403,Carrazeda de Ansiães,3.64e-05
404,1170404,Freixo de Espada à Cinta,0
1805,1171805,Lamego,0.0018704
1704,1171704,Mesão Frio,0
1807,1171807,Moimenta da Beira,0.00218269333333333
1812,1171812,Penedono,0
1708,1171708,Peso da Régua,0.00651541333333333
1710,1171710,Sabrosa,0.000352053333333333
1711,1171711,Santa Marta de Penaguião,0
1815,1171815,São João da Pesqueira,0.00047264
1818,1171818,Sernancelhe,0
1819,1171819,Tabuaço,0.000553653333333333
1820,1171820,Tarouca,0.00362096
409,1170409,Torre de Moncorvo,0.00137610666666667
410,1170410,Vila Flor,0
914,1170914,Vila Nova de Foz Côa,0
