"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",65.4461098398169
1602,"1111602","Caminha",135
1603,"1111603","Melgaço",135
1604,"1111604","Monção",75.386021978022
1605,"1111605","Paredes de Coura",106.033777089783
1606,"1111606","Ponte da Barca",108.416439790576
1607,"1111607","Ponte de Lima",135
1608,"1111608","Valença",135
1609,"1111609","Viana do Castelo",135
1610,"1111610","Vila Nova de Cerveira",135
301,"1120301","Amares",135
302,"1120302","Barcelos",135
303,"1120303","Braga",135
306,"1120306","Esposende",135
310,"1120310","Terras de Bouro",24.401273100616
313,"1120313","Vila Verde",135
307,"1130307","Fafe",72.3645941278066
308,"1130308","Guimarães",135
309,"1130309","Póvoa de Lanhoso",135
1314,"1131314","Santo Tirso",135
1318,"1131318","Trofa",135
311,"1130311","Vieira do Minho",135
312,"1130312","Vila Nova de Famalicão",135
314,"1130314","Vizela",0
107,"1140107","Espinho",0
1304,"1141304","Gondomar",135
1306,"1141306","Maia",135
1308,"1141308","Matosinhos",135
1312,"1141312","Porto",127.456666666667
1313,"1141313","Póvoa de Varzim",135
1315,"1141315","Valongo",135
1316,"1141316","Vila do Conde",135
1317,"1141317","Vila Nova de Gaia",135
1301,"1151301","Amarante",135
1302,"1151302","Baião",100.14637037037
304,"1150304","Cabeceiras de Basto",93.1539534883721
106,"1150106","Castelo de Paiva",135
305,"1150305","Celorico de Basto",135
1804,"1151804","Cinfães",135
1303,"1151303","Felgueiras",135
1305,"1151305","Lousada",135
1307,"1151307","Marco de Canaveses",135
1705,"1151705","Mondim de Basto",135
1309,"1151309","Paços de Ferreira",135
1310,"1151310","Paredes",135
1311,"1151311","Penafiel",135
1813,"1151813","Resende",135
1709,"1151709","Ribeira de Pena",135
104,"1160104","Arouca",135
113,"1160113","Oliveira de Azeméis",135
109,"1160109","Santa Maria da Feira",135
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",135
1701,"1171701","Alijó",135
1801,"1171801","Armamar",135
403,"1170403","Carrazeda de Ansiães",135
404,"1170404","Freixo de Espada à Cinta",0
1805,"1171805","Lamego",135
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",135
1812,"1171812","Penedono",0
1708,"1171708","Peso da Régua",0
1710,"1171710","Sabrosa",135
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0
1818,"1171818","Sernancelhe",135
1819,"1171819","Tabuaço",135
1820,"1171820","Tarouca",135
409,"1170409","Torre de Moncorvo",135
410,"1170410","Vila Flor",135
914,"1170914","Vila Nova de Foz Côa",135
1714,"1171714","Vila Real",135
401,"1180401","Alfândega da Fé",135
1702,"1181702","Boticas",0
402,"1180402","Bragança",135
1703,"1181703","Chaves",135
405,"1180405","Macedo de Cavaleiros",135
406,"1180406","Miranda do Douro",135
407,"1180407","Mirandela",135
408,"1180408","Mogadouro",135
1706,"1181706","Montalegre",135
1707,"1181707","Murça",135
1712,"1181712","Valpaços",135
1713,"1181713","Vila Pouca de Aguiar",135
411,"1180411","Vimioso",135
412,"1180412","Vinhais",135
101,"1610101","Águeda",135
102,"1610102","Albergaria-a-Velha",135
103,"1610103","Anadia",135
105,"1610105","Aveiro",135
108,"1610108","Estarreja",135
110,"1610110","Ílhavo",135
111,"1610111","Mealhada",135
112,"1610112","Murtosa",135
114,"1610114","Oliveira do Bairro",135
115,"1610115","Ovar",135
117,"1610117","Sever do Vouga",135
118,"1610118","Vagos",0
602,"1620602","Cantanhede",135
603,"1620603","Coimbra",135
604,"1620604","Condeixa-a-Nova",135
605,"1620605","Figueira da Foz",135
608,"1620608","Mira",0
610,"1620610","Montemor-o-Velho",135
613,"1620613","Penacova",135
615,"1620615","Soure",135
