"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","horticulture_extensive","horticulture_intensive","other_industry","sunflower","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,399.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,11.29,0,0,0,417.58
1602,"1111602","Caminha",0,79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.83
1603,"1111603","Melgaço",0,399.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.67,0,0,0,0,434.82
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,159.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.66
1606,"1111606","Ponte da Barca",0,79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.83
1607,"1111607","Ponte de Lima",0,4709.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,4724.25
1608,"1111608","Valença",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",0,4390.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,4404.93
1610,"1111610","Vila Nova de Cerveira",0,478.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.98
301,"1120301","Amares",0,6705.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6705.72
302,"1120302","Barcelos",0,31373.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,171.36,0,0,0,71.34,33.87,0,0,0,31721.16
303,"1120303","Braga",0,33209.28,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.56,0,0,0,0,0,0,0,0,33283.84
306,"1120306","Esposende",0,5747.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.62,1335.18,0,0,0,71.34,11.29,0,0,0,7401.19
310,"1120310","Terras de Bouro",0,478.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.98
313,"1120313","Vila Verde",0,16923.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,16945.38
307,"1130307","Fafe",0,1596.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,0,0,1608.49
308,"1130308","Guimarães",0,18520.56,25.84,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,285.6,0,0,0,83.23,0,0,0,0,19103.21
309,"1130309","Póvoa de Lanhoso",0,3432.69,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.58,0,0,0,3478.27
1314,"1131314","Santo Tirso",0,10457.73,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.94,0,0,0,130.79,22.58,0,0,0,10784.04
1318,"1131318","Trofa",0,10218.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,164.22,0,0,0,249.69,11.29,0,0,0,10664.86
311,"1130311","Vieira do Minho",0,3831.84,12.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,56.45,0,0,0,3913.11
312,"1130312","Vila Nova de Famalicão",0,34087.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,42.84,0,0,0,71.34,0,0,0,0,34251.57
314,"1130314","Vizela",0,1676.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26,0,0,0,0,0,0,0,0,0,1690.69
107,"1140107","Espinho",0,399.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,11.89,0,0,0,0,425.32
1304,"1141304","Gondomar",0,5188.95,38.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,606.9,0,0,0,11.89,0,0,0,0,5853.67
1306,"1141306","Maia",0,12772.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.82,0,0,0,535.05,0,0,0,0,13757.67
1308,"1141308","Matosinhos",0,4709.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.9,0,0,0,154.57,0,0,0,0,5114.44
1312,"1141312","Porto",0,319.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26,0,0,0,0,0,0,0,0,333.58
1313,"1141313","Póvoa de Varzim",0,5747.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.76,2220.54,0,0,0,23.78,11.29,0,0,0,8960.13
1315,"1141315","Valongo",0,6865.38,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,6902.66
