"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","intensive_pasture","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","potato","bean","chickpea","other_pulses","vineyard","total"
1601,"1111601","Arcos de Valdevez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"1111602","Caminha",12.92,0,0,0,0,0,0,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84
1603,"1111603","Melgaço",0,0,0,0,0,0,0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,17.23
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,1.35,5.41,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46
1606,"1111606","Ponte da Barca",25.45,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.57
1607,"1111607","Ponte de Lima",137.63,1.74,1.16,0,0,2.9,0,34.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.69
1608,"1111608","Valença",0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89
1609,"1111609","Viana do Castelo",485.96,9.82,0,0,4.91,39.27,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.94
1610,"1111610","Vila Nova de Cerveira",876.18,0,0,0,0,11.09,0,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.82
301,"1120301","Amares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"1120302","Barcelos",7963.57,14.03,0,0,4.01,32.07,0,787.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03,6.01,0,0,0,8819.46
303,"1120303","Braga",2730.3,52.74,0,0,28.4,64.91,0,1687.67,0,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4572.13
306,"1120306","Esposende",1914.7,0,0,0,0,15.76,0,283.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64,3.94,0,0,0,2241.7
310,"1120310","Terras de Bouro",0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85
313,"1120313","Vila Verde",34.46,1.29,0.9,0,0,2.29,0,21.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.05
307,"1130307","Fafe",11.68,0,3.89,0,0,0,0,25.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,42.82
308,"1130308","Guimarães",4673.74,61.05,67.83,0,20.35,61.05,0,1573.74,13.57,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.48,0,0,0,0,6559.51
309,"1130309","Póvoa de Lanhoso",16.79,0.91,1.21,0,0.3,0.6,0,6.5,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,26.76
1314,"1131314","Santo Tirso",386.81,21.49,4.3,0,0,45.13,0,281.51,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64,4.3,0,0,0,769.33
1318,"1131318","Trofa",1013.98,0,0,0,0,6.81,0,217.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.73,1.7,0,0,0,1275.99
311,"1130311","Vieira do Minho",1.3,0.04,0,0,0,0.22,0,2.15,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.22,0,0,0,4.01
312,"1130312","Vila Nova de Famalicão",19056.27,48.89,12.22,0,36.67,244.47,0,5219.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.34,0,0,0,0,24691.25
314,"1130314","Vizela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"1140107","Espinho",0,87.42,0,0,0,0,0,15.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,106.15
1304,"1141304","Gondomar",226.54,12.95,19.42,0,0,12.95,0,210.36,9.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,495.17
1306,"1141306","Maia",1587.26,1.9,0,0,0,15.23,0,304.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.64,0,0,0,0,1994.54
1308,"1141308","Matosinhos",1324.9,3.6,0,0,0,52.2,0,106.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,0,1510.31
1312,"1141312","Porto",27.84,0,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.98
1313,"1141313","Póvoa de Varzim",1615.6,0,0,0,0,0,0,144.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,2.01,0,0,0,1766.31
1315,"1141315","Valongo",264.33,7.21,2.4,0,0,0,0,206.66,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
1316,"1141316","Vila do Conde",3277.87,0,0,0,1.59,0,0,204.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.58,0,0,0,0,3544.11
1317,"1141317","Vila Nova de Gaia",124.46,3.19,15.96,0,0,3.19,0,472.3,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.34,19.15,0,0,0,663.78
1301,"1151301","Amarante",27.61,0,27.61,0,0,1.02,0,11.25,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.51
1302,"1151302","Baião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"1150106","Castelo de Paiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"1150305","Celorico de Basto",13.06,0.33,0.33,0,0.98,0,0,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.98,0,0,0,22.54
1804,"1151804","Cinfães",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",13.24,0,13.24,0,0,0,0,36.42,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,67.04
1305,"1151305","Lousada",114.4,0.44,0,0,0,0,0,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0,0,0,142.46
1307,"1151307","Marco de Canaveses",28.76,9.59,0,0,0,9.59,0,127.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.78,0,0,0,188.54
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",865.25,67.5,6.14,0,55.23,85.91,0,460.24,0,0,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,18.41,0,0,0,1577.09
1310,"1151310","Paredes",247.52,2.34,25.69,0,0,0,0,284.88,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,565.11
1311,"1151311","Penafiel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,"1151813","Resende",7,1.17,6.61,0,0,0,0,10.5,1.56,0,0.39,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51
