"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","other_industry","sunflower","potato","bean","chickpea","other_pulses","total"
1601,"1111601","Arcos de Valdevez",0,173.2,0,0,0,0,0,0,0,0,2.53,0,0,175.73
1602,"1111602","Caminha",0,34.69,0,0,0,0,0,0,0,0,0,0,0,34.69
1603,"1111603","Melgaço",0,173.95,0,0,0,0,0,0,0,31.02,0,0,0,204.97
1604,"1111604","Monção",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"1111605","Paredes de Coura",0,69.12,0,0,0,0,0,0,0,0,0,0,0,69.12
1606,"1111606","Ponte da Barca",0,34.61,0,0,0,0,0,0,0,0,0,0,0,34.61
1607,"1111607","Ponte de Lima",0,2043.17,0,0,0,0,0,0,0,0,0,0,0,2043.17
1608,"1111608","Valença",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"1111609","Viana do Castelo",0,1903.55,0,0,0,0,0,0,0,0,0,0,0,1903.55
1610,"1111610","Vila Nova de Cerveira",0,208.74,0,0,0,0,0,0,0,0,0,0,0,208.74
301,"1120301","Amares",0,2909.76,0,0,0,0,0,0,0,0,0,0,0,2909.76
302,"1120302","Barcelos",0,13609.59,0,0,0,0,0,0,0,62.1,7.44,0,0,13679.13
303,"1120303","Braga",0,14401.92,0,0,29.28,0,0,0,0,0,0,0,0,14431.2
306,"1120306","Esposende",0,2497.68,0,0,0,0,0,0,0,61.62,2.66,0,0,2561.96
310,"1120310","Terras de Bouro",0,208.14,0,0,0,0,0,0,0,0,0,0,0,208.14
313,"1120313","Vila Verde",0,7341.56,0,0,0,0,0,0,0,0,0,0,0,7341.56
307,"1130307","Fafe",0,692,0,0,0,0,0,0,0,10.38,0,0,0,702.38
308,"1130308","Guimarães",0,8036.48,18.58,0,90.96,0,0,0,0,72.24,0,0,0,8218.26
309,"1130309","Póvoa de Lanhoso",0,1488.23,0,0,15.17,0,0,0,0,0,5.26,0,0,1508.66
1314,"1131314","Santo Tirso",0,4540.46,0,0,15.68,0,0,0,0,113.52,4.66,0,0,4674.32
1318,"1131318","Trofa",0,4446.72,0,0,0,0,0,0,0,211.89,3.72,0,0,4662.33
311,"1130311","Vieira do Minho",0,1661.28,11.14,0,0,0,0,0,0,10.57,12.4,0,0,1695.39
312,"1130312","Vila Nova de Famalicão",0,14787.01,0,0,0,0,0,0,0,60.54,0,0,0,14847.55
314,"1130314","Vizela",0,724.71,0,0,0,0,0,0,0,0,0,0,0,724.71
107,"1140107","Espinho",0,174.25,0,0,0,0,0,0,0,7.93,0,0,0,182.18
1304,"1141304","Gondomar",0,2245.1,30.09,0,0,0,0,0,0,10.25,0,0,0,2285.44
1306,"1141306","Maia",0,5532.8,0,0,0,0,0,0,0,467.1,0,0,0,5999.9
1308,"1141308","Matosinhos",0,2037.86,0,0,0,0,0,0,0,131.43,0,0,0,2169.29
1312,"1141312","Porto",0,153.8,0,0,0,0,0,0,0,0,0,0,0,153.8
1313,"1141313","Póvoa de Varzim",0,2499.84,0,0,0,0,0,0,0,20.38,2.79,0,0,2523.01
1315,"1141315","Valongo",0,2979.9,0,0,13.94,0,0,0,0,0,0,0,0,2993.84
1316,"1141316","Vila do Conde",0,4437.76,0,0,0,0,0,0,0,393.68,0,0,0,4831.44
1317,"1141317","Vila Nova de Gaia",0,5119.32,0,0,13.94,0,0,0,0,73.22,15.66,0,0,5222.14
1301,"1151301","Amarante",0,380.93,0,0,15.21,0,0,0,0,0,0,0,0,396.14
1302,"1151302","Baião",0,276.96,0,0,0,0,0,0,0,0,2.52,0,0,279.48
304,"1150304","Cabeceiras de Basto",0,970.2,0,0,15.18,0,0,0,0,0,2.63,0,0,988.01
106,"1150106","Castelo de Paiva",0,2322.22,92.3,0,0,0,0,0,0,0,12.75,0,0,2427.27
305,"1150305","Celorico de Basto",0,693,0,0,0,0,0,0,0,9.79,7.53,0,0,710.32
1804,"1151804","Cinfães",0,830.4,9.29,0,15.17,0,0,0,0,0,0,0,0,854.86
1303,"1151303","Felgueiras",0,1523.72,39,0,0,0,0,0,0,10.51,0,0,0,1573.23
1305,"1151305","Lousada",0,2110.6,0,0,0,0,0,0,0,10.46,2.37,0,0,2123.43
1307,"1151307","Marco de Canaveses",0,1385.2,0,0,0,0,0,0,0,0,10.12,0,0,1395.32
1705,"1151705","Mondim de Basto",0,277.12,0,0,0,0,0,0,0,0,2.54,0,0,279.66
1309,"1151309","Paços de Ferreira",0,2597.25,0,0,27.88,0,0,0,0,10.06,7.11,0,0,2642.3
1310,"1151310","Paredes",0,4224.86,8.91,0,0,0,0,0,0,10.4,0,0,0,4244.17
1311,"1151311","Penafiel",0,2388.09,0,0,15.14,0,0,0,0,10.51,0,0,0,2413.74
1813,"1151813","Resende",0,933.93,38.2,0,15.05,0,129.03,0,0,0,0,0,0,1116.21
1709,"1151709","Ribeira de Pena",0,1178.1,18.58,0,165.11,0,0,0,0,9.51,2.58,0,0,1373.88
104,"1160104","Arouca",0,3150.42,54.9,0,0,0,0,0,0,0,0,0,0,3205.32
113,"1160113","Oliveira de Azeméis",0,3391.78,0,0,0,0,0,0,0,0,0,0,0,3391.78
109,"1160109","Santa Maria da Feira",0,4842.6,0,0,0,0,0,0,0,20.72,7.83,0,0,4871.15
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,900.12,11.14,0,61.32,0,0,0,0,0,0,0,0,972.58
1701,"1171701","Alijó",0,18.19,0,0,0,0,21.96,0,0,0,0,0,0,40.15
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,184.7,0,0,17.98,0,0,0,0,119.16,0,0,0,321.84
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,54.93,0,0,0,0,0,0,0,0,0,0,0,54.93
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,328.32,0,0,0,0,0,0,0,250.25,2.91,0,0,581.48
1812,"1171812","Penedono",0,109.32,0,0,0,0,0,0,0,214.28,0,0,0,323.6
1708,"1171708","Peso da Régua",0,57.99,0,0,0,0,0,0,0,7.62,2.91,0,0,68.52
1710,"1171710","Sabrosa",0,73,0,0,0,0,0,0,0,19.88,0,0,0,92.88
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,127.54,0,0,0,0,0,0,0,50.05,0,0,0,177.59
1818,"1171818","Sernancelhe",0,766.92,0,0,0,0,0,0,0,658.68,9.81,0,0,1435.41
1819,"1171819","Tabuaço",0,37.04,24.96,0,0,0,0,0,0,239.52,0,0,0,301.52
1820,"1171820","Tarouca",0,18.32,0,0,0,0,0,0,0,20.02,0,0,0,38.34
409,"1170409","Torre de Moncorvo",0,36.32,0,0,0,0,36.78,0,0,0,0,0,0,73.1
410,"1170410","Vila Flor",0,17.18,0,0,0,0,0,0,0,21.12,0,0,0,38.3
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,18.85,0,0,0,0,0,0,0,0,18.85
1714,"1171714","Vila Real",0,640.5,0,0,36.48,0,0,0,0,29.64,6.18,0,0,712.8
401,"1180401","Alfândega da Fé",0,19.32,0,0,0,0,0,0,0,7.62,0,0,0,26.94
1702,"1181702","Boticas",0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"1180402","Bragança",0,73.32,16.98,0,0,0,0,0,0,913.56,0,0,0,1003.86
1703,"1181703","Chaves",0,768.6,0,0,0,0,0,0,0,39.68,3.2,0,0,811.48
405,"1180405","Macedo de Cavaleiros",0,73.36,0,0,18.05,0,0,0,0,218.02,0,0,0,309.43
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"1180407","Mirandela",8.13,36.7,0,0,0,0,0,0,0,20.1,0,0,0,64.93
408,"1180408","Mogadouro",0,0,8.49,0,0,0,0,0,0,9.9,0,0,0,18.39
1706,"1181706","Montalegre",0,256.06,0,0,0,0,0,0,0,0,0,0,0,256.06
1707,"1181707","Murça",0,18.19,0,0,0,0,0,0,0,0,0,0,0,18.19
1712,"1181712","Valpaços",0,201.52,8.41,0,0,0,73.68,0,0,337.28,0,0,0,620.89
1713,"1181713","Vila Pouca de Aguiar",0,932.79,8.55,0,0,0,35.28,0,0,346.5,0,0,0,1323.12
411,"1180411","Vimioso",0,0,0,0,252.84,0,0,0,0,0,0,0,0,252.84
412,"1180412","Vinhais",0,182.9,0,0,234.65,0,0,0,0,407.95,0,0,0,825.5
101,"1610101","Águeda",0,15310.73,21.1,0,0,0,87.4,0,0,91.63,2.92,0,0,15513.78
102,"1610102","Albergaria-a-Velha",10.14,20924.4,20.92,0,0,0,0,0,0,0,0,0,0,20955.46
103,"1610103","Anadia",0,14851.98,0,0,0,0,35.1,167.55,0,1394.28,7.89,0,0,16456.8
105,"1610105","Aveiro",0,19122.53,10.43,0,0,0,0,0,0,298.77,44.4,0,0,19476.13
108,"1610108","Estarreja",0,15190.84,0,0,0,0,0,0,0,0,3.51,0,0,15194.35
110,"1610110","Ílhavo",0,5905.5,10.41,0,0,0,0,0,0,388.2,3.51,0,0,6307.62
111,"1610111","Mealhada",0,7301.35,21.08,0,0,0,0,0,0,284.24,2.63,0,0,7609.3
112,"1610112","Murtosa",0,10696.56,0,0,0,0,0,0,0,0,5.26,0,0,10701.82
114,"1610114","Oliveira do Bairro",0,12761.49,0,0,0,0,0,0,0,1124.64,7.89,0,0,13894.02
115,"1610115","Ovar",0,7248.12,0,0,0,0,0,0,0,0,0,0,0,7248.12
117,"1610117","Sever do Vouga",0,2224.95,0,0,0,0,0,0,0,0,0,0,0,2224.95
118,"1610118","Vagos",0,25078.55,83.2,0,0,0,247.66,0,0,2129.78,17.34,0,0,27556.53
602,"1620602","Cantanhede",0,30264.08,10.4,0,0,0,87.85,178.16,0,1740.15,77.22,5.86,0,32363.72
603,"1620603","Coimbra",0,7689.55,0,0,0,0,17.71,0,0,142.34,0,0,0,7849.6
604,"1620604","Condeixa-a-Nova",0,2477.28,0,0,0,0,17.74,0,0,38.76,5.92,0,0,2539.7
605,"1620605","Figueira da Foz",0,18056.72,83.76,0,0,0,34.96,0,0,63.45,20.23,0,0,18259.12
608,"1620608","Mira",0,5602.96,0,0,0,0,13.04,0,0,1223.6,14.6,0,0,6854.2
610,"1620610","Montemor-o-Velho",0,27830.52,41.84,0,0,0,0,0,0,76.86,11.8,0,0,27961.02
613,"1620613","Penacova",0,1457.74,10.45,0,0,0,0,0,0,12.81,5.92,0,0,1486.92
615,"1620615","Soure",0,19636.95,0,0,0,0,17.62,0,0,108.8,0,0,0,19763.37
1004,"1631004","Batalha",0,1719.36,0,0,0,0,0,0,0,0,2.63,0,0,1721.99
1009,"1631009","Leiria",0,12394.2,21.04,0,0,0,247.24,0,0,51.28,18.24,0,0,12732
1010,"1631010","Marinha Grande",0,644,0,0,0,0,0,0,0,0,5.26,0,0,649.26
1015,"1631015","Pombal",0,22690.92,31.38,0,0,0,194.04,26.94,0,12.92,32.67,0,0,22988.87
1016,"1631016","Porto de Mós",0,191.73,0,0,0,0,0,0,0,0,0,0,0,191.73
1002,"1641002","Alvaiázere",0,770.76,0,0,0,0,0,0,0,0,0,0,0,770.76
1003,"1641003","Ansião",0,1657.76,0,0,0,0,0,0,0,0,3.01,0,0,1660.77
601,"1640601","Arganil",0,5387.3,0,0,18.81,0,0,0,0,0,15.05,0,0,5421.16
1007,"1641007","Castanheira de Pêra",0,70.84,0,0,0,0,0,0,0,0,0,0,0,70.84
1008,"1641008","Figueiró dos Vinhos",0,1020.16,0,0,0,0,0,0,0,26.72,3.51,0,0,1050.39
606,"1640606","Góis",0,191.28,21,0,0,0,0,0,0,12.69,0,0,0,224.97
607,"1640607","Lousã",0,1594,0,0,0,0,0,0,0,0,3.16,0,0,1597.16
609,"1640609","Miranda do Corvo",0,1328.46,0,0,0,0,0,0,0,0,2.63,0,0,1331.09
611,"1640611","Oliveira do Hospital",0,4007.43,0,0,0,0,0,0,0,12.82,8.67,0,0,4028.92
612,"1640612","Pampilhosa da Serra",0,120.9,0,0,0,0,0,0,0,0,0,0,0,120.9
1013,"1641013","Pedrógão Grande",0,951.3,0,0,0,0,0,0,0,0,0,0,0,951.3
614,"1640614","Penela",0,705.43,0,0,0,0,0,0,0,26.44,3.01,0,0,734.88
616,"1640616","Tábua",0,7799.43,52.7,0,0,0,0,0,0,157.2,29.7,0,0,8039.03
617,"1640617","Vila Nova de Poiares",0,694.65,0,0,0,0,18.85,0,0,27.2,5.26,0,0,745.96
901,"1650901","Aguiar da Beira",0,17166.6,0,0,0,0,0,0,0,1972.74,89.1,0,9.36,19237.8
1802,"1651802","Carregal do Sal",0,5222.58,0,0,0,0,0,0,0,26.44,3.07,0,0,5252.09
1803,"1651803","Castro Daire",0,3494.15,10.36,0,0,0,0,0,0,26.12,17.82,0,0,3548.45
1806,"1651806","Mangualde",0,17548.08,31.08,0,0,0,0,0,0,65,57.95,20.51,0,17722.62
1808,"1651808","Mortágua",0,1967.88,20.84,0,0,0,35.52,0,0,25.84,2.83,0,0,2052.91
1809,"1651809","Nelas",0,3120.32,42,0,0,0,0,0,0,77.52,15.25,0,0,3255.09
1810,"1651810","Oliveira de Frades",0,6474.96,15.01,0,18.81,0,0,0,0,26.12,15.2,0,0,6550.1
1811,"1651811","Penalva do Castelo",0,4953.78,105.5,0,0,0,0,0,0,24.92,9.18,0,0,5093.38
1814,"1651814","Santa Comba Dão",0,2854.35,10.63,0,0,0,0,0,0,220.66,3.1,0,0,3088.74
1816,"1651816","São Pedro do Sul",0,6228.88,145.04,0,15.76,0,0,0,0,0,17.76,0,0,6407.44
1817,"1651817","Sátão",0,4770,0,0,15.85,0,17.4,0,0,75.24,18.24,0,0,4896.73
