Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,nha
1601,1111601,Arcos de Valdevez,115.435,0,0,0,0,0,0,115.435,0.0062
1602,1111602,Caminha,0,0,0,0,0,0,0,0,0
1603,1111603,Melga�o,0,0,0,0,0,0,0,0,0
1604,1111604,Mon��o,247.078,0,0,0,0,0,0,247.078,0.0363
1605,1111605,Paredes de Coura,0,0,0,0,0,0,0,0,0
1606,1111606,Ponte da Barca,0,0,0,0,0,0,0,0,0
1607,1111607,Ponte de Lima,446.7805,0,0,0,0,0,0,446.7805,0.0505
1608,1111608,Valen�a,0,0,0,0,0,0,0,0,0
1609,1111609,Viana do Castelo,1366.5595,0,0,0,0,0,0,1366.5595,0.1932
1610,1111610,Vila Nova de Cerveira,148.437,0,44.7827224583333,0,0,0,0,148.437,0.1081
301,1120301,Amares,0,0,0,0,0,0,0,0,0
302,1120302,Barcelos,1535.2445,0,0,0,0,0,0,1535.2445,0.1398
303,1120303,Braga,257.4515,0,0,0,0,0,0,257.4515,0.0698
306,1120306,Esposende,350.669,0,0,0,0,0,0,350.669,0.1665
310,1120310,Terras de Bouro,0,0,0,0,0,0,0,0,0
313,1120313,Vila Verde,0,0,0,0,0,0,0,0,0
307,1130307,Fafe,0,0,0,0,0,0,0,0,0
308,1130308,Guimar�es,0,0,0,0,0,0,0,0,0
309,1130309,P�voa de Lanhoso,0,0,0,0,0,0,0,0,0
1314,1131314,Santo Tirso,0,0,0,0,0,0,0,0,0
1318,1131318,Trofa,0,0,0,0,0,0,0,0,0
311,1130311,Vieira do Minho,0,0,0,0,0,0,0,0,0
312,1130312,Vila Nova de Famalic�o,0,0,0,0,0,0,0,0,0
314,1130314,Vizela,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,0,0,0,0,0,0,0,0
1304,1141304,Gondomar,0,0,0,0,0,0,0,0,0
1306,1141306,Maia,0,0,0,0,0,0,0,0,0
1308,1141308,Matosinhos,0,0,0,0,0,0,0,0,0
1312,1141312,Porto,0,0,0,0,0,0,0,0,0
1313,1141313,P�voa de Varzim,225.335,0,0,0,0,0,0,225.335,0.0677
1315,1141315,Valongo,0,0,0,0,0,0,0,0,0
1316,1141316,Vila do Conde,0,0,0,0,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,0,0,0,0,0,0,0,0,0
1301,1151301,Amarante,0,0,0,0,0,0,0,0,0
1302,1151302,Bai�o,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0
106,1150106,Castelo de Paiva,59.275,0,0,0,0,0,0,59.275,0.044
305,1150305,Celorico de Basto,0,0,0,0,0,0,0,0,0
1804,1151804,Cinf�es,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,0,0,0,0,0,0,0,0
1305,1151305,Lousada,0,0,0,0,0,0,0,0,0
1307,1151307,Marco de Canaveses,0,0,0,0,0,0,0,0,0
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0
1309,1151309,Pa�os de Ferreira,0,0,0,0,0,0,0,0,0
1310,1151310,Paredes,0,0,0,0,0,0,0,0,0
1311,1151311,Penafiel,0,0,0,0,0,0,0,0,0
1813,1151813,Resende,0,0,0,0,0,0,0,0,0
1709,1151709,Ribeira de Pena,0,0,0,0,0,0,0,0,0
104,1160104,Arouca,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azem�is,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
116,1160116,S�o Jo�o da Madeira,0,0,0,0,0,0,0,0,
119,1160119,Vale de Cambra,0,0,0,0,0,0,0,0,0
1701,1171701,Alij�,0,0,0,0,0,0,0,0,0
1801,1171801,Armamar,0,0,0,0,0,0,0,0,0
403,1170403,Carrazeda de Ansi�es,0,0,0,0,0,0,0,0,0
404,1170404,Freixo de Espada � Cinta,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0,0,0,0
1704,1171704,Mes�o Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da R�gua,0,0,0,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0,0,0,0
1711,1171711,Santa Marta de Penagui�o,0,0,0,0,0,0,0,0,0
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,19.9245,0,0,0,0,0,0,19.9245,0.0049
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,0.664,0,22.177505,0,0,0,0,0.664,1e-04
1702,1181702,Boticas,156.47,0,1.50039044736842,0,0,0,0,156.47,0.0113
402,1180402,Bragan�a,658.335,0,1145.34122607059,0,22.0387104,0,0,658.335,0.0183
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,38.109,0,17.3547792,4.18807488,0,0,0,38.109,0.0015
408,1180408,Mogadouro,27.499,0,29.1125393103448,4.26745082758621,0,0,0,27.499,8e-04
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,56.39,0,0,0,0,0,0,56.39,0.0119
1712,1181712,Valpa�os,96.894,0,0,0,0,0,0,96.894,0.0044
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,1277.779,0,1047.52015822222,270.985375111111,0,0,0,1277.779,0.6715
102,1610102,Albergaria-a-Velha,210.313,0,401.9327013,68.3575331,0,0,0,210.313,0.1
103,1610103,Anadia,51.614,0,37.3384213548387,8.51406735483871,0,0,0,51.614,0.015
105,1610105,Aveiro,289.34,0,113.950019777778,53.082938,0,0,0,289.34,0.1194
108,1610108,Estarreja,494.093,0,338.772648,82.966344,0,0,0,494.093,0.1557
110,1610110,�lhavo,54.219,0,2.75433772727273,2.214446,0,0,0,54.219,0.066
111,1610111,Mealhada,288.105,0,133.103319407407,49.2389966666667,0,0,0,288.105,0.1687
112,1610112,Murtosa,3.142,0,0,0,0,0,0,3.142,0.0022
114,1610114,Oliveira do Bairro,701.907,0,407.7147165,10.149048,5.5674255,0,0,701.907,0.3946
115,1610115,Ovar,641.812,0,250.703752464286,15.7137970357143,0,0,0,641.812,0.3836
117,1610117,Sever do Vouga,1873.242,0,444.280755966667,0,0,0,0,1873.242,2.8908
118,1610118,Vagos,45.761,0,68.7599591111111,9.77068177777778,0,0,0,45.761,0.0182
602,1620602,Cantanhede,331.8,0,385.376620222222,13.5755161111111,0,0,0,331.8,0.0575
603,1620603,Coimbra,7083.402,0,804.573211042254,311.926642676056,425.938103661972,0,0,7083.402,1.3643
604,1620604,Condeixa-a-Nova,1396.292,0,300.433470787879,20.4114232121212,182.873674545455,0,0,1396.292,0.7333
605,1620605,Figueira da Foz,1058.019,0,766.134948631579,49.8952218947369,114.059062736842,0,0,1058.019,0.1921
608,1620608,Mira,63.252,0,11.3312876521739,2.27170660869565,1.85223026086957,0,0,63.252,0.0591
610,1620610,Montemor-o-Velho,804.486,0,103.208678545455,9.55710218181818,11.9188881818182,0,0,804.486,0.0952
613,1620613,Penacova,256.139,0,66.2165576086957,2.52415815217391,0,0,0,256.139,0.323
615,1620615,Soure,5306.7165,0,2973.57274405405,919.971628648649,0,0,0,5306.7165,1.0834
1004,1631004,Batalha,221.731,0,132.327375,10.936955037037,0,0,0,221.731,0.2244
1009,1631009,Leiria,177.2635,0,0,0,0,0,0,177.2635,0.0364
1010,1631010,Marinha Grande,16.734,0,0,0,0,0,0,16.734,0.1087
1015,1631015,Pombal,1112.2155,0,0,0,0,0,0,1112.2155,0.2707
1016,1631016,Porto de M�s,1.9765,0,0,0,0,0,0,1.9765,6e-04
1002,1641002,Alvai�zere,4.2695,0,0,0,0,0,0,4.2695,0.003
1003,1641003,Ansi�o,56.927,0,140.649921176471,0,0,0,0,56.927,0.0238
601,1640601,Arganil,357.026,0,0,0,0,0,0,357.026,0.2557
1007,1641007,Castanheira de P�ra,9.6105,0,0,0,0,0,0,9.6105,0.1068
1008,1641008,Figueir� dos Vinhos,49.479,0,0,0,0,0,0,49.479,0.1295
606,1640606,G�is,28.856,0,6.40728235294118,0,0,0,0,28.856,0.1697
607,1640607,Lous�,33.062,0,0,0,0,0,0,33.062,0.0806
609,1640609,Miranda do Corvo,244.3505,0,0,0,0,0,0,244.3505,0.3536
611,1640611,Oliveira do Hospital,212.3055,0,0,0,0,0,0,212.3055,0.0714
612,1640612,Pampilhosa da Serra,12.666,0,4.401894,0,0,0,0,12.666,0.0287
1013,1641013,Pedr�g�o Grande,14.9495,0,0,0,0,0,0,14.9495,0.0306
614,1640614,Penela,132.987,0,183.194252592593,176.069797037037,0,0,0,132.987,0.1176
616,1640616,T�bua,73.703,0,0,0,0,0,0,73.703,0.0345
617,1640617,Vila Nova de Poiares,8.4115,0,0,0,0,0,0,8.4115,0.0322
901,1650901,Aguiar da Beira,237.302,0,0,0,0,0,0,237.302,0.0791
1802,1651802,Carregal do Sal,64.517,0,68.551651875,0,0,0,0,64.517,0.0458
1803,1651803,Castro Daire,214.741,0,20.38520475,0,0,0,0,214.741,0.0696
1806,1651806,Mangualde,80.33,0,133.557140705882,0.159327588235294,0,0,0,80.33,0.0214
1808,1651808,Mort�gua,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,71.158,0,60.3656327272727,3.26508,0,0,0,71.158,0.0257
1810,1651810,Oliveira de Frades,81.3975,0,0,0,0,0,0,81.3975,0.0547
1811,1651811,Penalva do Castelo,103.654,0,27.248865,1.0944354,0,0,0,103.654,0.0402
1814,1651814,Santa Comba D�o,135.592,0,76.9677468,1.8534054,0,0,0,135.592,0.1101
1816,1651816,S�o Pedro do Sul,447.225,0,0,0,0,0,0,447.225,0.1181
1817,1651817,S�t�o,137.415,0,13.3680365945946,0.701733351351351,0,0,0,137.415,0.0498
1821,1651821,Tondela,2026.594,0,905.935738591549,6.53543346478873,0,0,0,2026.594,0.4836
1822,1651822,Vila Nova de Paiva,562.449,0,44.60465852,0,0,0,0,562.449,0.3511
1823,1651823,Viseu,302.898,0,59.7861870319149,4.23943487234043,0.321724244680851,0,0,302.898,0.052
1824,1651824,Vouzela,558.95,0,263.39106075,2.99022425,0,0,0,558.95,0.277
1413,1661413,Ma��o,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,123.816,0,140.577212521739,0,0,0,0,123.816,0.1038
508,1660508,Proen�a-a-Nova,0,0,0,0,0,0,0,0,0
509,1660509,Sert�,19.624,0,0,0,0,0,0,19.624,0.008
510,1660510,Vila de Rei,3.6055,0,0,0,0,0,0,3.6055,0.0106
905,1670905,Fornos de Algodres,80.33,0,79.9386719444445,1.08607777777778,0,0,0,80.33,0.0284
906,1670906,Gouveia,353.025,0,0,0,0,0,0,353.025,0.0531
912,1670912,Seia,220.9075,0,0,0,0,0,0,220.9075,0.0407
902,1680902,Almeida,92.9805,0,0,0,0,0,0,92.9805,0.0047
903,1680903,Celorico da Beira,0,0,0,0,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,51.234,0,37.1514832857143,42.3937384285714,0,0,0,51.234,0.0021
907,1680907,Guarda,274.2645,0,0,0,0,0,0,274.2645,0.0142
908,1680908,Manteigas,4.3585,0,0,0,0,0,0,4.3585,0.0151
909,1680909,M�da,15.7735,0,0,0,0,0,0,15.7735,0.0017
910,1680910,Pinhel,17.6275,0,0,0,0,0,0,17.6275,9e-04
911,1680911,Sabugal,46.4505,0,0,0,0,0,0,46.4505,0.0023
913,1680913,Trancoso,0,0,0,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,0,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0,0,0,0
507,1690507,Penamacor,21.458,0,81.5398182,20.8846545428571,31.5953807142857,0,0,21.458,0.0018
511,1690511,Vila Velha de R�d�o,2.846,0,90.9401343529412,0.560351647058824,29.6385229411765,0,0,2.846,5e-04
501,16A0501,Belmonte,14.2315,0,41.5368217857143,40.5025265,5.60793314285714,0,0,14.2315,0.0029
503,16A0503,Covilh�,0,0,0,0,0,0,0,0,0
504,16A0504,Fund�o,160.976,0,254.873916327273,106.599056345455,117.411465527273,0,0,160.976,0.0062
1001,16B1001,Alcoba�a,35.105,0,0,0,0,0,0,35.105,0.0048
1101,16B1101,Alenquer,6.6495,0,0,0,0,0,0,6.6495,6e-04
1102,16B1102,Arruda dos Vinhos,0.316,0,4.12691326923077,2.01720615384615,10.5896471153846,0,0,0.316,1e-04
1005,16B1005,Bombarral,0,0,0,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,65.3075,0,0,0,0,0,0,65.3075,0.0141
1108,16B1108,Lourinh�,10.753,0,0,0,0,0,0,10.753,0.0019
1011,16B1011,Nazar�,0,0,0,0,0,0,0,0,0
1012,16B1012,�bidos,3.0045,0,0,0,0,0,0,3.0045,0.001
1014,16B1014,Peniche,0,0,51.5127946666667,0.120310666666667,0,0,0,0,0
1112,16B1112,Sobral de Monte Agra�o,1.376,0,6.67325322580645,0,0.752153225806452,0,0,1.376,5e-04
1113,16B1113,Torres Vedras,32.259,0,66.2097964285714,13.6579415,4.43135432142857,0,0,32.259,0.0022
1401,16C1401,Abrantes,49.495,0,82.0934317333333,5.27346908,75.56895072,0,0,49.495,0.0038
1402,16C1402,Alcanena,0,0,8.0806158,20.2050402,241.2995836,0,0,0,0
1408,16C1408,Const�ncia,0,0,0,0,0,0,0,0,0
1410,16C1410,Entroncamento,347.886,0,4.53257985714286,0,0,0,0,347.886,0.6808
1411,16C1411,Ferreira do Z�zere,39.849,0,80.0449816923077,7.30391003846154,0,0,0,39.849,0.0176
1421,16C1421,Our�m,0,0,0,0,0,0,0,0,0
1417,16C1417,Sardoal,0,0,0,0,0,0,0,0,0
1418,16C1418,Tomar,117.657,0,75.2845489361702,11.4396978723404,22.4629622340426,0,0,117.657,0.0174
1419,16C1419,Torres Novas,0,0,0,0,0,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,0,0,0,0,0,0,0
1107,1711107,Loures,70.7555,0,0,0,0,0,0,70.7555,0.0165
1109,1711109,Mafra,333.0415,0,0,0,0,0,0,333.0415,0.0359
1116,1711116,Odivelas,0.128,0,0,0,0,0,0,0.128,3e-04
1110,1711110,Oeiras,0,0,0,0,0,0,0,0,0
1111,1711111,Sintra,1.8975,0,0,0,0,0,0,1.8975,4e-04
1114,1711114,Vila Franca de Xira,48.388,0,0,0,0,0,0,48.388,0.0036
1502,1721502,Alcochete,0.782,0,1.29134,0.122193333333333,2.39502,0,0,0.782,2e-04
1503,1721503,Almada,0.575,0,0,0,0,0,0,0.575,0.0014
1504,1721504,Barreiro,0.508,0,0,0,0,0,0,0.508,0.0031
1506,1721506,Moita,12.6,0,7.3062288,11.8096368,0,0,0,12.6,0.0136
1507,1721507,Montijo,3.906,0,0,0,0,0,0,3.906,3e-04
1508,1721508,Palmela,2.9885,0,0,0,0,0,0,2.9885,1e-04
1510,1721510,Seixal,0,0,88.473992,0,74.632191,0,0,0,0
1511,1721511,Sesimbra,68.312,0,403.578342266667,65.6903658666667,162.329370666667,0,0,68.312,0.0368
1512,1721512,Set�bal,5.8055,0,0,0,0,0,0,5.8055,0.002
1501,1811501,Alc�cer do Sal,0,0,158.171869534091,7.20934364772727,509.730272352273,0,0,0,0
